key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Harding-Chris__AF486853,2022,"Harding, Chris",Auditor,AF486853-FD86-4B9D-8512-CF69ED06CEE7,"March 31, 2022_Harding",04/04/22,5,raw/easyvote/Harding-Chris__AF486853.pdf,has-attachment-detail,standard-report,has-detail,21,counted,county-form,has-detail,13,counted,county-form,1,1,0,address-only,"$6,186.94","$2,018.88",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-5,header boxes print the surname as 'Chris William Hardin' (truncated) while the name field reads Chris William Harding - flagged not relabeled; Schedule A page subtotals 684.56+3520.00 = printed total $4204.56 against Summary line 1 $6186.94 - a $1982.38 filer gap; the p3 printed subtotal $684.56 is also far below the sum of its own visible row amounts; Schedule B total $2018.88 ties to line 2; most Schedule A rows are candidate self/in-kind entries
Harding-Chris__0E90F3D5,2022,"Harding, Chris",Auditor,0E90F3D5-5F98-4099-8DE5-284274250C29,September 2022_Harding,09/14/22,5,raw/easyvote/Harding-Chris__0E90F3D5.pdf,has-attachment-detail,standard-report,has-detail,22,counted,county-form,has-detail,4,counted,county-form,1,1,0,address-only,"$6,438.02","$1,013.29",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-5,p3 SchedA 15 rows p4 SchedA 7 rows p5 SchedB 4 rows; matches batch vision values; Schedule A prints TOTAL $5440.02 vs Summary $6438.02 - the difference is the three In-Kind rows ($48+$450+$500); address bar hides city/state; form titled 2020 but dated 09/14/22
Harding-Chris__D56479FB,2022,"Harding, Chris",Auditor,D56479FB-AB28-41E5-81C8-067AD409C6C5,"November 1_Chris Harding, CPA ",10/31/22,4,raw/easyvote/Harding-Chris__D56479FB.pdf,has-attachment-detail,standard-report,has-detail,3,counted,county-form,has-detail,4,counted,county-form,1,1,0,address-only,$580.00,"$4,464.44",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,both schedule subtotals tie EXACTLY to the Summary stated totals; the schedule page header last-name box prints 'Chris William Hardin' while the cover prints 'Chris William Harding' (recorded as seen; not re-labeled); form masthead reads 2020 vintage; address column fully blacked so city/state/zip do not survive; matches the prior vision-read values
Harding-Chris__70CD4215,2022,"Harding, Chris",Auditor,70CD4215-74A6-4F46-8BCC-9F3F3D38BB2D,"Nov 1_Chris Harding, CPA",11/01/22,4,raw/easyvote/Harding-Chris__70CD4215.pdf,has-attachment-detail,standard-report,has-detail,4,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-only,"$1,293.00","$5,177.44",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,cover marks this an AMENDMENT dated 2022-11-01; matches batch vision values; Schedule A prints TOTAL $580.00 vs Summary $1293.00 - difference is the $713.00 In-Kind row; address bar hides city/state
Harrison-Suzanne__5012130F,2022,"Harrison, Suzanne",County Council,5012130F-00C6-4DFC-8BCD-A5F31B2C98E5,"January 31, 2023",01/31/23,10,raw/easyvote/Harrison-Suzanne__5012130F.pdf,has-attachment-detail,standard-report,has-detail,126,counted,attach-date-name-address-occupation-employer-amount,has-detail,18,counted,attach-date-recipient-purpose-amount-repeated-date-recipient-purpose,1,0,0,address-only-incl-city-state-zip,"$33,587.00","$49,659.21",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"4-5,7",the ORIGINAL of the pair that FBE429BE amends; carries apparent duplicate donor lines that the amendment removed (126 lines vs 107 and a higher stated total); the expenditure attachment repeats date/recipient/purpose in a second column block carrying no second amount - 18 real lines; visible expenditure lines sum to roughly $47563 against the $49659.21 stated; county Schedule A p3 and Schedule B p6 are blank See Attached stubs; blank Other Campaign Accounts section p8-10
Harrison-Suzanne__3D069168,2022,"Harrison, Suzanne",County Council,3D069168-EDCB-40ED-9FA3-2527E3155A18,April 5,04/04/22,14,raw/easyvote/Harrison-Suzanne__3D069168.pdf,has-attachment-detail,standard-report,has-detail,299,counted,attach-landscape-first-last-employer-occupation-amount-date-address-city-state-zip,has-detail,12,counted,attach-date-organization-purpose-amount,1,1,0,address-and-city-and-state-and-zip,"108,520.63","8,870.92",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,8-14,county SchedA p3 and SchedB p4 are BLANK STUBS reading 'see attached'; detail is on ROTATED 90-degree landscape spreadsheet pages p8-p13 (52/55/55/55/55/27 rows) plus an expenditure list p14 that prints 'total 8870.92'; contribution pages print no total; a single row at the foot of p8 ESCAPES the black bar and shows a full street address/city/state/zip - everywhere else Address City State and Zip are all blacked so city/state do NOT survive; the Summary Page for Other Campaign Accounts (p5) has 'see attached' typed into line 1 Column A and its two itemized stubs (p6-p7) also say see attached / are blank - no separately labelled other-account attachment is present in the document; matches batch vision values
Harrison-Suzanne__890CE966,2022,"Harrison, Suzanne",County Council,890CE966-7F0C-4A57-92E7-772A775C90B3,"June 21, 2022",06/21/22,12,raw/easyvote/Harrison-Suzanne__890CE966.pdf,has-attachment-detail,standard-report,has-detail,218,counted,attach-landscape-first-last-org-title-amount-date-address-city-state-zip,has-detail,27,counted,attach-date-org-purpose-amount,1,1,0,address-and-city-and-state-and-zip,no-summary-page,no-summary-page,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,5-12,THE DOCUMENT CONTRADICTS THE BRIEF - there is NO standard Summary Page anywhere so no Column A line 1 or line 2 exists; page order is cover p1 then Schedule A stub p2 reading see attached then a blank Summary Page OTHER CAMPAIGN ACCOUNTS p3 then a blank Itemized Expenditures from Other Campaign Accounts p4; there is no county Schedule B page at all yet expenditure detail exists on p12; contribution attachment pages 5-11 are rotated 90 degrees landscape and print no total; expenditure attachment p12 prints TOTAL $12216.70; black bar spans Address and City and State and Zip
Harrison-Suzanne__E5C37303,2022,"Harrison, Suzanne",County Council,E5C37303-5CBB-440E-B3BE-530CD26B487D,June 21 Amendment,06/22/22,13,raw/easyvote/Harrison-Suzanne__E5C37303.pdf,has-attachment-detail,standard-report,has-detail,405,approx,attach-list-first-last-organization-title-amount-date-address-city-state-zip,has-detail,28,counted,attach-date-organization-purpose-amount,1,1,0,address-and-city,"$121,261.10","$14,342.80",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,5-13,"PAGE-ORIENTATION ODDITY - all attachment pages (5-13) are rotated 90 degrees inside the PDF and must be rotated to read; county Schedule A p3 and Schedule B p4 are blank stubs reading ""see attached"" with the TOTAL fields left EMPTY; contributions run p5-p12 on a fixed 56-data-row grid - p5 p6 p7 p8 and p11 each counted at exactly 56 and p9/p10 are the same full grid (not individually counted) with p12 holding 13 rows plus a TOTAL of $121261.10; expenditures are p13 (28 rows; TOTAL $14342.80); the black bar spans Address/City/State/Zip so donor city/state do NOT survive; the pages are titled ""Schedule A - details"" and ""Schedule B - details"""
Harrison-Suzanne__FBE429BE,2022,"Harrison, Suzanne",County Council,FBE429BE-63E2-4540-83DF-7FAB7338BC69,Year-End Report Amended,07/18/23,12,raw/easyvote/Harrison-Suzanne__FBE429BE.pdf,has-attachment-detail,standard-report,has-detail,107,counted,attach-date-name-address-occupation-employer-amount,has-detail,26,counted,attach-date-recipient-purpose-amount,1,0,0,address-only-incl-city-state-zip,"$25,407","$51,648.40",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"4-7,9",amendment (7/17/2023) of sibling 5012130F - same 1/31/23 year-end so the two overlap; county Schedule A p3 and Schedule B p8 are blank stubs reading See Attached; attachments print no subtotal or total line and the stubs' subtotal boxes are left blank; blank Other Campaign Accounts section p10-12; the attachment's single Full Address column is fully blacked so city/state/zip do not survive
Harrison-Suzanne__213DD5EC,2022,"Harrison, Suzanne",County Council,213DD5EC-B8B9-4B4D-8094-1750D414BD36,"September 15, 2022",09/15/22,26,raw/easyvote/Harrison-Suzanne__213DD5EC.pdf,has-attachment-detail,standard-report,has-detail,521,approx,attach-date-name-address-occupation-amount,has-detail,31,approx,attach-date-recipient-purpose-amount,1,0,0,address-only,"$131,490.73","$142,230.68",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"4-21,23",largest filing in batch; county Schedule A (p3) and Schedule B (p22) are BLANK STUBS reading See Attached; real detail is on filer spreadsheet pages headed 'Schedule A/B - Committee to Elect Suzanne Harrison - Sept 15 Filing'; 18 contribution attachment pages p4-p21 (~28-33 rows each) + 1 expenditure attachment page p23; row counts enumerated off the 4-up contact sheets so treat as approx +/- a few; attachment pages print NO subtotal or total line - the only reconciliation gate is the Summary Page; mailing-address column fully blacked so city/state do NOT survive; an Other Campaign Accounts section exists p24-26 and is entirely BLANK; matches batch vision values
Harrison-Suzanne__BDCA235C,2022,"Harrison, Suzanne",County Council,BDCA235C-9FBD-43E5-9159-391FE31CE8D5,Harrison Nov 1 Filing,10/31/22,18,raw/easyvote/Harrison-Suzanne__BDCA235C.pdf,has-attachment-detail,standard-report,has-detail,425,counted,attach-date-name-address-occupation-amount,has-detail,48,counted,attach-date-recipient-purpose-amount,1,0,0,address-only,"$86,957","$234,327.57",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"4-12,14-15",county Schedule A p3 and Schedule B p13 are blank stubs reading See Attached; attachments are a Google-Sheets style export with faint gridlines; contribution pages 4-12 print NO subtotal or total line and expenditure pages 14-15 also print none; only one address column exists so no city or state column is present at all; p16-p18 are the Other Campaign Accounts summary and itemized pages - p16 line 2 shows 0 and the rest are blank; stated totals agree with the batch CSV
Jensen-Michael__B69C491D,2022,"Jensen, Michael",County Council,B69C491D-F49E-464B-B036-D877F063EDF4,Year-End Report,01/31/23,4,raw/easyvote/Jensen-Michael__B69C491D.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,county-form,has-detail,10,counted,county-form,1,1,1,none on the schedules; the cover page address and signature blocks are blacked,$0.00,"$1,837.94",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,4,Schedule A is struck across with None - None - None - None - $0.00 and both totals written as $0.00; Summary Page header box (page number / name / date) left blank; scanned photocopy with a dark edge band; Schedule B subtotal $1837.94 reconciles exactly to Summary line 2; vision-read values in the batch CSV agree with the document
Liewer-Ashley__526DCB1A,2022,"Liewer, Ashley",County Council,526DCB1A-CBA5-4EC9-A71B-26390A71CAC8,ashleyrliewer@gmail.com,01/31/23,9,raw/easyvote/Liewer-Ashley__526DCB1A.pdf,has-attachment-detail,standard-report,has-detail,14,counted,attach-date-amount-first-last-address-city-state-zip-occupation-employer,has-detail,13,counted,attach-date-recipient-description-debit,1,1,0,address-and-city (Donor Addr1/City/State/ZIP columns blacked; Occupation+Employer survive),2100.00,"16,649.83",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,8-9,Year-end report; county Sch A/B are BLANK STUBS reading 'See Attached'; attachment p8 prints Total Contributions 2100 and p9 Total Expenditures 16649.83 - both reconcile exactly to the Summary; blank Other-Campaign-Accounts block at p5-7
Liewer-Ashley__0A317581,2022,"Liewer, Ashley",County Council,0A317581-3C94-4546-89AF-B6852E674C41,4.5.22 Financial Disclosure,04/04/22,4,raw/easyvote/Liewer-Ashley__0A317581.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,1,counted,county-form,1,1,0,address-only,$282.63,$282.63,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,minimal filing - one self-contribution and one campaign filing-fee expenditure; both schedule totals tie to Summary Column A; same $282.63/$282.63 pair as Soelberg-Kerry__FDC1D373 (same county filing fee; not a duplicate document)
Liewer-Ashley__43506ED9,2022,"Liewer, Ashley",County Council,43506ED9-DA01-4925-A665-CDE7EBEB2589,"June 21, 2022",06/21/22,9,raw/easyvote/Liewer-Ashley__43506ED9.pdf,has-attachment-detail,standard-report,has-detail,32,counted,attach-landscape-first-last-amount-date-occupation-address-city-state-zip,has-detail,3,counted,attach-date-recipient-amount-purpose,1,1,0,address-city-state-zip,6599.47,1894.87,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,8-9,ATTACHMENT filing - same filer and same two spreadsheet layouts as 7FF3AA93; county Sched A/B stubs read 'See attached'; INTERNAL INCONSISTENCY - Summary line 4 (which the form says copies line 1 Column A) reads 6674.62 while line 1 Column A reads 6599.47 (delta 75.15); the Donations attachment prints NO total line at all - only the Expenditures attachment prints TOTAL 1894.87 - so the contributions side has no reconciliation gate; blank Other-Campaign-Accounts section at p5-7
Liewer-Ashley__B563D42B,2022,"Liewer, Ashley",County Council,B563D42B-A649-44B5-8FAE-9DD7C72A47CF,Liewer Financial Disclosure Report 09152022,09/14/22,12,raw/easyvote/Liewer-Ashley__B563D42B.pdf,has-attachment-detail,standard-report,has-detail,109,counted,attach-firstname-lastname-amount-date-occupation-address-city-state-zip,has-detail,18,counted,attach-date-recipient-amount-purpose,1,1,0,address-and-city-and-state-and-zip,22336.17,17424.44,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,8-12,county SchedA p3 and SchedB p4 are BLANK STUBS reading 'See attached'; detail on filer spreadsheet pages p8-p11 headed 'Donations' (33/34/39/3 rows) ending in a printed TOTAL $22336.17 that EXACTLY matches Summary line 1; p12 headed 'Expenditures' 18 rows ending TOTAL 17424.44 exactly matching Summary line 2; both tables ruled with a gray header row; Address City State Zip all blacked so city/state do NOT survive; an Other Campaign Accounts section p5-p7 exists and is entirely BLANK; matches batch vision values
Liewer-Ashley__A20FF70B,2022,"Liewer, Ashley",County Council,A20FF70B-ED91-443E-9D65-53CDE2CC46B8,Liewer Septmeber Disclosure Amendment,09/15/22,12,raw/easyvote/Liewer-Ashley__A20FF70B.pdf,has-attachment-detail,standard-report,has-detail,110,counted,county-form+attach-landscape-first-last-amount-date-occupation-address-city-state-zip,has-detail,19,counted,county-form+attach-date-recipient-amount-purpose,1,1,0,address-and-city (attachment bar covers Address/City/State/Zip columns; occupation survives),"23,309.92",18398.19,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"3-4,8-12",Sept 15 interim amendment; county Sch A/B each carry ONE on-form row plus 'See attached'; filer attachments p8-11 (Donations; TOTAL 22336.17) and p12 (Expenditures; TOTAL 17424.44) reconcile EXACTLY with the on-form row (973.75 each side) to the stated totals; blank 'Other Campaign Accounts' Summary + its two blank itemized pages at p5-7; attachment rows per page 33/34/39/3
Liewer-Ashley__7FF3AA93,2022,"Liewer, Ashley",County Council,7FF3AA93-4743-492B-B5C5-E973CE73F5CF,Liewer 11.2.2022 Disclosure,11/01/22,12,raw/easyvote/Liewer-Ashley__7FF3AA93.pdf,has-attachment-detail,standard-report,has-detail,127,counted,attach-landscape-first-last-amount-date-occupation-address-city-state-zip,has-detail,18,counted,attach-date-recipient-amount-purpose,1,1,0,address-city-state-zip,"$36,679.44","21,449.91",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,"8-10,12",ATTACHMENT filing - county Schedule A p3 and Schedule B p4 are blank stubs reading 'See attached'/'See Attached'; real detail is a filer spreadsheet export: 'Donations' p8-10 (39+41+47 rows) with p11 carrying ONLY the TOTAL row $36 679.44 (no data lines - excluded from pages_with_detail); 'Expenditures' p12 18 rows TOTAL 21449.91; both totals reconcile exactly to the Summary; the black bar on the donations sheet covers Address AND City AND State AND Zip so no geography survives; an empty 'Summary Page - Other Campaign Accounts' section with its two blank itemized pages sits at p5-7
Lord-Nancy__D110F236,2022,"Lord, Nancy",Clerk,D110F236-70AF-43FD-85F8-E1EE488A0282,Final Financial Disclosure,01/31/23,4,raw/easyvote/Lord-Nancy__D110F236.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,2,counted,county-form,1,1,1,address-only,"1,359.51","1,359.51",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,Entirely handwritten 2022-form filing; BOTH the year-end box and the Final/Dissolution box are checked; Schedule A p3 carries a single self-funding row; Schedule B p4 carries 2 rows (824.96 + 534.55 = 1359.51 which reconciles exactly); line 6 of the Balance Summary is written as a negative (-1;359.51) while line 2 is positive - a filer transcription quirk; ending balance zero.
