motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
648,153,2,2,"Commissioner Wendel - I will make a motion. I move that we approve File 35C20, consideration of a conditional use permit for the operation of an automotive service and repair, minor business within 250 feet of a residential district according to Staff’s Findings and Conditions",Land-Use/Zoning,5-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,77,case_no,high,16,14,1,minutes/2020/2020-08-10/2020-08-11_planning-commission.md
649,153,2,3,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2020/2020-08-10/2020-08-11_planning-commission.md
650,154,2,1,"Commissioner Burggraaf - I move that we approve File 37C20, a non-administrative conditional use permit to operate a crematory/embalming facility at 4306 South Redwood Road, based on Findings in the Staff Report, with the added decision that they have at least 20 parking stalls and approve the hours of operation as proposed. 1:25:30",Land-Use/Zoning,7-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,78,case_no,high,15,11,1,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
651,154,2,2,"2:00:10 Commissioner Burggraaf – I move that we approve File #42C20, a Conditional Use Permit Amendment for the Expansion of an “Auto Light Trucks, RV, All-Terrain Vehicle Dealership (Used) – Sales and Service Agency” at 4238 South Redwood Road, based on the Findings as outlined in the Staff Report, with the added condition that all vehicles are parked in designated parking stalls to allow for proper emergency access. This approval also includes all conditions of the original Conditional Use Permit approved in 2012",Land-Use/Zoning,7-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,79,case_no,high,15,14,1,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
652,154,2,3,"Commissioner Wendel – I will make a motion. The motion is really not negative for the developers but rather an opportunity to get the best effort possible. I move that we send a negative recommendation to the City Council for a General Plan map amendment for the property located at 4202 South Riverboat Road from “Business Park” to Medium-Density Mixed-Use”, File #2G20, based on Findings in the Staff Report",Land-Use/Zoning,Negative recommendation 7-0,Pass,pc_recommendation,Negative,deny,keyword,high,71,case_no,high,16,14,1,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
653,154,2,4,"Commissioner Wendel - I will make a motion. I move that we send a negative recommendation to the City Council for a zoning amendment for the property at 4202 South Riverboat Road from Industrial (ID) to Mixed-Use (MU), File #8Z20, based on the Findings in the Staff Report",Land-Use/Zoning,Negative recommendation 7-0,Pass,pc_recommendation,Negative,deny,keyword,high,72,case_no,high,16,1,1,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
654,154,2,5,"Commissioner Berggraaf – 3:15:40 - I move that we send a positive recommendation to the City Council for File #10Z20, regarding the proposed text amendment to the Taylorsville Municipal Code, Sections 13.20.020; R-1 and R-2 Districts Table of Setbacks, Building Heights, Off Street Parking; and Section 13.26.080: Standards for Permanent Signs Allowed Without a Permit. This is based on the Findings in the Staff Report with one amendment being that the flag height be changed from 60 feet to 100 feet in commercial zones. 3:16:47",Procedural/Administrative,Positive recommendation 7-0,Pass,pc_recommendation,Positive,approve,keyword,high,80,case_no,high,15,9,1,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
655,154,2,6,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,15,,0,minutes/2020/2020-09-07/2020-09-08_planning-commission.md
656,155,2,1,"Commissioner Quigley – I move for approval of the Consent Agenda consisting of the Minutes for August 11 and September 8, 2020",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,12,0,minutes/2020/2020-11-09/2020-11-10_planning-commission.md
657,155,2,2,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,15,,0,minutes/2020/2020-11-09/2020-11-10_planning-commission.md
658,156,2,1,"Commissioner Quigley - I move for approval of the Consent Agenda consisting of the Minutes for November 10, 2020",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,14,0,minutes/2020/2020-12-07/2020-12-08_planning-commission.md
659,156,2,2,"Commissioner Quigley - I will make a motion to approve File #9S20 to amend the Hacker Subdivision Plat for property at 6511 S. 1300 West; 6499 S. 1300 West; and 6491 S. Cart Path Court, based on the Findings and conditions for approval as stated by Staff",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,81,case_no,high,11,14,0,minutes/2020/2020-12-07/2020-12-08_planning-commission.md
660,156,2,3,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,,0,minutes/2020/2020-12-07/2020-12-08_planning-commission.md
661,157,2,1,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,15,,0,minutes/2021/2021-02-08/2021-02-09_planning-commission.md
662,158,2,1,"Commissioner Wright – I move to approve the Consent Agenda consisting of approval of the Minutes for December 8th, 2020",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,15,0,minutes/2021/2021-03-08/2021-03-09_planning-commission.md
663,158,2,2,"Commissioner Burggraaf - I move that we send a positive recommendation to the City Council for a zoning map amendment from R-1-10 to R-1-8 for properties generally located in the area bounded by the following description: East of Hidden Cove Circle, Hidden Cove Drive, and Meadow View Drive; South of Murray-Taylorsville Blvd; and North and West of the Jordan River as explained in the Staff Report under File 12Z20",Land-Use/Zoning,Positive recommendation 6-1,Pass,pc_recommendation,Positive,approve,keyword,high,82,case_no,high,15,11,1,minutes/2021/2021-03-08/2021-03-09_planning-commission.md
664,158,2,3,Commissioner Wendel – I move that we approve File #1S21 for a twenty-lot subdivision located at 3397 West and 3399 West 4700 South based on the Findings and Requirements as stated in the Staff Report,Land-Use/Zoning,7-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,83,case_no,high,16,12,1,minutes/2021/2021-03-08/2021-03-09_planning-commission.md
665,158,2,4,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,15,,0,minutes/2021/2021-03-08/2021-03-09_planning-commission.md
666,159,2,1,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,,0,minutes/2021/2021-03-22/2021-03-23_planning-commission.md
667,160,2,1,"Commissioner Wendel – I move for approval of the Consent Agenda consisting of the Minutes for February 9th and March 9th, 2021. Planning Commission SECND: Commissioner McElreath",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2021/2021-04-12/2021-04-13_planning-commission.md
668,160,2,2,"Commissioner Wright I move that we approve File #20C21 for SNG Auto Sales, to operate a used car dealership for the property located at 4515 South Redwood Road, based on the Findings and Conditions of Approval as stated in the Staff Report, along with the striking of Item #2 from the Conditions that were included in the original documentation. Commissioner Burggraaf – and amending Conditions of Approval #6 to add the word, “vehicular”. Commissioner Wright – Yes, thank you and amending Item #6 to say “vehicular” access to the rear, (east) of the building is prohibited",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,84,case_no,high,9,16,0,minutes/2021/2021-04-12/2021-04-13_planning-commission.md
669,160,2,3,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,,0,minutes/2021/2021-04-12/2021-04-13_planning-commission.md
670,161,2,1,Commissioner McElreath – I move that we send a negative recommendation to the City Council for File #1G21 to amend the proposed Land Use Map in the General Plan for the property at 1758 West 5400 South (Parcel 21-10-379-034-0000) from “Regional Commercial” to “High-Density Mixed-Use.” Based on the findings outlined in the Staff Report and discussion this evening,Land-Use/Zoning,Negative recommendation — motion failed 3-3,Fail,pc_recommendation,,deny,keyword,high,85,case_no,high,17,14,1,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
671,161,2,2,"Commissioner Quigley – I move that we send a positive recommendation to the City Council for File #2Z21 to amend the Zoning Map for the property at 1633 West 6235 South (Parcel #21-22-202- 065-0000) from Residential (R-1-10) to Professional Office (PO), based on the Findings as outlined by Staff previously",Land-Use/Zoning,Positive recommendation 6-0,Pass,pc_recommendation,Positive,approve,keyword,high,86,case_no,high,11,17,1,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
672,161,2,3,"Commissioner Russell - I move to send a recommendation of approval to the Taylorsville City Council to amend the Taylorsville General Plan for property located at 3815-3879 West 5400 South from Regional Commercial to High Density Mixed Use based on the Findings of Fact stated in the Staff Report for File 4G21. It is further recommended that should the specific project that this amendment is intended to facilitate fail to materialize, that the General Plan designation revert back to Regional Commercial",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,87,case_no,high,12,17,0,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
673,161,2,4,Commissioner Quigley - I move to send a recommendation of approval to the Taylorsville City Council adopting the proposed Site-Specific Development – Mixed Use – West Point zoning designation based on the Findings of Fact stated in the Staff Report for File #6Z21,Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,88,case_no,high,11,14,0,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
674,161,2,5,"Commissioner Wright - I move to send a recommendation of approval to the Taylorsville City Council to rezone the property located at 3815-3879 West 5400 South from Regional Commercial to Site Specific Development – Mixed Use – West Point, based on the Findings of Fact stated in the Staff Report for File #10Z21. It is further recommended that should the specific project that this amendment is intended to facilitate fail to materialize, that the zoning designation revert back to Regional Commercial",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,89,case_no,high,9,11,0,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
675,161,2,6,"Commissioner Quigley – I move that we send a positive recommendation to the City Council for File #4Z21 for an amendment to the Land Development Code related to shared driveways, as specified in Exhibit B based on the Findings outlined in the Staff Report",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,90,case_no,high,11,9,0,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
676,161,2,7,"Commissioner McElreath – I move that we send a positive recommendation to the City Council for File #8Z21 for an amendment to the Land Development Code related to drive-through facilities, as specified in Exhibit A, based on the Findings outlined in the Staff Report",Land-Use/Zoning,Positive recommendation 5-0,Pass,pc_recommendation,Positive,approve,keyword,high,91,case_no,high,17,14,1,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
677,161,2,8,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,12,,0,minutes/2021/2021-04-26/2021-04-27_planning-commission.md
678,162,2,1,"Commissioner Willardson – I move for approval of the Consent Agenda consisting of the Planning Commission Minutes for March 23 and April 13, 2021",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,14,9,0,minutes/2021/2021-05-10/2021-05-11_planning-commission.md
679,162,2,2,"Commissioner Quigley – I would like to make the motion that we move to approve File #2S21 to amendment the Taylorsville Professional Plaza Condominium Plat at 1951 West 4700 South, based on the Findings and Conditions of Approval as stated in the Staff Report with clarification that the applicant will obtain all necessary permits as required by the Building Department. Commissioner Burggraaf – Add. “ and be compliant with the International Building Code”. Commissioner Quigley – Agree, include that",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,92,case_no,high,11,12,0,minutes/2021/2021-05-10/2021-05-11_planning-commission.md
680,162,2,3,By motion the meeting was adjourned.,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,,0,minutes/2021/2021-05-10/2021-05-11_planning-commission.md
681,163,2,1,"Commissioner Quigley – I would like to make a motion to approve the Minutes for May 11, 2021, as presented",Procedural/Administrative,6-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,11,17,0,minutes/2021/2021-05-24/2021-05-25_planning-commission.md
