EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
36848,3106,265,,,,,,,,,,13
36849,3106,265,,,,,,,,,,15
36850,3106,265,,,,,,,,,,17
36851,3106,265,,,,,,,,,,19
36852,3106,265,,,,,,,,,,21
36853,3106,265,,,,,,,,,,23
36854,3106,265,,,,,,,,,,25
36855,3106,265,,,,,,,,,,27
36856,3106,265,,,,,,,,,,29
36993,3106,265,,,,,,,,,,31
36994,3106,265,,,,,,,,,,35
36995,3106,265,,,,,,,,,,37
36996,3106,265,,,,,,,,,,33
36997,3106,265,,,,,,,,,,42
36857,3111,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations allowing the Salt Lake County Council to convene electronic meetings of the Council without a physical anchor location.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Members of the public who visit the Salt Lake County Government Center are subject to social distancing and mask wearing requirements ordered by the Salt Lake County Mayor. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
36859,3111,265,Criminal Justice Services Data and Dashboards Presentation,6320,,Discussion Items,,,,,10,8
36860,3111,265,Division of Behavioral Health Services FY 22 Area Plan,6321,,Discussion Items,Arlyn Bradshaw,Jim Bradley,Pass,approved and forwarded,11,9
36861,3111,265,"Approval of an In-Kind Donation from Operation Warm of 1,000 Athletic Shoes to Salt Lake County Library for Children in the Community",6322,,Consent Item,,,,,16,16
36862,3111,265,Proposed Hire Report 5-5-2021,6324,,Discussion Items,,,,,7,5
36863,3111,265,"Update on Salt Lake County’s Coordinated Response to COVID-19

The Council may take action, including votes, on any necessary legislation matters related to the ongoing State of Emergency.",6325,,Discussion Items,,,,,8,6
36866,3111,265,"SLCo Planning Commission Board Appointments:

Jeff Watkins - District 3
Sara Hiatt - District 5
Ofa Matagi (Alternate) - District 3",6328,,Discussion Items,,,,,14,13
36869,3111,265,Overview of COVID-19 Expenditures and Resources Utilized and County Revenue Update,6331,,Discussion Items,,,,,9,7
36872,3111,265,Statement of Council Chair Steve DeBry Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,6335,,Discussion Items,,,,,4,2
36873,3111,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e2bb02a4bdd2e923e0bcd3162f0e251e8

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format.

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
36874,3111,265,CALL TO ORDER,,,,,,,,3,1
36875,3111,265,CITIZEN PUBLIC INPUT ,,,,,,,,5,3
36876,3111,265,DISCUSSION ITEMS:,,,,,,,,6,4
36886,3111,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Dea Theodore,Pass,that the consent agenda be approved and forwarded to the 4:00 p.m. Council meeting for ratification. ,15,14
36887,3111,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,17,17
36888,3111,265,Internal Business,,,,,,,,18,18
36889,3111,265,APPROVAL OF MINUTES,,,,,,,,19,19
36890,3111,265,"Acceptance of the Council Work Session Minutes for April 27, 2021",6319,,Minutes,Arlyn Bradshaw,Dea Theodore,Pass,approved,20,20
36891,3111,265,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,21,21
36892,3111,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,23,
36893,3111,265,TIME CERTAIN 15:30,,,,,,,,13,12
36894,3111,265,"Webex Event Link for BOE Meeting: 
https://slco.webex.com/slco/onstage/g.php?MTID=ee1a28702e4b991cb4ea0b2383ab8146e",,,,,,,,22,
36973,3111,265,MSD Update on Granite and Sandy Hills Community General Plan,6337,,Discussion Items,,,,,12,11
37109,3111,265,,,,,,,,,,10
37110,3111,265,,,,,,,,,,15
37111,3112,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations allowing the Salt Lake County Council to convene electronic meetings of the Council without a physical anchor location.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Members of the public who visit the Salt Lake County Government Center are subject to social distancing and mask wearing requirements ordered by the Salt Lake County Mayor. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
37123,3112,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e691489a08b901b1b82d13fe4ca41c1dc

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format.

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
37124,3112,265,CALL TO ORDER,,,,,,,,3,1
37125,3112,265,CITIZEN PUBLIC INPUT ,,,,,,,,5,3
37126,3112,265,DISCUSSION ITEMS:,,,,,,,,6,4
37127,3112,265,Approval of an In-Kind Donation from the Natural History Museum of Utah of a Set of Nine Natural History Books to Every County Library,6348,,Consent Item,,,,,17,18
37128,3112,265,Presentation of the Millcreek Woodland Avenue TIF Project Proposal,6354,,Discussion Items,,,,,11,10
37129,3112,265,Approval of Annual SLCo/UPD Interlocal Agreement,6355,,Consent Item,Arlyn Bradshaw,Laurie Stringham,Pass,approved and forwarded,15,15
37130,3112,265,"A Resolution of the Salt Lake County Council Approving a Real Estate Purchase Agreement and the Conveyance of Salt Lake County’s Interest in Certain Real Property by Quit-claim Deed to Hotel 5600, LLC",6356,,Consent Item,,,,,14,14
37131,3112,265,"Update on the Salt Lake County’s Coordinated Response to COVID-19

The Council may take action, including votes, on any necessary legislation matters related to the ongoing State of Emergency",6357,,Discussion Items,,,,,10,9
37132,3112,265,"Closed Strategy Session to Discuss the Purchase, Exchange, or Lease of Real Property",6358,,Discussion Items,,,,,12,11
37133,3112,265,Proposed Hires/Reclassification Report 05/12/2021,6359,,Discussion Items,,,,,7,5
37134,3112,265,A Resolution of the Salt Lake County Council Strongly Encouraging and Supporting Efforts for the Mayor’s Office to Fully Open Recreation and County Facilities,6364,,Discussion Items,Dave Alvord,Laurie Stringham,Pass,approved and forwarded,9,7
37136,3112,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved and forwarded,13,12
37137,3112,265,Appointment of Assessor Chris Stavros as a Member of the Multi-County Appraisal Trust,6362,,Consent Item,,,,,16,17
37138,3112,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,18,19
37139,3112,265,Internal Business,,,,,,,,19,20
37140,3112,265,APPROVAL OF MINUTES,,,,,,,,21,22
37141,3112,265,"Acceptance of Council Work Session Minutes for May 4, 2021",6351,,Minutes,Arlyn Bradshaw,Laurie Stringham,Pass,approved,22,23
37142,3112,265,ADJOURN,,,,,,,,23,25
37143,3112,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,24,
37145,3112,265,Statement of Council Chair Steve DeBry Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,6367,,Discussion Items,,,,,4,2
37148,3112,265,"An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.201 of the Salt Lake County Code of Ordinances, 2001, Entitled “County Ethics Code -  Conflict of Interest” to Require the Annual Disclosure of Clients and Potential Conflicts of Interest by Contractual Representatives of the County",6353,,Discussion Items,,,,,8,6
37231,3112,265,"Notice of Cancellation of the Tuesday, June 1, 2021 Council Work Session",,,,,,,,20,21
