date,year,title,body,body_slug,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Christopher Conabee,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Matthew Nagie,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Makena Hawley,Nay,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Thomas Cooke,Nay,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Megan Recher,Nay,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the County Manager for approval of the proposed Slopeside Village Employment Housing Phase II Final Site Plan according to the findings of fact, conclusions of law, and conditions of approval along with the updated corrections to the report found in the staff report",,Pass,Tyann Mooney,Bruce Carmichael,Matthew Nagie,Abstain,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Tyann Mooney,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Makena Hawley,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Bruce Carmichael,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Christopher Conabee,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Matthew Nagie,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Megan Recher,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the proposed low impact permit at 8845 Silver Creek Road to the Community Development Director pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report with three additional conditions of approval: lights be required to be turned off from sunset to sunrise, a waste plan being submitted to the Community Development Director as part of the permit and the two accessory buildings be removed prior to the building of the greenhouse",,Pass,Matthew Nagie,Tyann Mooney,Thomas Cooke,Nay,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-11-12,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes from June 25, 2024",,Pass,Makena Hawley,Bruce Carmichael,Matthew Nagie,Abstain,land_use/minutes/2024/2024-11-12_snyderville_basin_pc.md
2024-12-05,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Minutes from August 1, 2024",,Pass,Bill Wilde,Clinton Benson,Don Sargent,Abstain,land_use/minutes/2024/2024-12-05_eastern_summit_pc.md
2024-12-05,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes dated August 15, 2024",,Pass,Clinton Benson,Marion Wheaton,Don Sargent,Abstain,land_use/minutes/2024/2024-12-05_eastern_summit_pc.md
2024-12-05,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the Minutes from September 19, 2024",,Pass,David Darcey,Marion Wheaton,Rich Sonntag,Abstain,land_use/minutes/2024/2024-12-05_eastern_summit_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the proposed ADU according to the findings of fact, conclusions of law, and conditions of approval in the staff report",,Fail,Makena Hawley,Matthew Nagie,Makena Hawley,Aye,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the proposed ADU according to the findings of fact, conclusions of law, and conditions of approval in the staff report",,Fail,Makena Hawley,Matthew Nagie,Megan Recher,Aye,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the proposed ADU according to the findings of fact, conclusions of law, and conditions of approval in the staff report",,Fail,Makena Hawley,Matthew Nagie,Tyann Mooney,Nay,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the proposed ADU according to the findings of fact, conclusions of law, and conditions of approval in the staff report",,Fail,Makena Hawley,Matthew Nagie,Thomas Cooke,Nay,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the proposed ADU according to the findings of fact, conclusions of law, and conditions of approval in the staff report",,Fail,Makena Hawley,Matthew Nagie,Matthew Nagie,Nay,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"to forward a positive recommendation to the County Council for the proposed land use definition and change in land used table based on the findings of fact and conclusions of law found in the staff report with the change that the hours of operation, Section B, be omitted, and the use table be amended to make it a conditional use in the CC zone",,Pass,Thomas Cooke,Matthew Nagie,Bruce Carmichael,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,6,"forward a positive recommendation to the Summit County Council per the findings of fact, conclusions of law, in the staff report with the following amendments: under section 10-4-9I-3A4 be changed to say that electric vehicle charging stations shall be level 2, minimum of 40 amp or level 3 type, and that 10-4-9I-3B1 specify level 2, 40 amp minimum or level 3 charging capability; 10-4-9I-3B2 be updated so that each single family attached, single family detached or two family dwelling unit shall provide one electric vehicle ready parking space with level 2, 40 amp charging capability; bicycle parking requirements under 10-4-9J-4B6 specify electric vehicle ready level 1; Chapter 10-8-8, gasoline service stations with or without a convenience store, replace requirement D to note compliance",,Pass,Matthew Nagie,Thomas Cooke,Bruce Carmichael,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,7,"approve minutes dated August 13, 2024",,Pass,Matthew Nagie,Makena Hawley,Tyann Mooney,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,8,"approve minutes dated September 10, 2024",,Pass,Thomas Cooke,Matthew Nagie,Makena Hawley,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,9,"approve minutes dated October 22, 2024",,Pass,Makena Hawley,Matthew Nagie,Thomas Cooke,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2024-12-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,10,"approve minutes dated November 12, 2024",,Pass,Matthew Nagie,Makena Hawley,Thomas Cooke,Abstain,land_use/minutes/2024/2024-12-10_snyderville_basin_pc.md
2025-01-14,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes of December 10, 2024",,Pass,Matthew Nagie,Megan Recher,Bruce Carmichael,Abstain,land_use/minutes/2025/2025-01-14_snyderville_basin_pc.md
2025-01-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the minutes from December 19, 2024",,Pass,David Darcey,Don Sargent,Bill Wilde,Abstain,land_use/minutes/2025/2025-01-16_eastern_summit_pc.md
2025-02-11,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,nominate Commissioner Bruce Carmichael to service as Vice-Chair,,Pass,Page Matthew Nagie,Makena Hawley,Bruce Carmichael,Abstain,land_use/minutes/2025/2025-02-11_snyderville_basin_pc.md
2025-02-11,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes of January 14, 2025",,Pass,Bruce Carmichael,Matthew Nagie,Tyann Mooney,Abstain,land_use/minutes/2025/2025-02-11_snyderville_basin_pc.md
2025-02-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the minutes dated February 6, 2025",,Pass,Rich Sonntag,Marion Wheaton,Clinton Benson,Abstain,land_use/minutes/2025/2025-02-20_eastern_summit_pc.md
2025-03-11,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated February 25, 2025",,Pass,Spencer Young,Tim Jeffrey,Tyann Mooney,Abstain,land_use/minutes/2025/2025-03-11_snyderville_basin_pc.md
2025-03-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed farms at Blue Sky preliminary subdivision, according to the findings of facts, conclusions of law, and conditions of approval, adding the condition requiring them to follow 11-2-2-3-ABC of the Eastern Summit County code",,Pass,Marion Wheaton,Bridget Hayes,David Darcey,Aye,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md
2025-03-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed farms at Blue Sky preliminary subdivision, according to the findings of facts, conclusions of law, and conditions of approval, adding the condition requiring them to follow 11-2-2-3-ABC of the Eastern Summit County code",,Pass,Marion Wheaton,Bridget Hayes,Marion Wheaton,Aye,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md
2025-03-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed farms at Blue Sky preliminary subdivision, according to the findings of facts, conclusions of law, and conditions of approval, adding the condition requiring them to follow 11-2-2-3-ABC of the Eastern Summit County code",,Pass,Marion Wheaton,Bridget Hayes,Bridget Hayes,Aye,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md
2025-03-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed farms at Blue Sky preliminary subdivision, according to the findings of facts, conclusions of law, and conditions of approval, adding the condition requiring them to follow 11-2-2-3-ABC of the Eastern Summit County code",,Pass,Marion Wheaton,Bridget Hayes,Bill Wilde,Nay,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md
2025-03-20,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the minutes from March 6, 2025",,Pass,David Darcey,Bill Wilde,Bridget Hayes,Abstain,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md
2025-03-25,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes from Tuesday, March 11, 2025",,Pass,Makena Hawley,Spencer Young,Heather Peteroy,Abstain,land_use/minutes/2025/2025-03-25_snyderville_basin_pc.md
2025-05-01,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve Minutes dated March 20, 2025",,Pass,Bridget Hayes,Bill Wilde,Alex Peterson,Abstain,land_use/minutes/2025/2025-05-01_eastern_summit_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Tyann Mooney,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Makena Hawley,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Matthew Nagie,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Spencer Young,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Heather Peteroy,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Eric Sagerman,Aye,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Community Development Director for the proposed Low-Impact Permit according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",,Pass,Spencer Young,Makena Hawley,Tim Jeffrey,Nay,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-05-27,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes dated May 13, 2025",,Pass,Makena Hawley,Eric Sagerman,Tyann Mooney,Abstain,land_use/minutes/2025/2025-05-27_snyderville_basin_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the Conditional Use Permit pursuant to the finding of facts and conclusions of law and conditions of approval found in the staff report with the additional condition that the applicant and the planner work with the Storm Water Division to ensure that best practices are being utilized on the site,,Pass,Alex Peterson,David Darcey,Bill Wilde,Aye,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the Conditional Use Permit pursuant to the finding of facts and conclusions of law and conditions of approval found in the staff report with the additional condition that the applicant and the planner work with the Storm Water Division to ensure that best practices are being utilized on the site,,Pass,Alex Peterson,David Darcey,David Darcey,Aye,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the Conditional Use Permit pursuant to the finding of facts and conclusions of law and conditions of approval found in the staff report with the additional condition that the applicant and the planner work with the Storm Water Division to ensure that best practices are being utilized on the site,,Pass,Alex Peterson,David Darcey,Alex Peterson,Aye,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the Conditional Use Permit pursuant to the finding of facts and conclusions of law and conditions of approval found in the staff report with the additional condition that the applicant and the planner work with the Storm Water Division to ensure that best practices are being utilized on the site,,Pass,Alex Peterson,David Darcey,Seth Bowen,Aye,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the Conditional Use Permit pursuant to the finding of facts and conclusions of law and conditions of approval found in the staff report with the additional condition that the applicant and the planner work with the Storm Water Division to ensure that best practices are being utilized on the site,,Pass,Alex Peterson,David Darcey,Bridget Hayes,Nay,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve ESCPC Minutes May 1, 2025",,Pass,Bill Wilde,Alex Peterson,David Darcey,Abstain,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve ESCPC Minutes May 15, 2025",,Pass,David Darcey,Seth Bowen,Alex Peterson,Abstain,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-24,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"make a recommendation to the Community Development Director that the architecture follow the neighborhood this is going into, as opposed to a box look",,Pass,Tim Jeffrey,Makena Hawley,Matthew Nagie,Abstain,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve 6) Approval of Minutes: June 10, 2025",,Pass,Spencer Young,Tim Jeffrey,Makena Hawley,Abstain,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-07-08,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,,Pass,Makena Hawley,Spencer Young,Heather Peteroy,Abstain,land_use/minutes/2025/2025-07-08_snyderville_basin_pc.md
2025-07-17,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve ESCPC Minutes as corrected,,Pass,David Darcey,Bill Wilde,Marion Wheaton,Abstain,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,,Fail,David Darcey,Bridget Hayes,David Darcey,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,,Fail,David Darcey,Bridget Hayes,Bridget Hayes,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,,Fail,David Darcey,Bridget Hayes,Bill Wilde,Nay,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,,Fail,David Darcey,Bridget Hayes,Marion Wheaton,Nay,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,,Fail,David Darcey,Bridget Hayes,Seth Bowen,Nay,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",,Pass,Bill Wilde,David Darcey,Bill Wilde,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",,Pass,Bill Wilde,David Darcey,David Darcey,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",,Pass,Bill Wilde,David Darcey,Marion Wheaton,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",,Pass,Bill Wilde,David Darcey,Bridget Hayes,Aye,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",,Pass,Bill Wilde,David Darcey,Seth Bowen,Nay,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-09-04,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",,Pass,Bille Wilde,Seth Bowen,Alex Peterson,Aye,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",,Pass,Bille Wilde,Seth Bowen,Bille Wilde,Aye,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",,Pass,Bille Wilde,Seth Bowen,Don Sargent,Aye,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",,Pass,Bille Wilde,Seth Bowen,Seth Bowen,Aye,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",,Pass,Bille Wilde,Seth Bowen,David Darcey,Nay,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-10-14,2025,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated September 23, 2025",,Pass,Eric Sagerman,Heather Peteroy,Makena Hawley,Abstain,land_use/minutes/2025/2025-10-14_snyderville_basin_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,,Pass,Bridget Hayes,Bill Wilde,Bill Wilde,Aye,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,,Pass,Bridget Hayes,Bill Wilde,Alex Peterson,Aye,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,,Pass,Bridget Hayes,Bill Wilde,Bridget Hayes,Aye,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,2025,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,,Pass,Bridget Hayes,Bill Wilde,David Darcey,Nay,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
