date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"forward a positive recommendation to the County Council for the amendment to the Canyons SPA Development Agreement with the following findings of fact and conclusions of law as shown in the staff report dated July 14, 2015: Findings of Fact: 1",Pass,,,,DeFord,Harte,false,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the County Manager for the final site plan for a ski maintenance building located in the Canyons, WWD4, with the following findings of fact and conclusions of law in the staff report dated July 14, 2015, with the addition of a condition of approval that the County will review the property a year from Snyderville Basin Planning Commission Regular Meeting July 14, 2015 Page 20 of 38 the issuance of the Certificate of Occupancy to be sure there is adequate screening from Hole 1: Findings of Fact: 1",Pass,,,,DeFord,Peck,false,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,6,"approve the Conditional Use Permit for a transit center located on Lot 6 of the Park City Tech Center Subdivision based on the following Findings of Fact, Conclusions of Law, and Conditions of Approval contained in the staff report dated July 14, 2015: Findings of Fact: 1",,,,,Harte,Lawson,false,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,7,"forward a positive recommendation to the Summit County Council for the proposed amendment to Chapter 10-4- 2 of the Snyderville Basin Development Code regulating the installation of wood burning stoves and appliances with the reinstatement of Burning of Certain Materials with an exception for burning ordinary yard waste with the Fire District’s permission and incorporating the other edits discussed at this meeting based on the following Findings of Fact and Conclusions of Law contained in the staff report dated July 14, 2015: Findings of Fact: 1",Pass,,,,Barnes,Peck,false,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,8,"approve the minutes of the June 9, 2015, Snyderville Basin Planning Commission meeting as written",,,,,Barnes,Peck,true,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,9,"approve the minutes of the July 23, 2015, Snyderville Basin Planning Commission meeting as written",Pass,,,,Barnes,Peck,true,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md
2015-07-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the CUP with the condition of approval as outlined in the Staff Report,Pass,(5-0),5,0,Clyde,Vernon,false,land_use/minutes/2015/2015-07-16_eastern_summit_pc.md
2015-07-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn,Pass,,,,Clyde,,false,land_use/minutes/2015/2015-07-16_eastern_summit_pc.md
2015-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,1,his house substantially back from the highway,,,,,,,false,land_use/minutes/2015/2015-08-06_eastern_summit_pc.md
2015-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the conditional use permit for the Peterson garage with the findings of fact, conclusions of law, and conditions of approval as stated in the Staff Report",Pass,(6-1),6,1,Henrie,Willoughby,true,land_use/minutes/2015/2015-08-06_eastern_summit_pc.md
2015-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,,,,Clyde,,false,land_use/minutes/2015/2015-08-06_eastern_summit_pc.md
2015-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the Conditional Use Permit for an expansion to the Silver Creek Water Reclamation Facility with the following findings of fact, conclusions of law, and conditions of approval as shown in the staff report with the amendment to Condition 2 noted by Staff: Findings of Fact: 1",Pass,,,,Harte,Barnes,false,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md
2015-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the County Council for the proposed amendment to the Canyon Corners Development Agreement with the following findings of fact, conclusions of law, and conditions of approval as shown in the staff report: Findings of Fact: Snyderville Basin Planning Commission Regular Meeting August 11, 2015 Page 13 of 22 1",Pass,,,,Harte,Barnes,false,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md
2015-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"forward a positive recommendation to the County Manager for the Frostwood F6 Final Site Plan and Condo Plat with the following findings of fact, conclusions of law, and conditions of Snyderville Basin Planning Commission Regular Meeting August 11, 2015 Page 18 of 22 approval as outlined in the staff report, including the memorandum from Public Works Director Derrick Radke contained in the staff report: Findings of Fact: 1",,,,,Harte,Klingenstein,false,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md
2015-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes of the July 14, 2015, Snyderville Basin Planning Commission meeting as written",Pass,,,,Barnes,Lawson,true,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md
2015-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the minutes of the July 28, 2015, Snyderville Basin Planning Commission meeting as written",Pass,,,,Barnes,Harte,false,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the minutes as corrected,Pass,,,,Henrie,Wharton,false,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,2,,Pass,(6 - 0),6,0,,,false,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the minutes as corrected,Pass,(6 - 0),6,0,Vernon,Henrie,false,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,4,zone the East Wanship Road AG-1 to the county road boundary,Fail,(3 – 3),3,3,Vernon,Willoughby,true,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,5,the AG-1 be applied to the county road all the way to the freeway in the “triangle piece.” • MOTION DIED for a lack of a second,,,,,,,false,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,6,they apply the AG-1 zone to where the county road ends,Fail,(3 – 3),3,3,Vernon,Willoughby,true,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,7,,Pass,(5-2),5,2,,Willoughby,true,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,8,adjourn,Pass,(6-0),6,0,Clyde,,false,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md
2015-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve a Conditional Use Permit to allow the proposed use of the Home Savings Bank SPA as Office, Moderate, to accommodate the potential tenant of a law office based upon the following Findings of Fact and Conclusions of Law as shown in the staff report: Findings of Fact: 1",Pass,,,,Peck,Barnes,false,land_use/minutes/2015/2015-08-25_snyderville_basin_pc.md
2015-09-03,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the minutes as corrected,Pass,(5 - 0),5,0,Wharton,Vernon,true,land_use/minutes/2015/2015-09-03_eastern_summit_pc.md
2015-09-03,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as corrected,Pass,(6 - 0),6,0,Clyde,Willoughby,false,land_use/minutes/2015/2015-09-03_eastern_summit_pc.md
2015-09-03,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Vernon,,false,land_use/minutes/2015/2015-09-03_eastern_summit_pc.md
2015-09-08,Snyderville Basin Planning Commission,snyderville_basin_pc,1,continue this item to a date uncertain,,,,,DeFord,Peck,false,land_use/minutes/2015/2015-09-08_snyderville_basin_pc.md
2015-09-08,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue this application to a date uncertain,Pass,,,,Peck,Klingenstein,false,land_use/minutes/2015/2015-09-08_snyderville_basin_pc.md
2015-09-08,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"continue the public hearing for amendments to Section 10-8-11: Preservation of Historically Significant Structures to September 22, 2015, with Legal assisting Planning in fine- tuning the amendments as proposed",Pass,,,,Peck,,false,land_use/minutes/2015/2015-09-08_snyderville_basin_pc.md
2015-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,forward a positive recommendation to the Community Development Director with the Findings of Fact and Conclusions of Law as stated in the Staff Report,Pass,(6 – 0),6,0,Clyde,Wharton,false,land_use/minutes/2015/2015-09-17_eastern_summit_pc.md
2015-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the Summit County Council for the proposed amendments to Section 10-8-11: Preservation of Historically Significant Structures in the Snyderville Basin Development Code as shown in the staff report dated September 22, 2015, with the follow findings of fact and conclusions of law contained in the staff report: Findings of Fact: 1",Pass,,,,Klingenstein,Barnes,false,land_use/minutes/2015/2015-09-22_snyderville_basin_pc.md
2015-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the County Manager for the RC 22 Final Subdivision Snyderville Basin Planning Commission Regular Meeting September 22, 2015 Page 5 of 13 Plat, Canyons Resort Village, with the following findings of fact, conclusions of law, and conditions of approval shown in the staff report dated September 22, 2015, as amended: Findings of Fact: 1",,,,,Klingenstein,Lawson,false,land_use/minutes/2015/2015-09-22_snyderville_basin_pc.md
2015-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"forward a positive recommendation to the County Manager for the RC 25 Final Subdivision Plat, Canyons Resort Village, with the following findings of fact, conclusions of law, and Snyderville Basin Planning Commission Regular Meeting September 22, 2015 Page 7 of 13 conditions of approval shown in the staff report dated September 22, 2015, as amended: Findings of Fact: 1",,,,,Barnes,DeFord,false,land_use/minutes/2015/2015-09-22_snyderville_basin_pc.md
2015-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes of the August 25, 2015, Snyderville Basin Planning Commission meeting as written",Pass,,,,Barnes,DeFord,false,land_use/minutes/2015/2015-09-22_snyderville_basin_pc.md
2015-10-13,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the Conditional Use Permit for a commercial horse stable and riding academy at 7905 Long Rifle Road based on the following findings of fact, conclusions of law, and conditions of approval found in the staff report dated October 13, 2015: Findings of Fact: 1",,,,,Peck,Lawson,false,land_use/minutes/2015/2015-10-13_snyderville_basin_pc.md
2015-10-13,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes of the August 11, 2015, Snyderville Basin Planning Commission meeting as written",Pass,,,,Barnes,Lawson,true,land_use/minutes/2015/2015-10-13_snyderville_basin_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,1,"have the minimum lot size in the AG-6, AG-20, AG-40, and the AG-80 as 1 acre",Pass,(5-2),5,2,Wharton,Hanson,true,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,2,"on any property with a legal description owned by one person that encompasses a footprint in one or more zones, the density derived from those zones may be situated anywhere within that property boundary",,,,,Wharton,,false,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,3,a lot or parcel with one owner and with two or more zones that has density located in the AG-1 or AG-6 zones may move the density to another zone that is located on the property,Pass,(4-3),4,3,,Vernon,true,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,4,Weber Canyon from Park City,,,,,,,false,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,5,continue the public hearing until November 5th at the South Summit Middle School,Pass,(7-0),7,0,Hanson,Henrie,false,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,6,"Approval of Minutes July 16, 2015: A motion was made by Commissioner Clyde, which was seconded by Commissioner Henrie, to approve the minutes as corrected",Pass,(5-0),5,0,,Henrie,true,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,7,"August 20, 2015: A motion was made by Commissioner Wharton, which was seconded by Commissioner Willoughby, to approve the minutes as corrected",Pass,(6-0),6,0,,,true,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,8,"September 3, 2015: A motion was made by Commissioner Hanson, which was seconded by Commissioner Clyde, to approve the minutes as corrected",Pass,(6-0),6,0,,,true,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,9,adjourn,Pass,(7-0),7,0,Wharton,Willoughby,false,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the CUP for the barn as outlined in the Staff Report and with the following conditions of approval: 1,Pass,(7-0),7,0,Hanson,Willoughby,false,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,Peoa for the rural nature,,,,,,,false,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,here for the rural nature,,,,,,,false,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,continue the public hearing to November 19th in Coalville,Pass,(7-0),7,0,Hanson,Vernon,false,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the minutes as written,Pass,(6 - 0),6,0,Wharton,Henrie,true,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md
