ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,case_no
24-06,2024-02-20,2024-02-20,AN ORDINANCE AMENDING SECTION 7-6-301 AND ENACTING SECTION 7-7-104.5 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ENACT REGULATIONS CONCERNING BLOOD PLASMA CENTERS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3405,2026-07-06,text,pdf-pdftotext,raw/Ord-24-06-ADID3405.pdf,0,,2024-02-20,3,high,
24-07,2024-02-20,2024-02-20,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 2256 AND 2260 SOUTH 5700 WEST FROM LI (LIGHT INDUSTRIAL) TO M (MANUFACTURING),https://www.wvc-ut.gov/Archive.aspx?ADID=3406,2026-07-06,text,pdf-pdftotext,raw/Ord-24-07-ADID3406.pdf,1,,2024-02-20,4,high,Z-2-2023
24-08,2024-02-20,2024-02-20,AN ORDINANCE AMENDING SECTION 16-6-105 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN REQUIREMENTS CONCERNING FIRE ACCESS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3407,2026-07-06,text,pdf-pdftotext,raw/Ord-24-08-ADID3407.pdf,1,,2024-02-20,6,high,Z-2-2023
24-09,2024-03-19,2024-03-19,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 4113 S RUSHFORD COURT FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000 SQUARE FEET) TO R-1-7 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 7,000 SQUARE FEET)",https://www.wvc-ut.gov/Archive.aspx?ADID=3408,2026-07-06,text,pdf-pdftotext,raw/Ord-24-09-ADID3408.pdf,1,,2024-03-19,2,high,Z-2-2024
24-10,2024-04-02,2024-04-02,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 2272 AND 2296 SOUTH 5600 WEST FROM LI (LIGHT INDUSTRIAL) TO M (MANUFACTURING),https://www.wvc-ut.gov/Archive.aspx?ADID=3409,2026-07-06,text,pdf-pdftotext,raw/Ord-24-10-ADID3409.pdf,1,,2024-04-02,2,high,Z-1-2024
24-11,2024-04-02,2024-04-02,AN ORDINANCE AMENDING SECTION 1-2-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PARKS AND RECREATION FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3410,2026-07-06,text,pdf-pdftotext,raw/Ord-24-11-ADID3410.pdf,0,,2024-04-02,9,high,
24-12,2024-03-26,2024-03-26,,west_valley_city_council/meeting_minutes/minutes/2024/2024-03-25/2024-03-26_council-regular-meeting.md,2026-07-06,na,minutes-derived-consent,,0,,2024-03-26,3,within_source,
24-13,2024-04-02,2024-04-02,AN ORDINANCE AMENDING SECTIONS 7-9-104 AND 7-9- 105 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ADD OR CHANGE PARKING REQUIREMENTS FOR SEVERAL LAND USES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3411,2026-07-06,text,pdf-pdftotext,raw/Ord-24-13-ADID3411.pdf,1,,2024-04-02,4,high,
24-14,2024-04-02,2024-04-02,"AN ORDINANCE AMENDING SECTIONS 7-1-109, 7-2-117, 7- 10-103, 7-13-517, 7-14-102, AND 18-4-104 TO INCREASE THE CONSTRUCTION THRESHOLD THAT TRIGGERS CERTAIN IMPROVEMENTS AND TO ALLOW THE OPTION OF PAYMENT IN LIEU OF INSTALLATION OF OFF-SITE IMPROVEMENTS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3412,2026-07-06,text,pdf-pdftotext,raw/Ord-24-14-ADID3412.pdf,0,,2024-04-02,5,high,
24-15,2024-04-02,2024-04-02,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2023 AND ENDING JUNE 30, 2024 TO REFLECT CHANGES IN THE BUDGET FROM INCREASED REVENUES AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3413,2026-07-06,text,pdf-pdftotext,raw/Ord-24-15-ADID3413.pdf,0,,2024-04-02,6,high,
24-16,2024-05-07,2024-05-07,"AN ORDINANCE AMENDING SECTION 11-5-106 OF THE SIGN ORDINANCE TO PROHIBIT BILLBOARDS IN THE DECKER LAKE STATION OVERLAY ZONE, JORDAN RIVER OVERLAY ZONE, BANGERTER HIGHWAY OVERLAY ZONE, AND 5600 WEST OVERLAY ZONE.",https://www.wvc-ut.gov/Archive.aspx?ADID=3414,2026-07-06,text,pdf-pdftotext,raw/Ord-24-16-ADID3414.pdf,1,,2024-05-07,3,high,
24-17,2024-05-14,2024-05-14,"AN ORDINANCE AMENDING SECTIONS 7-1-103, 7-2-114, 7- 2-116, 7-2-118, 7-6-213, 7-6-303, 7-6-404, 7-6-406, 7-6-408, 7-6- 409, 7-6-410, 7-7-111, 7-7-119, 7-7-302, 7-9-112, 7-11-209, 7-11- 302, 7-11-307, 7-11-308, 7-11-316, 7-11-404, 7-11-405, 7-13-705, 7-13-712, 7-14-102, AND 7-14-403 OF THE ZONING ORDINANCE TO DEFINE THE TERM MASONRY WALL, REQUIRE A CERTAIN TYPE OF MASONRY WALL FOR DOUBLE FRONTAGE LO",https://www.wvc-ut.gov/Archive.aspx?ADID=3415,2026-07-06,text,pdf-pdftotext,raw/Ord-24-17-ADID3415.pdf,1,,2024-05-14,2,high,
24-18,2024-05-14,2024-05-14,ORDINANCE 24-18: ADOPT AN AMENDMENT TO THE SOUTHWEST ECONOMIC DEVELOPMENT AREA PROJECT AREA PLAN TO REMOVE A PARCEL,https://www.wvc-ut.gov/Archive.aspx?ADID=3416,2026-07-06,text,pdf-pdftotext,raw/Ord-24-18-ADID3416.pdf,0,,2024-05-14,8,high,
24-19,2024-05-28,2024-05-28,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 3575 SOUTH 5200 WEST FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO R-1-10 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 10,000 SQUARE FEET)",https://www.wvc-ut.gov/Archive.aspx?ADID=3417,2026-07-06,text,pdf-pdftotext,raw/Ord-24-19-ADID3417.pdf,1,,2024-05-28,2,high,Z-3-2024
24-20,2024-08-27,2024-08-27,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM LARGE LOT RESIDENTIAL TO LIGHT MANUFACTURING FOR PROPERTY LOCATED AT 4053 SOUTH 7200 WEST ON 2.96 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3418,2026-07-06,text,pdf-pdftotext,raw/Ord-24-20-ADID3418.pdf,1,,2024-08-27,2,high,GPZ-1-2024
24-21,2024-08-27,2024-08-27,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 4053 SOUTH 7200 WEST ON 2.96 ACRES FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO M (MANUFACTURING)",https://www.wvc-ut.gov/Archive.aspx?ADID=3419,2026-07-06,text,pdf-pdftotext,raw/Ord-24-21-ADID3419.pdf,1,,2024-08-27,3,high,GPZ-1-2024
24-22,2024-06-04,2024-06-04,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM LARGE LOT RESIDENTIAL TO LIGHT MANUFACTURING FOR PROPERTY LOCATED AT 4063 SOUTH 7200 WEST ON 2.0 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3420,2026-07-06,text,pdf-pdftotext,raw/Ord-24-22-ADID3420.pdf,1,,2024-06-04,6,high,GPZ-2-2024
24-23,2024-06-04,2024-06-04,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 4063 SOUTH 7200 WEST ON 2.0 ACRES FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO M (MANUFACTURING)",https://www.wvc-ut.gov/Archive.aspx?ADID=3421,2026-07-06,text,pdf-pdftotext,raw/Ord-24-23-ADID3421.pdf,1,,2024-06-04,7,high,GPZ-2-2024
24-24,2024-06-04,2024-06-04,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2023 AND ENDING JUNE 30, 2024 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3422,2026-07-06,text,pdf-pdftotext,raw/Ord-24-24-ADID3422.pdf,0,,2024-06-04,8,high,
24-25,2024-06-04,2024-06-04,AN ORDINANCE AMENDING SECTION 2-1-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN REQUIREMENTS CONCERNING COUNCIL MEETINGS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3423,2026-07-06,text,pdf-pdftotext,raw/Ord-24-25-ADID3423.pdf,0,,2024-06-04,9,high,
24-26,2024-06-18,2024-06-18,AN ORDINANCE AMENDING SECTION 11-5-104 OF THE SIGN ORDINANCE TO ALLOW MONUMENT SIGNS FOR CERTAIN RESIDENTIAL DEVELOPMENTS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3424,2026-07-06,text,pdf-pdftotext,raw/Ord-24-26-ADID3424.pdf,0,,2024-06-18,2,high,
24-28,2024-07-16,2024-07-16,"AN ORDINANCE AMENDING SECTION 7-5-101 OF THE ZONING ORDINANCE TO ALLOW ZONE CHANGE APPLICATIONS TO THE R-1-7, R-1-8, R-1-10, AND R-1-12 ZONES FOR PROPERTIES THAT MEET CERTAIN CONDITIONS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3425,2026-07-06,text,pdf-pdftotext,raw/Ord-24-28-ADID3425.pdf,1,,2024-07-16,2,high,Z-4-2024
24-29,2024-07-16,2024-07-16,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 4342 SOUTH 4000 WEST FROM R-4 (FOUR UNIT DWELLING RESIDENTIAL) TO R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000 SQUARE FEET)",https://www.wvc-ut.gov/Archive.aspx?ADID=3478,2026-07-06,text,pdf-pdftotext,raw/Ord-24-29-ADID3478.pdf,1,,2024-07-16,3,high,Z-4-2024
24-30,2024-07-23,2024-07-23,"AN ORDINANCE AMENDING SECTIONS 11-2-109, 11-4-110, AND 11-5-103 OF THE SIGN ORDINANCE TO REMOVE THE REGULATION EXEMPTION FOR NON- COMMERICAL BANNER SIGNS, TO PROHIBIT SIGNS CONTAINING CONTENT WHICH IS NOT PROTECTED BY THE U.S. CONSTITUTION OR THE UTAH CONSTITUTION AND MODIFY SEVERAL STANDARDS FOR TEMPORARY ON-PREMISES SIGNS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3479,2026-07-06,text,pdf-pdftotext,raw/Ord-24-30-ADID3479.pdf,0,,2024-07-23,2,high,
24-31,2024-07-23,2024-07-23,AN ORDINANCE ENACTING SECTION 2-1-114 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ENACT CERTAIN REQUIREMENTS CONCERNING THE CONSENT AGENDA.,https://www.wvc-ut.gov/Archive.aspx?ADID=3480,2026-07-06,text,pdf-pdftotext,raw/Ord-24-31-ADID3480.pdf,0,,2024-07-23,3,high,
24-34,2024-09-03,2024-09-03,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5529 WEST 4100 SOUTH FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO C-1 (NEIGHBORHOOD COMMERCIAL).",https://www.wvc-ut.gov/Archive.aspx?ADID=3481,2026-07-06,text,pdf-pdftotext,raw/Ord-24-34-ADID3481.pdf,1,,2024-09-03,2,high,Z-5-2024
24-35,2024-09-03,2024-09-03,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5718 WEST 3500 SOUTH FROM LI (LIGHT INDUSTRIAL) TO C-3 (TRANSITIONAL COMMERCIAL).,https://www.wvc-ut.gov/Archive.aspx?ADID=3482,2026-07-06,text,pdf-pdftotext,raw/Ord-24-35-ADID3482.pdf,1,,2024-09-03,3,high,Z-6-2024
24-36,2024-09-10,2024-09-10,AN ORDINANCE AMENDING SECTIONS 7-6-302 AND 7-6- 306 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND REGULATIONS CONCERNING PROPERTY ELIGIBLE FOR C-3 ZONING.,https://www.wvc-ut.gov/Archive.aspx?ADID=3483,2026-07-06,text,pdf-pdftotext,raw/Ord-24-36-ADID3483.pdf,1,,2024-09-10,2,high,
24-37,2024-09-10,2024-09-10,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 3076 SOUTH DECKER LAKE DRIVE FROM M WITH THE DECKER LAKE STATION OVERLAY ZONE TO C-3 WITHOUT THE DECKER LAKE STATION OVERLAY ZONE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3484,2026-07-06,text,pdf-pdftotext,raw/Ord-24-37-ADID3484.pdf,1,,2024-09-10,3,high,Z-7-2024
24-38,2024-09-17,2024-09-17,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM GENERAL COMMERCIAL TO MEDIUM DENSITY RESIDENTIAL (7 TO 12 UNITS/ACRE) FOR PROPERTY LOCATED AT 3688 SOUTH REDWOOD ROAD ON 26.26 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3485,2026-07-06,text,pdf-pdftotext,raw/Ord-24-38-ADID3485.pdf,1,,2024-09-17,2,high,GPZ-4-2024
24-39,2024-09-17,2024-09-17,AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 3688 SOUTH REDWOOD ROAD FROM ZONE C-2 (GENERAL COMMERCIAL) TO RM (MULTIPLE UNIT DWELLING RESIDENTIAL),https://www.wvc-ut.gov/Archive.aspx?ADID=3486,2026-07-06,text,pdf-pdftotext,raw/Ord-24-39-ADID3486.pdf,1,,2024-09-17,3,high,GPZ-4-2024
24-40,2024-09-24,2024-09-24,"AN ORDINANCE AMENDING SECTIONS 3-11-103, 3-11-105, AND 3-11-106 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN PROVISIONS GOVERNING THE EMPLOYEE DISCIPLINE HEARING OFFICER.",https://www.wvc-ut.gov/Archive.aspx?ADID=3487,2026-07-06,text,pdf-pdftotext,raw/Ord-24-40-ADID3487.pdf,0,,2024-09-24,2,high,
24-41,2024-10-08,2024-10-08,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2024 AND ENDING JUNE 30, 2025 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3488,2026-07-06,text,pdf-pdftotext,raw/Ord-24-41-ADID3488.pdf,0,,2024-10-08,2,high,
24-42,2024-12-10,2024-12-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-5-2024, FILED BY GROW DEVELOPMENT, REQUESTING A GENERAL PLAN ZONE CHANGE FROM LARGE LOT RESIDENTIAL (2-3 UNITS/ACRE) AND LOW DENSITY RESIDENTIAL (3-4 UNITS ACRE) TO SMALL LOT RESIDENTIAL (4-7 UNITS/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT",west_valley_city_council/meeting_minutes/minutes/2024/2024-12-09/2024-12-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2024-12-10,2,within_source,GPZ-5-2024
24-43,2024-12-10,2024-12-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-5-2024, FILED BY GROW DEVELOPMENT, REQUESTING A GENERAL PLAN ZONE CHANGE FROM LARGE LOT RESIDENTIAL (2-3 UNITS/ACRE) AND LOW DENSITY RESIDENTIAL (3-4 UNITS ACRE) TO SMALL LOT RESIDENTIAL (4-7 UNITS/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT",west_valley_city_council/meeting_minutes/minutes/2024/2024-12-09/2024-12-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2024-12-10,3,within_source,GPZ-5-2024
24-44,2024-11-12,2024-11-12,"AN ORDINANCE AMENDING SECTION 7-6-301 TO ALLOW TATTOO ESTABLISHMENTS AS A PERMITTED USE IN THE BRP, MXD, CC, C-1, C-2, C-3, AND LI ZONES AND TO REMOVE THE PROHIBITION ON TATTOO ESTABLISHMENTS IN ALL OVERLAY ZONES.",https://www.wvc-ut.gov/Archive.aspx?ADID=3489,2026-07-06,text,pdf-pdftotext,raw/Ord-24-44-ADID3489.pdf,1,,2024-11-12,2,high,
24-45,2024-11-26,2024-11-26,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM MEDIUM DENSITY RESIDENTIAL AND LARGE LOT RESIDENTIAL TO LIGHT MANUFACTURING FOR PROPERTY LOCATED AT 5892 AND 5998 W PARKWAY BLVD. ON 37.53 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3490,2026-07-06,text,pdf-pdftotext,raw/Ord-24-45-ADID3490.pdf,1,,2024-11-26,2,high,GPZ-7-2024
24-46,2024-11-26,2024-11-26,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5892 AND 5998 W PARKWAY BOULEVARD ON 37.53 ACRES FROM A-1 (AGRICULTURAL, MINIMUM LOT SIZE 1 ACRE) AND A (AGRICULTURAL, MINIMUM LOT SIZE ½ ACRE) TO M (MANUFACTURING)",https://www.wvc-ut.gov/Archive.aspx?ADID=3491,2026-07-06,text,pdf-pdftotext,raw/Ord-24-46-ADID3491.pdf,1,,2024-11-26,3,high,GPZ-7-2024
24-47,2024-11-26,2024-11-26,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-10-2024, FILED BY WEST VALLEY CITY, REQUESTING A ZONE TEXT CHANGE TO AMEND SECTIONS 7-6-301, ADD SECTIONS 7-10-400P THROUGH 7-10-402, AND REMOVE SECTIONS 7-14-100P THROUGH 7-",https://www.wvc-ut.gov/Archive.aspx?ADID=3492,2026-07-06,text,pdf-pdftotext,raw/Ord-24-47-ADID3492.pdf,1,,2024-11-26,5,high,Z-8-2024
24-48,2024-11-26,2024-11-26,"AN ORDINANCE AMENDING THE ZONING MAP TO REMOVE THE DECKER LAKE STATION OVERLAY ZONE AND CHANGE THE ZONING FROM M (MANUFACTURING) TO C-2 (GENERAL COMMERCIAL) FOR PROPERTY LOCATED AT 3022, 3038, AND 3074 SOUTH DECKER LAKE DRIVE AND AT 2964 SOUTH TUNDRA LANE AND REMOVE THE DECKER LAKE STATION OVERLAY ZONE FROM THE PROPERTY AT 2212 WEST 3100 SOUTH.",https://www.wvc-ut.gov/Archive.aspx?ADID=3493,2026-07-06,text,pdf-pdftotext,raw/Ord-24-48-ADID3493.pdf,1,,2024-11-26,6,high,Z-8-2024
24-49,2024-11-26,2024-11-26,AN ORDINANCE AMENDING SECTION 1-2-107 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN PARKS AND RECREATION FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3494,2026-07-06,text,pdf-pdftotext,raw/Ord-24-49-ADID3494.pdf,1,,2024-11-26,7,high,Z-8-2024
24-50,2025-01-14,2025-01-14,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2024-2025 BUDGET,west_valley_city_council/meeting_minutes/minutes/2025/2025-01-13/2025-01-14_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2025-01-14,2,within_source,
24-57,2024-07-02,2024-07-02,,west_valley_city_council/meeting_minutes/minutes/2024/2024-07-01/2024-07-02_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2024-07-02,2,within_source,
25-01,2025-02-11,2025-02-11,AN ORDINANCE APPROVING THE VACATION FOR ALL OF CLIFFORD STREET LOCATED AT 5660 WEST 2300 SOUTH IN WEST VALLEY CITY UTAH.,https://www.wvc-ut.gov/Archive.aspx?ADID=3426,2026-07-06,text,pdf-pdftotext,raw/Ord-25-01-ADID3426.pdf,1,,2025-02-11,2,high,
25-02,2025-02-25,2025-02-25,AN ORDINANCE AMENDING SECTION 1-2-105 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN FIRE DEPARTMENT FEES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3427,2026-07-06,text,pdf-pdftotext,raw/Ord-25-02-ADID3427.pdf,0,,,,none,
25-03,2025-04-08,2025-04-08,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2024 AND ENDING JUNE 30, 2025 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3428,2026-07-06,text,pdf-pdftotext,raw/Ord-25-03-ADID3428.pdf,0,,2025-04-08,2,high,
25-04,2025-04-08,2025-04-08,AN ORDINANCE AMENDING SECTION 16-5-101 OF THE WEST VALLEY CITY MUNICIPAL CODE TO ADOPT THE 2023 EDITION OF THE NATIONAL ELECTRICAL CODE.,https://www.wvc-ut.gov/Archive.aspx?ADID=3429,2026-07-06,text,pdf-pdftotext,raw/Ord-25-04-ADID3429.pdf,0,,,,none,
25-05,2025-04-08,2025-04-08,AN ORDINANCE AMENDING SECTIONS 22-2-202 AND 22- 2-203 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN REQUIREMENTS CONCERNING PARKING APPEALS AND PENALTIES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3430,2026-07-06,text,pdf-pdftotext,raw/Ord-25-05-ADID3430.pdf,0,,2025-04-08,3,high,
25-06,2025-05-13,2025-05-13,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM GENERAL COMMERCIAL AND LOW DENSITY RESIDENTIAL (3 TO 4 UNITS/ACRE) TO MEDIUM DENSITY RESIDENTIAL (7 TO 12 UNITS/ACRE) FOR PROPERTY LOCATED AT 3201 SOUTH REDWOOD ROAD ON 2.63 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3431,2026-07-06,text,pdf-pdftotext,raw/Ord-25-06-ADID3431.pdf,1,,2025-05-13,2,high,GPZ-1-2025
25-07,2025-05-13,2025-05-13,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 3201 SOUTH REDWOOD ROAD ON 2.63 ACRES FROM C-2 (GENERAL COMMERCIAL) AND R-1-12 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 12,000 SQUARE FEET) TO RM (MULTIPLE UNIT DWELLING RESIDENTIAL).",https://www.wvc-ut.gov/Archive.aspx?ADID=3432,2026-07-06,text,pdf-pdftotext,raw/Ord-25-07-ADID3432.pdf,1,,2025-05-13,3,high,GPZ-1-2025
25-08,2025-05-27,2025-05-27,AN ORDINANCE AMENDING SUBSECTION 7-10-103(2) OF THE ZONING ORDINANCE TO PROVIDE LANDSCAPE ALTERNATIVES IN ADDITION TO LAWN AND ARTIFICIAL TURF.,https://www.wvc-ut.gov/Archive.aspx?ADID=3433,2026-07-06,text,pdf-pdftotext,raw/Ord-25-08-ADID3433.pdf,1,,2025-05-27,2,high,
25-09,2025-05-27,2025-05-27,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM COMMERCIAL/LIGHT MANUFACTURING TO MEDIUM DENSITY RESIDENTIAL FOR PROPERTY LOCATED AT 2996 SOUTH REDWOOD ROAD ON 2.48 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3434,2026-07-06,text,pdf-pdftotext,raw/Ord-25-09-ADID3434.pdf,1,,2025-05-27,3,high,GPZ-8-2024
25-10,2025-05-27,2025-05-27,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 2996 SOUTH REDWOOD ROAD ON 2.48 ACRES FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) TO RM (MULTIPLE UNIT DWELLING RESIDENTIAL).",https://www.wvc-ut.gov/Archive.aspx?ADID=3435,2026-07-06,text,pdf-pdftotext,raw/Ord-25-10-ADID3435.pdf,1,,2025-05-27,5,high,GPZ-8-2024
25-11,2025-06-10,2025-06-10,"AN ORDINANCE AMENDING THE BUDGET OF WEST VALLEY CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2024 AND ENDING JUNE 30, 2025 TO REFLECT CHANGES IN THE BUDGET AND AUTHORIZE THE DISBURSEMENT OF FUNDS.",https://www.wvc-ut.gov/Archive.aspx?ADID=3436,2026-07-06,text,pdf-pdftotext,raw/Ord-25-11-ADID3436.pdf,0,,2025-06-10,2,high,
25-12,2025-06-10,2025-06-10,AN ORDINANCE ADOPTING THE 2025 MODERATE INCOME HOUSING PLAN AS PART OF THE WEST VALLEY CITY GENERAL PLAN.,https://www.wvc-ut.gov/Archive.aspx?ADID=3437,2026-07-06,text,pdf-pdftotext,raw/Ord-25-12-ADID3437.pdf,1,,2025-06-10,3,high,
25-13,2025-06-10,2025-06-10,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) AND GENERAL COMMERCIAL TO LOW DENSITY RESIDENTIAL (3 TO 4 UNITS/ACRE) FOR PROPERTY LOCATED AT 5990 W 3500 S ON 3.4 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3455,2026-07-06,text,pdf-pdftotext,raw/Ord-25-13-ADID3455.pdf,1,,2025-06-10,4,high,GPZ-3-2025
25-14,2025-06-10,2025-06-10,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 5990 W 3500 S ON 1.93 ACRES FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000 SQUARE FEET)",https://www.wvc-ut.gov/Archive.aspx?ADID=3456,2026-07-06,text,pdf-pdftotext,raw/Ord-25-14-ADID3456.pdf,1,,2025-06-10,5,high,GPZ-3-2025
25-15,2025-06-24,2025-06-24,AN ORDINANCE AMENDING THE WEST VALLEY CITY GENERAL PLAN TO UPDATE THE CITY’S MAJOR STREET PLAN.,https://www.wvc-ut.gov/Archive.aspx?ADID=3457,2026-07-06,text,pdf-pdftotext,raw/Ord-25-15-ADID3457.pdf,1,,2025-06-24,2,high,
