ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,n_motion_events,independent_source,minutes_source,linkage_note
2020-57,2020-12-01,2020-12-01,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of $66,235,425 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of$66,235,425 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2020-12-01,6,within_source,1,,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,
2020-58,2020-12-15,2020-12-15,An ordinance of Ogden City ainending the FY 2021-2025 Capital Improvement Plan (CIP) by adding project AR012 for demolition of old conh·ol tower cabin tenninal building; and providing that this ordinance shall become effective immediately upon posting after final passage.,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2020-12-15,6,within_source,1,,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,
2020-59,2020-12-15,2020-12-15,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of$520,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $520,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2020-12-15,7,within_source,1,,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,
2020-60,2020-12-01,2020-12-01,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 15-2-13 .L to review the definitions pertaining to residential daycare; amending Subsection 15-12-3.A to amend requirements for residential daycare; amending Sections 15-13-12 and 15-16-2 to revise provisions regarding residential daycare; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2020-12-01,7,within_source,1,,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,
2020-61,2020-12-01,2020-12-01,"An ordinance of Ogden City, Utah, amending Section 3-3 0-4 of the Ogden Municipal Code to extend the sunset provision for the Citizen Advisory Committee to November 30, 2025; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2020-12-01,1,within_source,1,,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting-2.md,
2020-62,2020-12-15,2020-12-15,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Sections 15-2-16 and 15-33-3 to amend the definition of open space and amend other provisions pertaining to open space; amending subsections 15-17-4.F, 15-18-4.F, 15-19-4.F, 15-34-3.B, and 15-36-4.F to revise provisions pertaining to open space and landscaping; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2020-12-15,9,within_source,1,,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_city-council-meeting-2.md,
2020-63,2021-01-05,2021-01-05,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of$2,020,400 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $2,020,400 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-05,12,within_source,1,,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,
2020-64,2021-01-05,2021-01-05,Proposed Ordinance 2020-64 to amend the golf cart fees for El Monte and Mount Ogden Golf Courses,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-05,15,within_source,1,,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,
2021-01,2021-01-05,2021-01-05,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Sections 5-3A-1, 5-3C- 8, 15-2-13, and 15-34-12 to revise provisions regarding drinking establishments in the CBDI Zone; and by providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,4-3 Pass,2021-01-05,16,within_source,1,,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,
2021-02,2021-01-19,2021-01-19,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of$5,723,550 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of$5,723,550 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-19,9,within_source,1,,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,
2021-03,2021-01-19,2021-01-19,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of$3,000,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of$3,000,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal ) passage.",meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-19,6,within_source,1,,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,
2021-05,2021-01-19,2021-01-19,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Chapter 1B of Title 4 to revise provisions regarding the Capital Improvement Plan; amending Subsection H of Section 4-3A-7 to amend provisions regarding proceeds from DDOU; and by providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-19,10,within_source,1,,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,
2021-06,2021-01-19,2021-01-19,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsections 3-2-l.B and 3-2-l.C to review regulations and requirements regarding committees; and by providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2021-01-19,11,within_source,1,,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting-2.md,
2021-07,2021-02-02,2021-02-02,"An ordinance of Ogden City, Utah providing for the armexation to Ogden City of approximately .1 0 acres of land contiguous the corporate limits of said City; which land annexed is generally located at 4753 Glasmann Way; declaring the armexation thereof and extension of the corporate limits of said City accordingly; and classifying said land for zoning as single-family residential zone (R-1-8); and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-02-01/2021-02-02_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2021-02-02,7,within_source,1,,meeting_minutes/minutes/2021/2021-02-01/2021-02-02_city-council-meeting-2.md,
2021-08,2021-02-09,2021-02-09,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of $4,250,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of$4,250,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-02-08/2021-02-09_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,5-0 Pass,2021-02-09,2,within_source,1,,meeting_minutes/minutes/2021/2021-02-08/2021-02-09_city-council-special-meeting.md,
2021-10,2021-04-06,2021-04-06,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 4-6-l.B.18, 4-1-6.B.19, and 4-6-l.B.20 to address changes to utility fees; amending Section 9-1-1, 9-1-4, and Section 9-1- 11 and Subsections 9-1-6.B, 9-1-6.G to revise water utility rate and fee provisions; and by providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting-2.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,Recorded,2021-04-06,6,within_source,1,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting-2.md,
2021-11,2021-03-16,2021-03-16,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2020 to June 30, 2021 by increasing the anticipated revenues for a gross increase of$6,000,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $6,000,000 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,4-0 Pass,2021-03-16,5,within_source,1,,meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md,
2021-12,2021-03-16,2021-03-16,"An ordinance of Ogden City amending the Fiscal Year 2021-2025 Capital Improvement Plan by amending project AR091 for road connections, taxiways, and all types of utility needs for airport expansion at the Ogden Hinckley Airport; and providing that this ordinance shall become effective immediately upon posting after fmal passage.",meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,5-0 Pass,2021-03-16,4,within_source,1,,meeting_minutes/minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md,
