year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,CYNDI SHARKEY,163,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,MARCI HOUSEMAN,169,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,JIM EDWARDS,131,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,DEA THEODORE,111,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,CYNDI SHARKEY,155,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,MARCI HOUSEMAN,141,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,JIM EDWARDS,100,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,DEA THEODORE,85,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,CYNDI SHARKEY,153,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,MARCI HOUSEMAN,166,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,JIM EDWARDS,96,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,DEA THEODORE,89,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,CYNDI SHARKEY,193,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,MARCI HOUSEMAN,161,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,JIM EDWARDS,140,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,DEA THEODORE,105,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,CYNDI SHARKEY,177,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,MARCI HOUSEMAN,141,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,JIM EDWARDS,73,False,
2019,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,DEA THEODORE,78,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN001,ALISON STROUD,126,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN001,MAREN BARKER,74,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN002,ALISON STROUD,18,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN002,MAREN BARKER,51,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN010,ALISON STROUD,19,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN010,MAREN BARKER,56,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN011,ALISON STROUD,217,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN011,MAREN BARKER,139,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN012,ALISON STROUD,171,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN012,MAREN BARKER,76,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN013,ALISON STROUD,108,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN013,MAREN BARKER,61,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN014,ALISON STROUD,153,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN014,MAREN BARKER,83,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN015,ALISON STROUD,174,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN015,MAREN BARKER,98,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN018,ALISON STROUD,177,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN018,MAREN BARKER,80,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN019,ALISON STROUD,60,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN019,MAREN BARKER,99,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN021,ALISON STROUD,52,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN021,MAREN BARKER,66,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN024,ALISON STROUD,29,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN024,MAREN BARKER,45,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN026,ALISON STROUD,90,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN026,MAREN BARKER,134,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN048,ALISON STROUD,124,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN048,MAREN BARKER,100,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN049,ALISON STROUD,122,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN049,MAREN BARKER,116,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN050,ALISON STROUD,82,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN050,MAREN BARKER,230,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN051,ALISON STROUD,141,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN051,MAREN BARKER,137,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN052,ALISON STROUD,13,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN052,MAREN BARKER,33,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN053,ALISON STROUD,96,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN053,MAREN BARKER,171,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN068,ALISON STROUD,31,False,
2019,municipal general,Council,2,Sandy City Council District 2,SAN068,MAREN BARKER,70,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN065,MONICA 'MONICA Z' ZOLTANSKI,151,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN065,BROOKE D'SOUSA,133,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN066,MONICA 'MONICA Z' ZOLTANSKI,125,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN066,BROOKE D'SOUSA,100,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN067,MONICA 'MONICA Z' ZOLTANSKI,131,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN067,BROOKE D'SOUSA,106,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN069,MONICA 'MONICA Z' ZOLTANSKI,104,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN069,BROOKE D'SOUSA,93,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN071,MONICA 'MONICA Z' ZOLTANSKI,169,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN071,BROOKE D'SOUSA,87,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN072,MONICA 'MONICA Z' ZOLTANSKI,151,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN072,BROOKE D'SOUSA,195,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN073,MONICA 'MONICA Z' ZOLTANSKI,181,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN073,BROOKE D'SOUSA,141,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN074,MONICA 'MONICA Z' ZOLTANSKI,119,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN074,BROOKE D'SOUSA,102,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN075,MONICA 'MONICA Z' ZOLTANSKI,125,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN075,BROOKE D'SOUSA,110,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN076,MONICA 'MONICA Z' ZOLTANSKI,51,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN076,BROOKE D'SOUSA,73,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN078,MONICA 'MONICA Z' ZOLTANSKI,124,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN078,BROOKE D'SOUSA,93,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN079,MONICA 'MONICA Z' ZOLTANSKI,132,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN079,BROOKE D'SOUSA,125,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN081,MONICA 'MONICA Z' ZOLTANSKI,161,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN081,BROOKE D'SOUSA,194,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN082,MONICA 'MONICA Z' ZOLTANSKI,150,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN082,BROOKE D'SOUSA,149,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN084,MONICA 'MONICA Z' ZOLTANSKI,146,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN084,BROOKE D'SOUSA,161,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN086,MONICA 'MONICA Z' ZOLTANSKI,158,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN086,BROOKE D'SOUSA,224,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN087,MONICA 'MONICA Z' ZOLTANSKI,135,False,
2019,municipal general,Council,4,Sandy City Council District 4,SAN087,BROOKE D'SOUSA,166,False,
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,"MONICA ""MONICA Z"" ZOLTANSKI",32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,JIM BENNETT,45,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,KRIS NICHOLL,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,MIKE APPLEGARTH,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,LINDA SAVILLE,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,RONALD T. JONES,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,BROOKE CHRISTENSEN,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN001,MARCI HOUSEMAN,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,"MONICA ""MONICA Z"" ZOLTANSKI",8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,JIM BENNETT,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,KRIS NICHOLL,10,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,MIKE APPLEGARTH,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,LINDA SAVILLE,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,RONALD T. JONES,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,BROOKE CHRISTENSEN,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN002,MARCI HOUSEMAN,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,"MONICA ""MONICA Z"" ZOLTANSKI",12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,JIM BENNETT,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,KRIS NICHOLL,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,MIKE APPLEGARTH,3,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,LINDA SAVILLE,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,RONALD T. JONES,2,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,BROOKE CHRISTENSEN,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN003,MARCI HOUSEMAN,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,"MONICA ""MONICA Z"" ZOLTANSKI",24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,JIM BENNETT,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,KRIS NICHOLL,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,MIKE APPLEGARTH,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,LINDA SAVILLE,48,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,RONALD T. JONES,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,BROOKE CHRISTENSEN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN004,MARCI HOUSEMAN,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,"MONICA ""MONICA Z"" ZOLTANSKI",40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,JIM BENNETT,52,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,KRIS NICHOLL,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,MIKE APPLEGARTH,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,LINDA SAVILLE,54,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,RONALD T. JONES,10,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,BROOKE CHRISTENSEN,176,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN005,MARCI HOUSEMAN,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,"MONICA ""MONICA Z"" ZOLTANSKI",12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,JIM BENNETT,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,KRIS NICHOLL,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,MIKE APPLEGARTH,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,LINDA SAVILLE,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,RONALD T. JONES,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,BROOKE CHRISTENSEN,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN006,MARCI HOUSEMAN,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,"MONICA ""MONICA Z"" ZOLTANSKI",8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,JIM BENNETT,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,KRIS NICHOLL,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,MIKE APPLEGARTH,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,LINDA SAVILLE,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,RONALD T. JONES,1,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,BROOKE CHRISTENSEN,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN007,MARCI HOUSEMAN,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,"MONICA ""MONICA Z"" ZOLTANSKI",39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,JIM BENNETT,83,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,KRIS NICHOLL,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,MIKE APPLEGARTH,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,LINDA SAVILLE,110,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,RONALD T. JONES,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,BROOKE CHRISTENSEN,77,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN009,MARCI HOUSEMAN,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,"MONICA ""MONICA Z"" ZOLTANSKI",14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,JIM BENNETT,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,KRIS NICHOLL,10,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,MIKE APPLEGARTH,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,LINDA SAVILLE,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN010,RONALD T. JONES,6,False,first-choice (round 1)
