date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
,Josie Valdez,Assessor,,,statement,2006 Interim Reports / Dissolution,Josie Valdez (Assessor) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/jvaldez_dissolutionreport07.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/jvaldez_dissolutionreport07.pdf,clerk_legacy,,913c75f66dad4335f7420954cc41a9ae39244b62025d76177be1774136fe1dc8,,no,no
,Kelton M. Baker,Treasurer,,,statement,2006 Interim Reports / Dissolution,Kelton M. Baker (Treasurer) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/08_kbaker_dissolutionreport.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_kbaker_dissolutionreport.pdf,clerk_legacy,,6cc54b5abf5ca1450000ce885840219e7684e4e49fd70d4d906c494f7da5903c,,no,no
,Kim W. Lundeberg,,,,statement,2006 Interim Reports / June,Kim W. Lundeberg () — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_lundeberg_kim06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_lundeberg_kim06.pdf,clerk_legacy,,fdbdd7e7620c4cf6057f02c93149874198c5d8b865c0f2f7996d454082dda8d5,,yes,no
,Larry W. Richardson,Treasurer,,,statement,2005 Summary Report,Larry W. Richardson (Treasurer) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/lrichardson_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/lrichardson_jan3106.pdf,clerk_legacy,,e734a97ba726e72c750272c6a0fad8564af3c5bad015de19dbc6e9f225a80343,,yes,no
,Larry W. Richardson,Treasurer,,,statement,2006 Interim Reports / Amendment to 2006 Summary Report,Larry W. Richardson (Treasurer) — Amendment to 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/lrichardson_jan3107amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/lrichardson_jan3107amendment.pdf,clerk_legacy,,d288f42c803ffaf5554b0ecfdd9dd48be88aaa516e39075792c29599f6e76a21,,no,no
,Larry W. Richardson,Treasurer,,,statement,2004 Summary Report,Larry W. Richardson (Treasurer) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/richardson_05finalreport.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/richardson_05finalreport.pdf,clerk_legacy,,7c868db70ba12d85b5cf9f54b77a641a3e73ede7b437e1b35d26b610a32a340f,,no,no
,Lawrence Rey Topham,Clerk,,,statement,2006 Interim Reports / June,Lawrence Rey Topham (Clerk) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_topham_lawrence06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_topham_lawrence06.pdf,clerk_legacy,,6cf94af78a0928abb9711b4d006235315670bf0b268fd6296ff7a7f573707360,,yes,no
,Lawrence Rey Topham,Clerk,,,statement,2006 Interim Reports / 2006 Summary Report/Dissolution,Lawrence Rey Topham (Clerk) — 2006 Summary Report/Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/ltopham_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/ltopham_jan3107report.pdf,clerk_legacy,,6fd2cdaf8bb1d85a8c6631d1ac59717a2dec59b825612842d573cf6b1b6bc8e6,,no,no
,Lee Gardner,Assessor,,,statement,2006 Interim Reports / June,Lee Gardner (Assessor) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_gardner_lee06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_gardner_lee06.pdf,clerk_legacy,,5d160f11562a9649c7f156aa1a5947f60fc046da16ca47fb32d9767b6fe39eb4,,yes,no
,Lee Gardner,Assessor,,,statement,Dissolution Report,Lee Gardner (Assessor) — Dissolution Report,https://slco.org/clerk/financialDisclosurePDF/Archives/lgardner_dissolution.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/lgardner_dissolution.pdf,clerk_legacy,,652afa936120d517cb50f5125b21f32188a362cf1847d9637315ced934923cbd,,yes,no
,Leslie Reberg,Recorder,,,statement,2006 Interim Reports / 2006 Summary Report/Dissolution,Leslie Reberg (Recorder) — 2006 Summary Report/Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/lreberg_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/lreberg_jan3107report.pdf,clerk_legacy,,bf19db258d9465b542abfc9963a37d150eb62191e4f27c6909b27cea471534c4,,no,no
,Lilli Decair,County Council,District 1,,statement,2006 Interim Reports / June,Lilli Decair (Council #1) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_decair_lilli06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_decair_lilli06.pdf,clerk_legacy,,d18325ec4d1754734c1336ca1e7f464f5b821cd81fbcb948f3108c53fd22b2cc,,yes,no
,Michael Jensen,County Council,District 2,,statement,2007 Summary Report,Michael Jensen (Council #2) — 2007 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/08_mjensen_jan31.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_mjensen_jan31.pdf,clerk_legacy,,5a5b8597d664839580af0622f00ec266dead091c7b9cb248a806e7d8f0e98193,,no,no
,Michael Jensen,County Council,District 2,,statement,Amendment to 2007 Summary Report,Michael Jensen (Council #2) — Amendment to 2007 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/MJensen08Jan31amended.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/MJensen08Jan31amended.pdf,clerk_legacy,,c2089170d6e71a22a3bcc998c1c9802882f5b610e2238b23c1b9246ee6fea436,,no,no
,Michael Jensen,County Council,District 2,,statement,2005 Summary Report,Michael Jensen (Council #2) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/mjensen_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/mjensen_jan3106.pdf,clerk_legacy,,a05976c7b7ec50641d28ad7683c9acf96b7fafa93b9f5c09b2f8f5ec95d6ef92,,yes,no
,Michael Jensen,County Council,District 2,,statement,2006 Summary Report,Michael Jensen (Council #2) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/mjensen_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/mjensen_jan3107report.pdf,clerk_legacy,,f75797e079ba63e564cd0daf556b0a4963f8379c5a41f580488e6fc87eb8e1a8,,no,no
,Nate Hendricks,County Council,District 5,,statement,2006 Interim Reports / June,Nate Hendricks (Council #5) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_hendricks_nate06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_hendricks_nate06.pdf,clerk_legacy,,a20607bcdca568ab91912e2549b6a651a695030d5d9ad6f1771f534fd36f75ca,,yes,no
,Nate Hendricks,County Council,District 5,,statement,2006 Interim Reports / Dissolution,Nate Hendricks (Council #5) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/nhendricks_dissolutionreport07.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/nhendricks_dissolutionreport07.pdf,clerk_legacy,,a1d5730eebed191e104b83debc5e892ec9f103b296f334258c6fd00173cab4b9,,yes,no
,Nate Hendricks,County Council,District 5,,statement,2006 Interim Reports / 2006 Summary Report,Nate Hendricks (Council #5) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/nhendricks_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/nhendricks_jan3107report.pdf,clerk_legacy,,ecf0ed4406473ea29f014c81f7c4be240e402ca9c68373ac9ba689ffd401ab47,,no,no
,Peter Corroon,Mayor,,,statement,Amendment to 2007 Summary Report,Peter Corroon (Mayor) — Amendment to 2007 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/08_pcorroon_amendment_1-31-08.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_pcorroon_amendment_1-31-08.pdf,clerk_legacy,,1db54219d4ee0b68cf56a71169f4f1dafb69374dd42a10985690448fef4e6379,,no,no
,Peter Corroon,Mayor,,,statement,2007 Summary Report,Peter Corroon (Mayor) — 2007 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/08_pcorroon_jan31.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_pcorroon_jan31.pdf,clerk_legacy,,239a4c948243cc268bfaf6d924593f73914fbc52ff3713c2c36c9b952c8860bb,,no,no
,Peter Corroon,Mayor,,,statement,Amendment to 2005 Summary Report,Peter Corroon (Mayor) — Amendment to 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/pcorroon_amendment13106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/pcorroon_amendment13106.pdf,clerk_legacy,,c631d6091ce7497bf098d6fe6a080e98ea0f8679915eeb3af3065fd0590b829d,,yes,no
,Peter Corroon,Mayor,,,statement,2005 Summary Report,Peter Corroon (Mayor) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/pcorroon_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/pcorroon_jan3106.pdf,clerk_legacy,,ec08318bf87599b49fcdb455c2b7e6d0fbda4d91c5c4d56cc3e62d965866d8ce,,yes,no
,Peter Corroon,Mayor,,,statement,2006 Summary Report,Peter Corroon (Mayor) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/pcorroon_jan3107.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/pcorroon_jan3107.pdf,clerk_legacy,,c32c1e9bdc2564c34f7e26f5a0954d74dbfd1a6337629c4e30e5bc969f43d043,,no,no
,Peter Corroon,Mayor,,,statement,Amendment to 2006 Summary Report,Peter Corroon (Mayor) — Amendment to 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/pcorroon_jan3107amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/pcorroon_jan3107amendment.pdf,clerk_legacy,,78b51a243ce7e45e2bded1e1f9bc931b693a39c73b5861a6736e76f5177f601e,,no,no
,Randy Horiuchi,County Council,At-Large A,,statement,2008 Interim Reports / Amendment to April,Randy Horiuchi (Council At-Large A) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/candidate/08_rhoriuchi_amendmenttoapril7.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_rhoriuchi_amendmenttoapril7.pdf,clerk_legacy,,917820e60a97dd846987c987fcfbd204c5605788494fa9b091eae170fbb30b91,,no,no
,Randy Horiuchi,County Council,At-Large A,,statement,Dissolution Report,Randy Horiuchi (Council At-Large A) — Dissolution Report,https://slco.org/clerk/financialDisclosurePDF/Archives/rhoriuchi_dissolutionreport07.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/rhoriuchi_dissolutionreport07.pdf,clerk_legacy,,49ace58337c42f96fbc4b6c59f4a88605c41d72fc1bdb4d0f02c507b6cc99b6b,,no,no
,Randy Horiuchi,County Council,At-Large A,,statement,2005 Summary Report,Randy Horiuchi (Council At-Large A) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/rhoriuchi_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/rhoriuchi_jan3106.pdf,clerk_legacy,,ccfd693e9148a7ad0c0674809ebfb33eb4b9d18ca90a4ab7ca979ae4994fc6a2,,yes,no
,Randy Horiuchi,County Council,At-Large A,,statement,Amendment to 2004 Summary,Randy Horiuchi (Council At-Large A) — Amendment to 2004 Summary,https://slco.org/clerk/financialDisclosurePDF/Archives/rhoriuchi_jan3106amend.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/rhoriuchi_jan3106amend.pdf,clerk_legacy,,82fcc3685772d6cb7b842028ccc5ab30b5734fd7f82ce53efc16cf2e2a43a960,,yes,no
,Randy Horiuchi,County Council,At-Large A,,statement,Amendment to 2006 Summary Report,Randy Horiuchi (Council At-Large A) — Amendment to 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/rhoriuchi_jan3107amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/rhoriuchi_jan3107amendment.pdf,clerk_legacy,,620a5c1cf03b1a2d9db78408454ec331b0739a540e9509813504d4378c4c3fdb,,no,no
,Randy Horiuchi,County Council,At-Large A,,statement,2006 Summary Report,Randy Horiuchi (Council At-Large A) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/rhoriuchi_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/rhoriuchi_jan3107report.pdf,clerk_legacy,,627d47b10a26617dc4fa4430084b6703b135f942f85b6c3df781f7e5cc8c8736,,no,no
,Rob Latham,District Attorney,,,statement,2006 Interim Reports / June,Rob Latham (District Attorney) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_latham_rob06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_latham_rob06.pdf,clerk_legacy,,cbd05385a927fcd297de749e6c1118c7e543d7bcf0697197f75d122b50be6ea4,,yes,no
,Rob Latham,District Attorney,,,statement,2006 Interim Reports / Dissolution,Rob Latham (District Attorney) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/rlatham_dissolutionreport07.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/rlatham_dissolutionreport07.pdf,clerk_legacy,,7d9e702883ace423a6feee1cf056426cad1b236ffa556473a18198f0d7cde507,,no,no
,Rob Latham,District Attorney,,,statement,2006 Interim Reports / 2006 Summary Report,Rob Latham (District Attorney) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/rlatham_finalreport07.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/rlatham_finalreport07.pdf,clerk_legacy,,9893efe545b48da8557f35ed0ab94b300f0c95520031ed33767fbc90a0062c0a,,yes,no
,Russell A. Cannon,County Council,District 5,,statement,2006 Interim Reports / June,Russell A. Cannon (Council #5) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_cannon_russ06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_cannon_russ06.pdf,clerk_legacy,,6cd6db680c7c8b943de147dc2738a8c3fc98459444b5446aefb1429edb8f2218,,yes,no
,Russell A. Cannon,County Council,District 5,,statement,2006 Interim Reports / Dissolution,Russell A. Cannon (Council #5) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_cannon_russ06dissolution.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_cannon_russ06dissolution.pdf,clerk_legacy,,3980e9f2d8d8e60de9bd2a45a01f4d1f78a838753e9be481477171febbff73b4,,yes,no
,Sean Thomas,Auditor,,,statement,2006 Interim Reports / Dissolution,Sean Thomas (Auditor) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/sthomas_dissolutionreport07.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sthomas_dissolutionreport07.pdf,clerk_legacy,,59e69a2065d4c063588545fb6197d2abc48bdc08cc9d546ed4a0b2d98b553505,,no,no
,Sherrie Swensen,Clerk,,,statement,2005 Summary Report,Sherrie Swensen (Clerk) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/sswensen_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/sswensen_jan3106.pdf,clerk_legacy,,39e860414e1ff1a896c819026edb6b70b38a532699cc5ace6c688690b7354089,,yes,no
,Sherrie Swensen,Clerk,,,statement,2004 Summary Report,Sherrie Swensen (Clerk) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/swensen_05finalreport.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/swensen_05finalreport.pdf,clerk_legacy,,abc6c0fa0e83705d0f9de7f8c9b179d86644f2e26212dbc7a16e33a5f3a62b1a,,no,no
,Sim Gill,District Attorney,,,statement,2006 Interim Reports / 2007 Summary Report,Sim Gill (District Attorney) — 2007 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/08_sgill_jan31.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/08_sgill_jan31.pdf,clerk_legacy,,b1fa2e1673aa18c44a0a0d0518b9064da32edd517b725303e1e8a47d791a700e,,no,no
,Sim Gill,District Attorney,,,statement,2006 Interim Reports / June,Sim Gill (District Attorney) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_gill_sim06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_gill_sim06.pdf,clerk_legacy,,bb705313b29afe533a11d52bd2d7d35c6bd3320f20677e2f34a48373cd45a71f,,yes,no
,Sim Gill,District Attorney,,,statement,2005 Summary Report,Sim Gill (District Attorney) — 2005 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/sgill_jan3106.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/sgill_jan3106.pdf,clerk_legacy,,b627b7e0df81b56c73712793f602f13a1597068db79b258a73c088be00927934,,yes,no
,Sim Gill,District Attorney,,,statement,2006 Interim Reports / 2006 Summary Report,Sim Gill (District Attorney) — 2006 Summary Report,https://slco.org/clerk/financialDisclosurePDF/candidate/sgill_jan3107report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/sgill_jan3107report.pdf,clerk_legacy,,a70366253eb6c13e5403b0660075ce5f0eeea0574fc9d3796a83169f65e53c1a,,no,no
,Sim Gill,District Attorney,,,statement,2006 Interim Reports / Amendment to September,Sim Gill (District Attorney) — Amendment to September,https://slco.org/clerk/financialDisclosurePDF/candidate/simgill_amendment.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/simgill_amendment.pdf,clerk_legacy,,b712e9419c28c2b4547569e6a1d38bb93165b47eb5af74cbfe362bafe473b604,,yes,no
,Steven F. Shamy Sr.,County Council,District 3,,statement,2006 Interim Reports / June,Steven F. Shamy Sr. (Council #3) — June,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_shamy_steven06.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_shamy_steven06.pdf,clerk_legacy,,ac04e74190c963e02eefb837f370ad3143b1080957d0924f42a289489cb9d5a3,,yes,no
,Steven F. Shamy Sr.,County Council,District 3,,statement,2006 Interim Reports / Dissolution,Steven F. Shamy Sr. (Council #3) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/candidate/20_june_shamy_steven06dissolution.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/20_june_shamy_steven06dissolution.pdf,clerk_legacy,,f650f41a851281d2583da3fd2e98c84a7660e903f583e327c3a4406b7bbe216e,,yes,no
2005-01-01,David Wilde,County Council,District 3,2004,statement,2004 Summary Report,David Wilde (Council #3) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/wilde_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/wilde_january312005.pdf,clerk_legacy,,5998f7be7c2cad8f21034da1857f6f1ec2e7581544217df8047e562d8f40a334,,no,no
2005-01-01,Gary Ott,Recorder,,2004,statement,2004 Summary Report,Gary Ott (Recorder) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/ott_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/ott_january312005.pdf,clerk_legacy,,8b55a2138a6675120c579a2ee7b46b66c4b80c63986b3565325340ec501e50f6,,no,no
2005-01-01,Jennifer Wilson,County Council,At-Large B,2004,statement,2004 Summary Report,Jennifer Wilson (Council At-Large B) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/jwilson_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/jwilson_january312005.pdf,clerk_legacy,,0e4547896006ec148aabdd1fa9d1bd3b00731226e2aa44452ad3ee470d82c690,,no,no
2005-01-01,Jim Bradley,County Council,At-Large C,2004,statement,2004 Summary Report,Jim Bradley (Council At-Large C) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/bradley_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/bradley_january312005.pdf,clerk_legacy,,731cccfb526dc1b5f30d36b9f16048fd5630ee4b23c7bf9faa2bca18c8261cf7,,no,no
2005-01-01,Joe Hatch,County Council,District 1,2004,statement,2004 Summary Report,Joe Hatch (Council #1) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/hatch_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/hatch_january312005.pdf,clerk_legacy,,ddbad3e07f3fe18b289d37b63df750519dfabb6ac864cf6950390b7fc261cd3a,,no,no
2005-01-01,Lee Gardner,Assessor,,2004,statement,2004 Summary Report,Lee Gardner (Assessor) — 2004 Summary Report,https://slco.org/clerk/financialDisclosurePDF/Archives/lgardner_january312005.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/lgardner_january312005.pdf,clerk_legacy,,2cc804e6337b543a588aa515a6f403aeab4dd26e3d8f02059a014589dd0647cf,,no,no
