date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,7,"6. Discussion Related to Nate Shipp Fee Reduction Request. Staff Presenter, Bruce Kartchner. Administrative Services Director, Bruce Kartclu1er, repo1ied that several months ago, DAI's attorney spoke to the Council about the impact fees being charged and some of the concerns that they had. The same attorney was addressing things with respect to Woodside Homes as well. At that time a complaint was lodged, and they contested the impact fees. Prior to that, staff spoke to Nate Shipp from 4Independence, LLC about the fees and the fact that that same sununer they had identified a couple of signific",Appointment,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,7,"6. Discussion Related to Nate Shipp Fee Reduction Request. Staff Presenter, Bruce Kartchner. Administrative Services Director, Bruce Kartclu1er, repo1ied that several months ago, DAI's attorney spoke to the Council about the impact fees being charged and some of the concerns that they had. The same attorney was addressing things with respect to Woodside Homes as well. At that time a complaint was lodged, and they contested the impact fees. Prior to that, staff spoke to Nate Shipp from 4Independence, LLC about the fees and the fact that that same sununer they had identified a couple of signific",Appointment,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,7,"6. Discussion Related to Nate Shipp Fee Reduction Request. Staff Presenter, Bruce Kartchner. Administrative Services Director, Bruce Kartclu1er, repo1ied that several months ago, DAI's attorney spoke to the Council about the impact fees being charged and some of the concerns that they had. The same attorney was addressing things with respect to Woodside Homes as well. At that time a complaint was lodged, and they contested the impact fees. Prior to that, staff spoke to Nate Shipp from 4Independence, LLC about the fees and the fact that that same sununer they had identified a couple of signific",Appointment,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,8,"The City Council was in C losed Session from 9: 3 1 p.m. to 10:27 p.m. 10. Adjournment. 18 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 adjourned at 10:28 p.m. Approved: December 08, 2021 19 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, November 17, 2021 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder At 9:31 p.m. Mayor Derk Tim",Procedural/Administrative,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,8,"The City Council was in C losed Session from 9: 3 1 p.m. to 10:27 p.m. 10. Adjournment. 18 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 adjourned at 10:28 p.m. Approved: December 08, 2021 19 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, November 17, 2021 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder At 9:31 p.m. Mayor Derk Tim",Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,8,"The City Council was in C losed Session from 9: 3 1 p.m. to 10:27 p.m. 10. Adjournment. 18 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 adjourned at 10:28 p.m. Approved: December 08, 2021 19 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, November 17, 2021 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder At 9:31 p.m. Mayor Derk Tim",Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,8,"The City Council was in C losed Session from 9: 3 1 p.m. to 10:27 p.m. 10. Adjournment. 18 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 adjourned at 10:28 p.m. Approved: December 08, 2021 19 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, November 17, 2021 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder At 9:31 p.m. Mayor Derk Tim",Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,8,"The City Council was in C losed Session from 9: 3 1 p.m. to 10:27 p.m. 10. Adjournment. 18 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 adjourned at 10:28 p.m. Approved: December 08, 2021 19 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, November 17, 2021 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director Grant Crowell, City Planner/Economic Development Director Wendy Deppe, City Recorder At 9:31 p.m. Mayor Derk Tim",Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 08, 2021 Notice is hereby given that the Bluffdale City Council, th e Loca l Building Authority, and the Redevelopment Agency Board will hold a combined meeting Wednesday, December 8, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. The public",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 08, 2021 Notice is hereby given that the Bluffdale City Council, th e Loca l Building Authority, and the Redevelopment Agency Board will hold a combined meeting Wednesday, December 8, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. The public",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 08, 2021 Notice is hereby given that the Bluffdale City Council, th e Loca l Building Authority, and the Redevelopment Agency Board will hold a combined meeting Wednesday, December 8, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. The public",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 08, 2021 Notice is hereby given that the Bluffdale City Council, th e Loca l Building Authority, and the Redevelopment Agency Board will hold a combined meeting Wednesday, December 8, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. The public",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE ~~ ES T . 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 08, 2021 Notice is hereby given that the Bluffdale City Council, th e Loca l Building Authority, and the Redevelopment Agency Board will hold a combined meeting Wednesday, December 8, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. The public",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"Consent agenda item number 3.6 was discussed. Jeff Gaston proposed moving the City Council Meeting of October 12, 2022, to October 5, 2022, as it lands on fall break. He proposed moving the City Council Meeting of June 8, 2022, as well. Administrative Services Director, Bruce Ka1t chner, found that moving the June meeting would be problematic due to the State's turnaround and the need for an equalization calculation for both counties. The Co uncil discussed the fall break schedule of the various school di stricts. The decision was made to remove the October 26 meeting from the 2022 Annual Meet",Resolution,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"Consent agenda item number 3.6 was discussed. Jeff Gaston proposed moving the City Council Meeting of October 12, 2022, to October 5, 2022, as it lands on fall break. He proposed moving the City Council Meeting of June 8, 2022, as well. Administrative Services Director, Bruce Ka1t chner, found that moving the June meeting would be problematic due to the State's turnaround and the need for an equalization calculation for both counties. The Co uncil discussed the fall break schedule of the various school di stricts. The decision was made to remove the October 26 meeting from the 2022 Annual Meet",Resolution,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"Consent agenda item number 3.6 was discussed. Jeff Gaston proposed moving the City Council Meeting of October 12, 2022, to October 5, 2022, as it lands on fall break. He proposed moving the City Council Meeting of June 8, 2022, as well. Administrative Services Director, Bruce Ka1t chner, found that moving the June meeting would be problematic due to the State's turnaround and the need for an equalization calculation for both counties. The Co uncil discussed the fall break schedule of the various school di stricts. The decision was made to remove the October 26 meeting from the 2022 Annual Meet",Resolution,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"Consent agenda item number 3.6 was discussed. Jeff Gaston proposed moving the City Council Meeting of October 12, 2022, to October 5, 2022, as it lands on fall break. He proposed moving the City Council Meeting of June 8, 2022, as well. Administrative Services Director, Bruce Ka1t chner, found that moving the June meeting would be problematic due to the State's turnaround and the need for an equalization calculation for both counties. The Co uncil discussed the fall break schedule of the various school di stricts. The decision was made to remove the October 26 meeting from the 2022 Annual Meet",Resolution,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
2021-12-08,2021,"2021, City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"Consent agenda item number 3.6 was discussed. Jeff Gaston proposed moving the City Council Meeting of October 12, 2022, to October 5, 2022, as it lands on fall break. He proposed moving the City Council Meeting of June 8, 2022, as well. Administrative Services Director, Bruce Ka1t chner, found that moving the June meeting would be problematic due to the State's turnaround and the need for an equalization calculation for both counties. The Co uncil discussed the fall break schedule of the various school di stricts. The decision was made to remove the October 26 meeting from the 2022 Annual Meet",Resolution,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-12-06/council_2021-12-08_1006.md
