year,election_type,source_file,contest_id,contest,vote_for,precinct,candidate,party,votes,suppressed,vote_method
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,KATHLEEN RIEBE,DEM,12,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,PERRY T. MYERS,,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #2,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,BRADLEY GARTH GREEN,LIB,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,CASSIE EASLEY,CON,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,CELESTE MALOY,REP,28,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,JANUARY WALKER,UUP,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,JOE BUCHMAN,,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,KATHLEEN RIEBE,DEM,14,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,PERRY T. MYERS,,2,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #3,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,BRADLEY GARTH GREEN,LIB,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,CASSIE EASLEY,CON,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,CELESTE MALOY,REP,10,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,KATHLEEN RIEBE,DEM,2,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,PERRY T. MYERS,,4,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #4,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,BRADLEY GARTH GREEN,LIB,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,CASSIE EASLEY,CON,1,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,CELESTE MALOY,REP,14,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,KATHLEEN RIEBE,DEM,2,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,PERRY T. MYERS,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #5,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,BRADLEY GARTH GREEN,LIB,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,CASSIE EASLEY,CON,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,CELESTE MALOY,REP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,KATHLEEN RIEBE,DEM,2,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,PERRY T. MYERS,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Eureka #6,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,BRADLEY GARTH GREEN,LIB,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,CASSIE EASLEY,CON,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,CELESTE MALOY,REP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,KATHLEEN RIEBE,DEM,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,PERRY T. MYERS,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #1,Write-in,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,BRADLEY GARTH GREEN,LIB,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,CASSIE EASLEY,CON,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,CELESTE MALOY,REP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,JANUARY WALKER,UUP,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,JOE BUCHMAN,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,KATHLEEN RIEBE,DEM,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,PERRY T. MYERS,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,Write-In: JONATHAN LA RELE PETERSON,,0,False,Precinct
2023,municipal general,raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,f1b55944-74a8-40e5-87d9-a20c039a3ac8,U.S. HOUSE OF REPRESENTATIVES DISTRICT 2,,Nephi #2,Write-in,,0,False,Precinct
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,ALAN M. KENDALL,,106,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,CHRISTOPHER J. CHIPPING,,106,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,CLAYTON SPERRY,,62,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,NATHAN JAMES WASHER,,84,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,RACHEL GOATES,,94,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-4,Levan Town Council - 4 yr,2,,TYRA JACKMAN-WANKIER,,77,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,AMY STANLEY,,303,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,FRANK RIDING,,179,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,JACK BOYD,,56,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,JANA CRAWFORD,,101,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,JUSTIN WEAVER,,60,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,KEVIN L. SQUIRE,,211,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,KRIS KAY,,244,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,RUSSELL A. FORSYTH,,95,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-3,Mona City Council,3,,TIFFINIE MCAFEE,,50,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,BART STANLEY MILLER,,449,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,CAROLYN L. FORD,,200,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,J.D. PARADY,,672,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,JOHN BRADLEY,,484,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,KOLYER K. ANDERSEN,,281,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,LARRY OSTLER,,583,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,SHARI COWAN,,652,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,TRAVIS L. WORWOOD,,733,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-1,Nephi City Council,3,,VANESSA GOATES,,160,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-0,Republican for U. S. House District 2,1,,BECKY EDWARDS,REP,33,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-0,Republican for U. S. House District 2,1,,BRUCE R HOUGH,REP,28,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-0,Republican for U. S. House District 2,1,,CELESTE MALOY,REP,26,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-2,Rocky Ridge Town Council,2,,ANDREW AAGARD,,69,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-2,Rocky Ridge Town Council,2,,JOANNA COVINGTON,,48,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-2,Rocky Ridge Town Council,2,,NEPHI LAUB,,26,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-2,Rocky Ridge Town Council,2,,SHANNON ALLRED,,45,False,Certified Total
2023,municipal primary,raw/clerk/2023-09-05-primary-official.pdf,clerk-2023p-2,Rocky Ridge Town Council,2,,WENDY ALLRED,,26,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,,AUSTIN HEPWORTH,,354,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,,DEREK BROWN,REP,5032,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,,MICHELLE QUIST,UUP,211,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,,RUDY J BAUTISTA,DEM,535,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,,W. ANDREW MCCULLOUGH,LIB,209,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Callao #1,AUSTIN HEPWORTH,,19,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Callao #1,DEREK BROWN,REP,67,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Callao #1,MICHELLE QUIST,UUP,6,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Callao #1,RUDY J BAUTISTA,DEM,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Callao #1,W. ANDREW MCCULLOUGH,LIB,7,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #1,AUSTIN HEPWORTH,,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #1,DEREK BROWN,REP,44,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #1,MICHELLE QUIST,UUP,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #1,RUDY J BAUTISTA,DEM,19,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #1,W. ANDREW MCCULLOUGH,LIB,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #2,AUSTIN HEPWORTH,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #2,DEREK BROWN,REP,68,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #2,MICHELLE QUIST,UUP,4,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #2,RUDY J BAUTISTA,DEM,23,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,01000000-a212-ee10-9d7f-08dce8b6fa4b,Attorney General,1,Eureka #2,W. ANDREW MCCULLOUGH,LIB,0,False,Precinct
