ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,has_signed_pdf,linkage_note,minutes_source
2024-02,2024-02-01,2024-02-01,"approving a zoning map amendment for one lot zoned Single-Family and Estate to Single-Family, including all of Lot EW-B-2AM located at 1460 Eagle Way, Park City, Utah",minutes/2024/2024-01-29/2024-02-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2024-02-01,8,within_source,zone_change,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-01-29/2024-02-01_city-council-meeting.md
2024-03,2024-02-01,2024-02-01,AN ORDINANCE AMENDING LAND MANAGEMENT CODE REGULATIONS FOR ELECTRIC VEHICLE CHARGING STATIONS AND SUBDIVISION REVIEW,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1707347428_2024-03_LMC_Amendments.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1707347428_2024-03_LMC_Amendments.docx.pdf,yes,5-0 Pass,2024-02-01,10,high,subdivision_plat,1,yes,,minutes/2024/2024-01-29/2024-02-01_city-council-meeting.md
2024-04,2024-02-01,2024-02-01,approving Land Management Code amendments to prohibit nightly rentals in the Bald Eagle Club at Deer Valley,minutes/2024/2024-01-29/2024-02-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Fail,2024-02-01,6,within_source,lmc_text_amendment,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-01-29/2024-02-01_city-council-meeting.md
2024-05,2024-02-15,2024-02-15,AN ORDINANCE AMENDING LAND MANAGEMENT CODE CHAPTER 15-11 HISTORIC PRESERVATION AND CHAPTER 15-13 DESIGN GUIDELINES FOR HISTORIC DISTRICTS AND HISTORIC SITES,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1708535532_2024-05_Design_Guidelines_Amendments.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1708535532_2024-05_Design_Guidelines_Amendments.docx.pdf,yes,4-1 Pass,2024-02-15,2,high,lmc_text_amendment,1,yes,,minutes/2024/2024-02-12/2024-02-15_city-council-meeting.md
2024-06,2024-03-14,2024-03-14,"AN ORDINANCE AMENDING SECTIONS 14-1-2, 14-1-3, AND 14-1-4 OF THE PARK CITY CODE TO REMOVE THE FORESTRY BOARD AND REALLOCATE ITS AUTHORITY TO THE FORESTRY MANAGER",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1711142032_2024-06__Forestry_Code_Amendment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1711142032_2024-06__Forestry_Code_Amendment.pdf,no,5-0 Pass,2024-03-14,5,high,,1,yes,,minutes/2024/2024-03-11/2024-03-14_city-council-meeting.md
2024-07,2024-05-02,2024-05-02,"adopting a tentative budget for Fiscal Year 2025 for Park City Municipal Corporation and its related agencies and authorizing the computation of the property tax rate at a no tax increase rate, and set public hearings to consider adoption of the final budget on June 20, 2024, at a regular City Council meeting",minutes/2024/2024-04-29/2024-05-02_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2024-05-02,8,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-04-29/2024-05-02_city-council-meeting.md
2024-08,2024-05-16,2024-05-16,"AN ORDINANCE AMENDING TITLE 4A - SPECIAL EVENTS, CHAPTER 1 DEFINITIONS AND CHAPTER 2 SPECIAL EVENT PERMITTING OF THE MUNICIPAL CODE OF PARK CITY, UTAH",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1717018552_2024-08_Special_Event_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1717018552_2024-08_Special_Event_w_Attachment.pdf,no,,,,none,,0,yes,"council met 2024-05-16 but the ordinance is not itemized in any numbered motion — adopted EN BLOC on the consent agenda by motion 5 (""5-0 Pass""), not individually rolled; no separable per-ordinance roll call to link. AUDIT SIGNAL",
2024-09,2024-05-16,2024-05-16,Transit Amenities LMC Amendment.docx,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1717018578_2024-09_Transit_Amenities_LMC_Amendment.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1717018578_2024-09_Transit_Amenities_LMC_Amendment.docx.pdf,yes,4-1 Pass,2024-05-16,12,high,lmc_text_amendment,3,yes,,minutes/2024/2024-05-13/2024-05-16_city-council-meeting.md
2024-10,2024-05-23,2024-05-23,AN ORDINANCE AMENDING THE LAND MANAGEMENT CODE RESIDENTIAL MAXIMUM LOT SIZE FOR THE RECREATION COMMERCIAL ZONING DISTRICT,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1716935284_2024-10_Max_Lot_Size.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1716935284_2024-10_Max_Lot_Size.pdf,yes,5-0 Pass,2024-05-23,6,high,lmc_text_amendment,1,yes,,minutes/2024/2024-05-20/2024-05-23_city-council-meeting.md
2024-11,2024-05-23,2024-05-23,Historic Structures LMC,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1716935308_2024-11_Historic_Structures_LMC.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1716935308_2024-11_Historic_Structures_LMC.pdf,yes,4-1 Pass,2024-05-23,7,high,lmc_text_amendment,1,yes,,minutes/2024/2024-05-20/2024-05-23_city-council-meeting.md
2024-12,2024-06-20,2024-06-20,establishing compensation for the elective and statutory officers for FY 2025,minutes/2024/2024-06-17/2024-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2024-06-20,7,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-06-17/2024-06-20_city-council-meeting.md
2024-13,2024-06-20,2024-06-20,adopting a revised budget for Fiscal Year 2024 and a final budget for Fiscal Year 2025 for Park City Municipal Corporation and its related agencies and authorizing the computation of the property tax rate at a no tax increase rate with the amendment to broaden the definition to add housing to the language of the Emerging Community Development Projects Fund,minutes/2024/2024-06-17/2024-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2024-06-20,9,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-06-17/2024-06-20_city-council-meeting.md
2024-14,2024-06-28,2024-06-28,AN ORDINANCE AMENDING SECTION 10-1-4.5 OF THE PARK CITY CODE TO ALLOW CLASS I E-BIKES ON DESIGNATED TRAILS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1721151247_2024-14_E-bikes.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1721151247_2024-14_E-bikes.pdf,no,3-2 Pass,2024-06-28,1,high,,1,yes,,minutes/2024/2024-06-24/2024-06-28_city-council-meeting.md
2024-15,2024-07-11,2024-07-11,"AN ORDINANCE AMENDING TITLE 2 OF THE MUNICIPAL CODE OF PARK CITY, UTAH TO INCLUDE CHAPTER 7, DONATIONS TO CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1721167233_2024-15_Donation_Ordinance.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1721167233_2024-15_Donation_Ordinance.pdf,no,4-0 Pass,2024-07-11,6,high,,1,yes,,minutes/2024/2024-07-08/2024-07-11_city-council-meeting.md
2024-16,2024-09-05,2024-09-05,"AN ORDINANCE ENACTING TITLE 2, CHAPTER 7, AND MOVING AND AMENDING SECTIONS 2-4-13, 2-4-14, AND 2-4-15 OF THE MUNICIPAL CODE OF PARK CITY TO CREATE A CONSOLIDATED CODE CHAPTER GOVERNING PARK CITY’S BOARDS, COMMITTEES, AND COMMISSIONS",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1725909737_2024-16_Consolidated_Public_Bodies_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1725909737_2024-16_Consolidated_Public_Bodies_w_Attachment.pdf,no,5-0 Pass,2024-09-05,7,high,,2,yes,"number cited on 2 dates: 2024-07-11, 2024-09-05; last passing motion chosen",minutes/2024/2024-09-02/2024-09-05_city-council-meeting.md
2024-17,2024-07-11,2024-07-11,"adopting the Bonanza Park Small Area Plan as a modification to the Park City General Plan, with the modification of removing the reference to the consultant names in the ordinance",minutes/2024/2024-07-08/2024-07-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2024-07-11,5,within_source,general_plan_amendment,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-07-08/2024-07-11_city-council-meeting.md
2024-18,2024-09-26,2024-09-26,adopting an adjusted budget for FY 2025 for Park City Municipal Corporation,minutes/2024/2024-09-23/2024-09-26_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2024-09-26,6,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-09-23/2024-09-26_city-council-meeting.md
2024-19,2024-10-24,2024-10-24,"AN ORDINANCE AMENDING TITLE 11, BUILDING AND BUILDING REGULATIONS, CHAPTER 15, PARK CITY LANDSCAPING AND MAINTENANCE OF SOIL COVER, OF THE MUNICIPAL CODE OF PARK CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1730152879_2024-19_Soil_Cover_Ord_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1730152879_2024-19_Soil_Cover_Ord_w_Attachment.pdf,no,4-0 Pass,2024-10-24,6,high,,1,yes,,minutes/2024/2024-10-21/2024-10-24_city-council-meeting.md
2024-20,2024-12-12,2024-12-12,"AN ORDINANCE AMENDING TITLE 13, CHAPTER 4, REGULATION AND ENFORCEMENT OF STORMWATER DISCHARGES ASSOCIATED WITH CONSTRUCTION ACTIVITIES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1735662439_2024-20_Stormwater_Amendments_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1735662439_2024-20_Stormwater_Amendments_w_Attachment.pdf,no,5-0 Pass,2024-12-12,9,high,,1,yes,,minutes/2024/2024-12-09/2024-12-12_city-council-meeting.md
2024-21,2024-12-12,2024-12-12,Accessory Uses.docx,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1736286402_2024-21_Accessory_Uses.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1736286402_2024-21_Accessory_Uses.docx.pdf,no,5-0 Pass,2024-12-12,6,high,,1,yes,,minutes/2024/2024-12-09/2024-12-12_city-council-meeting.md
2024-22,2024-12-19,2024-12-19,approving the annexation of a 0.94-acre parcel (Parcel SS-104-B) within the Thaynes neighborhood to create one lot for one single-family dwelling and affordable accessory apartment and a zoning map amendment to zone the parcel Single Family and Sensitive Land Overlay with Fact #10 as proposed,minutes/2024/2024-12-16/2024-12-19_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2024-12-19,7,within_source,zone_change,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-12-16/2024-12-19_city-council-meeting.md
2025-01,2025-01-09,2025-01-09,approving the 2025 regular meeting schedule for City Council,minutes/2025/2025-01-06/2025-01-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2025-01-09,9,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-01-06/2025-01-09_city-council-meeting.md
2025-02,2025-02-27,2025-02-27,"AN ORDINANCE AMENDING SECTION 2-8-19, NONPROFIT SERVICES ADVISORY COMMITTEE, OF THE PARK CITY CODE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1741189488_2025-02_Nonprofit_Services_Advisory_Committee_w_Attachments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1741189488_2025-02_Nonprofit_Services_Advisory_Committee_w_Attachments.pdf,no,5-0 Pass,2025-02-27,5,high,,1,yes,,minutes/2025/2025-02-24/2025-02-27_city-council-meeting.md
2025-03,2025-02-27,2025-02-27,"approving an extension to the sunset clause and to amend Conditions of Approval 3,4,7, and 8 for Ordinance 2023-03 to rezone a six-acre pod from Recreation and Open Space to Estate within Parcel PCA-S-79-C (Bransford Parcel) with the amendment to Condition of Approval 2 to read “except for any approved tipping sites.”",minutes/2025/2025-02-24/2025-02-27_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2025-02-27,6,within_source,zone_change,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-02-24/2025-02-27_city-council-meeting.md
2025-04,2025-03-20,2025-03-20,"AN ORDINANCE AMENDING SECTION 2-8-21, PUBLIC ART ADVISORY BOARD, OF THE PARK CITY CODE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1742838315_2025-04_Public_Art_Board_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1742838315_2025-04_Public_Art_Board_w_Attachment.pdf,no,4-0 Pass,2025-03-20,7,high,,1,yes,,minutes/2025/2025-03-17/2025-03-20_city-council-meeting.md
2025-05,2025-04-24,2025-04-24,approving modifications to the master planned development and development agreement for Flagstaff Mountain to allow for seven residential units as amended,minutes/2025/2025-04-21/2025-04-24_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,3-0 Pass,2025-04-24,10,within_source,annex_area_plan,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-04-21/2025-04-24_city-council-meeting.md
2025-06,2025-05-01,2025-05-01,"adopting a tentative budget for Fiscal Year 2026 for Park City Municipal Corporation and its related agencies and authorizing the computation of the property tax rate at a no tax increase rate, and set public hearings to consider adoption of the final budget on June 12, 2025, at a regular City Council meeting",minutes/2025/2025-04-28/2025-05-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2025-05-01,6,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-04-28/2025-05-01_city-council-meeting.md
2025-07,2025-05-01,2025-05-01,"approving a vacation of right-of-way for a 21,775-square foot portion of Eastern Avenue within Lot 1 of the City Park Subdivision and a 4,631-square foot portion of Calhoun/13th Street within Lot 2 of the City Park Subdivision",minutes/2025/2025-04-28/2025-05-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2025-05-01,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-04-28/2025-05-01_city-council-meeting.md
2025-08,2025-05-15,2025-05-15,"AN ORDINANCE AMENDING THE MUNICIPAL CODE OF PARK CITY TITLE 15, CHAPTER 1, SECTIONS 8, 18 AND 21 REGARDING LAND USE APPEAL AUTHORITIES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1747859583_2025-08_Appeal_Authority_Ordinance.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1747859583_2025-08_Appeal_Authority_Ordinance.pdf,yes,5-0 Pass,2025-05-15,8,high,lmc_text_amendment,1,yes,,minutes/2025/2025-05-12/2025-05-15_city-council-meeting.md
2025-09,2025-05-22,2025-05-22,"AN ORDINANCE AMENDING PARK CITY CODE SECTION 2-8-20, ADJUSTING MEMBERSHIP OF THE POLICE COMPLAINT REVIEW COMMITTEE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1749496922_2025-09_Police_Complaint_Review_Committee.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1749496922_2025-09_Police_Complaint_Review_Committee.pdf,no,5-0 Pass,2025-05-22,7,high,,1,yes,,minutes/2025/2025-05-19/2025-05-22_city-council-meeting.md
2025-10,2025-06-05,2025-06-05,"AN ORDINANCE AMENDING SECTION 13-1-1, METERED SERVICE; AND SECTION 13-1-2, WATER CONSERVATION RATES, OF THE MUNICIPAL CODE OF PARK CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1749496967_2025-10_Water_Rate_Code_Amendments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1749496967_2025-10_Water_Rate_Code_Amendments.pdf,no,4-0 Pass,2025-06-05,5,high,,1,yes,,minutes/2025/2025-06-02/2025-06-05_city-council-meeting.md
2025-11,2025-06-05,2025-06-05,LMC Amendments,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1750886130_2025-11_LMC_Amendments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1750886130_2025-11_LMC_Amendments.pdf,yes,4-0 Pass,2025-06-05,6,high,lmc_text_amendment,1,yes,,minutes/2025/2025-06-02/2025-06-05_city-council-meeting.md
2025-12,2025-06-12,2025-06-12,adopting a revised budget for Fiscal Year 2025 and a final budget for Fiscal Year 2026 for Park City Municipal Corporation and its related agencies and authorizing the computation of the property tax rate at a no tax increase rate,minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2025-06-12,14,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md
2025-13,2025-06-12,2025-06-12,establishing compensation for the elective and statutory officers for FY26 as corrected,minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2025-06-12,12,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md
2025-14,2025-06-12,2025-06-12,"AN ORDINANCE ENACTING TITLE 2, CHAPTER 4, SECTION 13 OF THE MUNICIPAL CODE OF PARK CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1750705750_2025-14_Director_of_Finance.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1750705750_2025-14_Director_of_Finance.pdf,no,5-0 Pass,2025-06-12,10,high,,1,yes,,minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md
2025-15,2025-06-12,2025-06-12,"adopting the American Public Works Association (APWA) Manual of Standard Specifications, the APWA Manual of Standard Plans, and the Park City 2025 Supplemental Standard Plans and Specifications to be used for the design and construction of projects",minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2025-06-12,11,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-06-09/2025-06-12_city-council-meeting.md
2025-16,2025-07-10,2025-07-10,"AN ORDINANCE AMENDING TITLE 13, CHAPTER 4, REGULATION AND ENFORCEMENT OF STORMWATER DISCHARGES ASSOCIATED WITH CONSTRUCTION ACTIVITIES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1752612478_2025-16_Stormwater_Ordinance_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1752612478_2025-16_Stormwater_Ordinance_w_Attachment.pdf,no,5-0 Pass,2025-07-10,9,high,,1,yes,,minutes/2025/2025-07-07/2025-07-10_city-council-meeting.md
2025-17,2025-07-10,2025-07-10,"AN ORDINANCE AMENDING TITLE 2, CHAPTER 4, SECTION 11 OF THE PARK CITY CODE, RELATED TO THE RESPONSIBILITIES AND AUTHORITY OF THE CITY ENGINEER",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1752612498_2025-17_City_Engineer_Amendment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1752612498_2025-17_City_Engineer_Amendment.pdf,no,5-0 Pass,2025-07-10,10,high,,1,yes,,minutes/2025/2025-07-07/2025-07-10_city-council-meeting.md
2025-18,2025-08-14,2025-08-14,"amending Ordinance 2024-22, approving the annexation of approximately 0.94 acres known as the Robbins Parcel located in the Thaynes Neighborhood to modify the effective date and update the legal description of the annexation parcel",minutes/2025/2025-08-11/2025-08-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2025-08-14,6,within_source,annexation,2,no,"number cited on 2 dates: 2025-07-10, 2025-08-14; last passing motion chosen; number known only from council motion text (no independent signed PDF)",minutes/2025/2025-08-11/2025-08-14_city-council-meeting.md
2025-19,2025-08-26,2025-08-26,"rezoning approximately 70 acres between Park Avenue, Kearns Boulevard, Bonanza Drive, and Deer Valley Drive from General Commercial and Light Industrial to Bonanza Park Mixed-Use District, enacting Land Management Code Chapter 15-2.27 to implement the Bonanza Park Small Area Plan, updating the Frontage Protection Zone to Enhance the City's Entry Corridors, updating Chapter 15-6.1 to allow Affordab",minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Continued,2025-08-26,4,within_source,lmc_text_amendment,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
2025-20,2025-09-25,2025-09-25,"AN ORDINANCE AMENDING TITLE 2, CHAPTER 4, SECTION 11 OF THE PARK CITY CODE, RELATED TO THE RESPONSIBILITIES AND AUTHORITY OF THE CITY ENGINEER",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1759850028_2025-20_-_Amending_2-4-11_City_Engineer.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1759850028_2025-20_-_Amending_2-4-11_City_Engineer.pdf,no,5-0 Pass,2025-09-25,5,high,,1,yes,,minutes/2025/2025-09-22/2025-09-25_city-council-meeting.md
2025-21,2025-09-25,2025-09-25,"adopting the 2025 Park City General Plan, a comprehensive update to the 2014 General Plan, with amendments to Section C - in broadening references specific to Old Town to the entire community, Section W - adding “habitat” alongside wildlife corridors, and changing the reference of Library Park to Library Field",minutes/2025/2025-09-22/2025-09-25_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2025-09-25,6,within_source,general_plan_amendment,1,no,number known only from council motion text (no independent signed PDF),minutes/2025/2025-09-22/2025-09-25_city-council-meeting.md
2025-23,2025-12-11,2025-12-11,an ordinance annexing an unincorporated Area or adjusting,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1766857473_2025-23_LMC_Amendments_1.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1766857473_2025-23_LMC_Amendments_1.docx.pdf,yes,4-0 Pass,2025-12-11,8,high,annexation,1,yes,,minutes/2025/2025-12-08/2025-12-11_city-council-meeting.md
2026-01,2026-01-08,2026-01-08,approving the 2026 Regular Meeting schedule for City Council,minutes/2026/2026-01-05/2026-01-08_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,4-0 Pass,2026-01-08,7,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2026/2026-01-05/2026-01-08_city-council-meeting.md
2026-03,2026-02-03,2026-02-03,LMC Amendments - Bus Stops in Setbacks,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1770305831_2026-03_LMC_Amendments_-_Bus_Stops_in_Setbacks.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1770305831_2026-03_LMC_Amendments_-_Bus_Stops_in_Setbacks.pdf,yes,4-0 Pass,2026-02-03,9,high,lmc_text_amendment,1,yes,,minutes/2026/2026-02-02/2026-02-03_city-council-meeting.md
2026-04,2026-04-09,2026-04-09,"AN ORDINANCE AMENDING TITLE 11, CHAPTER 16 OF THE PARK CITY CODE, IMPLEMENTING NEW REGULATIONS FOR FLOOD DAMAGE PREVENTION IN THE AREAS OF SPECIAL FLOOD HAZARD",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1776110300_2026-04_Flood_Damage_Ordinance_w_Attachment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1776110300_2026-04_Flood_Damage_Ordinance_w_Attachment.pdf,no,5-0 Pass,2026-04-09,5,high,,1,yes,,minutes/2026/2026-04-06/2026-04-09_city-council-meeting.md
2026-05,2026-04-09,2026-04-09,"AN ORDINANCE AMENDING TITLE 2, CHAPTER 4, SECTION 11 OF THE PARK CITY CODE, RELATED TO THE RESPONSIBILITIES AND AUTHORITY OF THE CITY ENGINEER",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1776110326_2026-05_City_Engineer_Ordinance.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1776110326_2026-05_City_Engineer_Ordinance.pdf,no,4-1 Pass,2026-04-09,6,high,,1,yes,,minutes/2026/2026-04-06/2026-04-09_city-council-meeting.md
2026-06,2026-04-30,2026-04-30,of Park City enacting the Community Clean Energy Program,minutes/2026/2026-04-27/2026-04-30_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,3-0 Pass,2026-04-30,7,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2026/2026-04-27/2026-04-30_city-council-meeting.md
2026-07,2026-05-21,2026-05-21,"AN ORDINANCE AMENDING PARK CITY CODE SECTIONS 4-1-1, LICENSING DEFINITIONS; AND 4-3-1, GENERAL APPLICATION PROCESS - LICENSE APPLICATION; AND ENACTING SECTIONS 4-2-16 AND 6-1-14 TO ADD WASTE HAULER AND GENERATOR REQUIREMENTS",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1779828803_2026-07_Waste_Reduction.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1779828803_2026-07_Waste_Reduction.pdf,no,5-0 Pass,2026-05-21,6,high,,1,yes,,minutes/2026/2026-05-18/2026-05-21_city-council-meeting.md
