EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
26887,1412,138,10,12,4.,"Approval of the February 18, 2020 Minutes.",3855,20-098,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
26888,1412,138,11,13,5.,"Approval of the February 19, 2020 Special Meeting Minutes.",3856,20-099,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
26889,1412,138,13,15,7.,"Approval of the March 3, 2020 Minutes.",3857,20-100,Minutes,Consent Agenda,approved,,,1,Pass,0,1
26890,1412,138,14,16,8.,"Approval of the March 10, 2020 Minutes.",3858,20-101,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
26891,1412,138,12,14,6.,"Approval of the February 25, 2020 Minutes.",3859,20-102,Minutes,Consent Agenda,approved,,,1,Pass,0,1
26892,1412,138,8,10,2.,"Public Utilities Department recommending the Council: 

1. Approve Resolution 20-09C amending an existing agreement with Salt Lake County Flood Control resulting in additional $250,000 reimbursement for the Dry Creek Improvements project, and 

2. Approve Resolution 20-08C amending the existing Storm Drainage and Flood Control Agreement between Sandy City and Salt Lake County Flood Control providing an additional $50,000 for the Sandy Canal Trail project, and to relieve Sandy Public Utilities and Salt Lake County Flood Control of future liability and expense responsibilities within that right of way corridor.",3864,20-107,Resolution,Consent Agenda,adopted,Kris Nicholl,Brooke Christensen,1,Pass,0,1
26893,1412,138,15,17,,Council Items,,,,,,,,,,0,0
26894,1412,138,16,18,9.,"Mayor Bradburn requesting the City Council renew and continue the March 12 Proclamation of Local Emergency, and consent to the renewal of all other related proclamations issued by the Mayor.",3860,20-103,Resolution,Agenda Ready,adopted,,,1,Pass,0,0
26896,1412,138,17,19,6:00,Time Certain Items,,,,,,,,,,0,0
26897,1412,138,18,20,,Citizen Comment,,,,,,,,,,0,0
26901,1412,138,5,6,1.,Utah Transit Authority presentation on the Point of the Mountain Transit Study.,3861,20-104,Resolution,Agenda Ready,,,,,,0,0
26902,1412,138,19,21,,Adjournment,,,,,,,,,,0,0
26903,1412,138,,2,,Council Member Rollcall,,,,,,,,,,1,0
26904,1412,138,,9,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,1
26905,1412,138,,4,,"Administration Participating in Meeting:

Mayor Bradburn
Matt Huish, Chief Administrative Officer
Bob Thompson, City Attorney",,,,,,,,,,0,0
26906,1412,138,,3,,"Council Staff Present:

Mike Applegarth, Executive Director
Dustin Fratto, Senior Management Analyst",,,,,,,,,,0,0
26907,1413,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
26908,1413,138,2,,,"The April 14, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the City Council Executive Director at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar: 
https://zoom.us/webinar/register/WN_pbrLGztBQyC5Lb7nPQnKkw

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 669 900 6833  or +1 346 248 7799  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866  or +1 253 215 8782 
    Webinar ID: 704 593 359",,,,,,,,,,0,0
26910,1413,138,3,4,5:15,Council Meeting: Work Session,,,,,,,,,,0,0
26913,1413,138,4,5,,Non-voting Items,,,,,,,,,,0,0
26924,1413,138,9,10,6:00,Time Certain Items,,,,,,,,,,0,0
26925,1413,138,10,11,,Citizen Comment,,,,,,,,,,0,0
26928,1413,138,5,6,1.,Public Works Department recommending the Council receive an informational presentation on traffic signals,3865,20-108,Informational Report,Agenda Ready,,,,,,0,0
26929,1413,138,7,8,3.,Administration briefing on City staffing during COVID-19 restrictions.,3867,20-110,Informational Report,Agenda Ready,,,,,,0,0
26930,1413,138,6,7,2.,City Council Office requesting update on current parks usage and conditions.,3868,20-111,Informational Report,Agenda Ready,,,,,,0,0
26931,1413,138,8,9,4.,Economic Development Director providing an overview of the Redevelopment Agency.,3869,20-112,Informational Report,Agenda Ready,,,,,,0,0
26932,1413,138,11,12,,Adjournment,,,,,,,,,,0,0
26951,1413,138,,1,,Rollcall,,,,,,,,,,1,0
26952,1413,138,,2,,"Council Staff present:

Mike Applegarth, Executive Director
Dustin Fratto, Senior Management Analyst",,,,,,,,,,0,0
26953,1413,138,,3,,"Administration Participating in Meeting:

Mayor Bradburn
Matt Huish, CAO
Kim Bell, Deputy CAO
Bob Thompson, City Attorney
Nick Duerksen, Economic Development Director
Scott Earl, Parks and Recreation Department Director",,,,,,,,,,0,0
26954,1414,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
26955,1414,138,2,,,"The April 21, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the City Council Executive Director at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://zoom.us/webinar/register/WN_fb4VauTRQfG9WY50g91eVw 

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 346 248 7799  or +1 669 900 6833  or +1 253 215 8782  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866 

Webinar ID: 991 5153 4692",,,,,,,,,,0,0
26957,1414,138,3,3,5:15,Council Meeting: Business Session,,,,,,,,,,0,0
26959,1414,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
26960,1414,138,5,6,,Non-voting Items,,,,,,,,,,0,0
26961,1414,138,6,7,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
26962,1414,138,7,9,,Council Member Business,,,,,,,,,,0,0
26963,1414,138,8,10,,Mayor's Report,,,,,,,,,,0,0
26964,1414,138,9,11,,CAO Report,,,,,,,,,,0,0
26969,1414,138,11,13,,Voting Items,,,,,,,,,,0,0
26970,1414,138,12,,,Consent Calendar,,,,,,,,,,0,0
26971,1414,138,14,16,3.,"Approval of the April 7, 2020 City Council meeting minutes.",3866,20-109,Resolution,Consent Agenda,,,,,,0,1
26972,1414,138,15,17,4.,"Approval of the April 14, 2020 City Council meeting minutes.",3870,20-113,Minutes,Consent Agenda,,,,,,0,1
26973,1414,138,13,15,2.,Arbor Day Proclamation,3871,20-114,Proclamation,Consent Agenda,,,,,,0,1
26974,1414,138,16,18,,Council Items,,,,,,,,,,0,0
26976,1414,138,18,20,6:00,Time Certain Items,,,,,,,,,,0,0
26977,1414,138,19,21,,Citizen Comments,,,,,,,,,,0,0
26980,1414,138,17,19,5.,"Council Member Stroud recommending adoption of Ordinance 20-01, amending the Sandy City Animal Services Code to increase from two to three the number of dogs allowed per residence, clarify leash requirements, expand the definition of qualified rescue organizations, and making minor nonsubstantive changes.",3872,20-115,Ordinance,Agenda Ready,adopted,Alison Stroud,Zach Robinson,1,Pass,0,0
26981,1414,138,10,12,1.,Legislative Update: Utah State Legislative Special Session on COVID-19 Legislation,3873,20-116,Informational Report,Agenda Ready,,,,,,0,0
26983,1414,138,20,22,,Adjournment,,,,,,,,,,0,0
26987,1414,138,,1,,Rollcall,,,,,,,,,,1,0
26988,1414,138,,5,,Council Office Director Mike Applegarth offered a prayer. Council Member Stroud led the Pledge of Allegiance.,,,,,,,,,,0,0
26989,1414,138,,8,,Mike Applegarth noted a typo on the April 14 minutes listed on the agenda as the April 21 minutes.,,,,,,,,,,0,0
26990,1414,138,,14,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,1
26991,1414,138,,2,,"Council Staff Present:

Mike Applegarth, Executive Director
Dustin Fratto, Senior Management Analyst
Tracy Cowdell, Council Attorney

Administration Present:

Mayor Bradburn
Matt Huish, Chief Administrative Officer
Evelyn Everton, Deputy Mayor
Bob Thompson, City Attorney
Ian Williams, Animal Services Director
Scott Earl, Parks and Recreation Director",,,,,,,,,,0,0
27022,1415,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
27023,1415,138,2,,,"The April 28, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the City Council Executive Director at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:

https://zoom.us/webinar/register/WN_xbhbS12nRDGRcAgZ9EpJzg 
After registering, you will receive a confirmation email containing information about joining the webinar.

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 346 248 7799  or +1 669 900 6833  or +1 253 215 8782  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866 
    Webinar ID: 912 8735 6356",,,,,,,,,,0,0
27025,1415,138,3,3,5:15,Council Meeting: Business Session,,,,,,,,,,0,0
27027,1415,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27028,1415,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27029,1415,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27030,1415,138,7,7,,Council Member Business,,,,,,,,,,0,0
27031,1415,138,8,,,Mayor's Report,,,,,,,,,,0,0
27032,1415,138,9,9,,CAO Report,,,,,,,,,,0,0
27037,1415,138,10,10,,Voting Items,,,,,,,,,,0,0
27038,1415,138,11,12,,Consent Calendar,,,,,,,,,,0,0
27039,1415,138,12,13,1.,"Approval of the April 21, 2020 City Council meeting minutes.",3879,20-122,Minutes,Consent Agenda,approved,,,1,Pass,0,1
27040,1415,138,13,14,,Council Items,,,,,,,,,,0,0
27041,1415,138,14,15,2.,"Council Member Houseman recommending adoption of Resolution 20-11C admitting the Town of Brighton to the Central Wasatch Commission, and amending the CWC interlocal agreement relative to ""appointed"" and ""ex officio"" commissioners.",3874,20-117,Resolution,Agenda Ready,adopted,Marci Houseman,Cyndi Sharkey,1,Pass,0,0
27042,1415,138,15,17,6:00,Time Certain Items,,,,,,,,,,0,0
27043,1415,138,16,18,,Citizen Comments,,,,,,,,,,0,0
27044,1415,138,17,19,,Work Session Items,,,,,,,,,,0,0
27047,1415,138,18,20,3.,UTOPIA (Utah Telecommunication Open Infrastructure Agency) Fiber providing the Council with a presentation and overview of their internet service.,3877,20-120,Informational Report,Agenda Ready,,,,,,0,0
27048,1415,138,19,21,4.,Metropolitan Water District of Salt Lake and Sandy presenting the FY 2020-2021 Tentative Budget.,3878,20-121,Informational Report,Agenda Ready,,,,,,0,0
27049,1415,138,20,22,5.,Council Member Houseman requesting discussion of the Central Wasatch Commission's Mountain Transportation Plan.,3880,20-123,Informational Report,Agenda Ready,,,,,,0,0
27050,1415,138,21,23,,Adjournment,,,,,,,,,,0,0
27101,1415,138,,1,,Rollcall,,,,,,,,,,1,0
27102,1415,138,,8,,Mayor's Report,,,,,,,,,,0,0
27103,1415,138,,11,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,1
27104,1415,138,,2,,"Council Staff Present:
Mike Applegarth, Executive Director
Dustin Fratto, Senior Management Analyst
Tracy Cowdell, Council Attorney

Administration Present:
Mayor Bradburn
Matt Huish, Chief Administrative Officer
Bob Thompson, City Attorney
Tom Ward, Public Utilities Director

Guests:
Ralph Becker, Executive Director, Central Wasatch Commission
Mike DeVries, General Manager, Metropolitan Water District of Salt Lake and Sandy",,,,,,,,,,0,0
27105,1415,138,,16,,"Meeting went into brief recess.

Meeting Reconvened at 6:00 PM.",,,,,,,,,,0,0
27109,1416,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
27110,1416,138,2,,,"The May 5, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the City Council Executive Director at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

May 5, 2020 5:15 PM
Sandy City Council Meeting for May 5, 2020 

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_aGzHRhJuTlCZdX67hHGExA 

After registering, you will receive a confirmation email containing information about joining the webinar.

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 346 248 7799  or +1 669 900 6833  or +1 253 215 8782  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866 

    Webinar ID: 912 8735 6356",,,,,,,,,,0,0
27112,1416,138,3,3,5:15,Council Meeting: Business Session,,,,,,,,,,0,0
27114,1416,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27115,1416,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27116,1416,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27117,1416,138,7,7,,Council Member Business,,,,,,,,,,0,0
27118,1416,138,8,8,,Mayor's Report,,,,,,,,,,0,0
27119,1416,138,9,9,,CAO Report,,,,,,,,,,0,0
27124,1416,138,10,10,,Voting Items,,,,,,,,,,0,0
27125,1416,138,11,11,,Consent Calendar,,,,,,,,,,0,0
27126,1416,138,12,13,1.,"Approval of the April 28, 2020 City Council meeting minutes.",3896,20-139,Minutes,Consent Agenda,approved,Brooke Christensen,Zach Robinson,1,Pass,0,1
27128,1416,138,17,18,3.,"Administrative Services Department presenting the FY 2020-21 Tentative Budget and recommending approval of Resolution 20-14C adopting tentative budgets for Sandy City and the Alta Canyon Recreation District for FY 2020-21, scheduling a public hearing for final approval, and providing for public access to the tentative budgets and schedules.",3897,20-140,Resolution,Agenda Ready,,,,,,0,0
27129,1416,138,14,15,6:00,Time Certain Items,,,,,,,,,,0,0
27130,1416,138,15,16,,Citizen Comments,,,,,,,,,,0,0
27132,1416,138,16,17,,Public Hearing(s),,,,,,,,,,0,0
27134,1416,138,13,14,2.,Proclamation recognizing May 2020 as Building and Safety Month,3883,20-126,Special Recognition,Passed,approved,,,,,0,0
27136,1416,138,18,20,,Adjournment,,,,,,,,,,0,0
27137,1416,138,,1,,Rollcall,,,,,,,,,,1,0
27138,1416,138,,19,3.,"Administrative Services Department presenting the FY 2020-21 Tentative Budget and recommending approval of Resolution 20-14C adopting tentative budgets for Sandy City and the Alta Canyon Recreation District for FY 2020-21, scheduling a public hearing for final approval, and providing for public access to the tentative budgets and schedules.",3897,20-140,Resolution,Agenda Ready,adopted,Cyndi Sharkey,Monica Zoltanski,1,Pass,0,0
