year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2019,municipal general,Council,St George City Council,69,SG44,BETTE O ARIAL,134
2019,municipal general,Council,St George City Council,69,SG44,DANNIELLE LARKIN,234
2019,municipal general,Council,St George City Council,69,SG44,ED BACA,135
2019,municipal general,Council,St George City Council,69,SG44,GREG ALDRED,158
2019,municipal general,Council,St George City Council,69,SG44,GREGG MCARTHUR,205
2019,municipal general,Council,St George City Council,69,SG44,JIMMIE B HUGHES,233
2019,municipal general,Council,St George City Council,7,HU56,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,7,HU56,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,7,HU56,ED BACA,0
2019,municipal general,Council,St George City Council,7,HU56,GREG ALDRED,0
2019,municipal general,Council,St George City Council,7,HU56,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,7,HU56,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,70,SG45,BETTE O ARIAL,81
2019,municipal general,Council,St George City Council,70,SG45,DANNIELLE LARKIN,107
2019,municipal general,Council,St George City Council,70,SG45,ED BACA,81
2019,municipal general,Council,St George City Council,70,SG45,GREG ALDRED,77
2019,municipal general,Council,St George City Council,70,SG45,GREGG MCARTHUR,143
2019,municipal general,Council,St George City Council,70,SG45,JIMMIE B HUGHES,150
2019,municipal general,Council,St George City Council,71,SG46,BETTE O ARIAL,188
2019,municipal general,Council,St George City Council,71,SG46,DANNIELLE LARKIN,219
2019,municipal general,Council,St George City Council,71,SG46,ED BACA,171
2019,municipal general,Council,St George City Council,71,SG46,GREG ALDRED,201
2019,municipal general,Council,St George City Council,71,SG46,GREGG MCARTHUR,279
2019,municipal general,Council,St George City Council,71,SG46,JIMMIE B HUGHES,255
2019,municipal general,Council,St George City Council,72,SG47,BETTE O ARIAL,144
2019,municipal general,Council,St George City Council,72,SG47,DANNIELLE LARKIN,204
2019,municipal general,Council,St George City Council,72,SG47,ED BACA,156
2019,municipal general,Council,St George City Council,72,SG47,GREG ALDRED,147
2019,municipal general,Council,St George City Council,72,SG47,GREGG MCARTHUR,177
2019,municipal general,Council,St George City Council,72,SG47,JIMMIE B HUGHES,191
2019,municipal general,Council,St George City Council,73,SG48,BETTE O ARIAL,74
2019,municipal general,Council,St George City Council,73,SG48,DANNIELLE LARKIN,92
2019,municipal general,Council,St George City Council,73,SG48,ED BACA,94
2019,municipal general,Council,St George City Council,73,SG48,GREG ALDRED,80
2019,municipal general,Council,St George City Council,73,SG48,GREGG MCARTHUR,107
2019,municipal general,Council,St George City Council,73,SG48,JIMMIE B HUGHES,111
2019,municipal general,Council,St George City Council,74,SG49,BETTE O ARIAL,90
2019,municipal general,Council,St George City Council,74,SG49,DANNIELLE LARKIN,108
2019,municipal general,Council,St George City Council,74,SG49,ED BACA,90
2019,municipal general,Council,St George City Council,74,SG49,GREG ALDRED,75
2019,municipal general,Council,St George City Council,74,SG49,GREGG MCARTHUR,128
2019,municipal general,Council,St George City Council,74,SG49,JIMMIE B HUGHES,106
2019,municipal general,Council,St George City Council,75,SG50,BETTE O ARIAL,34
2019,municipal general,Council,St George City Council,75,SG50,DANNIELLE LARKIN,108
2019,municipal general,Council,St George City Council,75,SG50,ED BACA,31
2019,municipal general,Council,St George City Council,75,SG50,GREG ALDRED,70
2019,municipal general,Council,St George City Council,75,SG50,GREGG MCARTHUR,104
2019,municipal general,Council,St George City Council,75,SG50,JIMMIE B HUGHES,70
2019,municipal general,Council,St George City Council,76,SG51,BETTE O ARIAL,144
2019,municipal general,Council,St George City Council,76,SG51,DANNIELLE LARKIN,171
2019,municipal general,Council,St George City Council,76,SG51,ED BACA,168
2019,municipal general,Council,St George City Council,76,SG51,GREG ALDRED,206
2019,municipal general,Council,St George City Council,76,SG51,GREGG MCARTHUR,210
2019,municipal general,Council,St George City Council,76,SG51,JIMMIE B HUGHES,223
2019,municipal general,Council,St George City Council,77,WA60,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,77,WA60,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,77,WA60,ED BACA,0
2019,municipal general,Council,St George City Council,77,WA60,GREG ALDRED,0
2019,municipal general,Council,St George City Council,77,WA60,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,77,WA60,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,78,WA61,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,78,WA61,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,78,WA61,ED BACA,0
2019,municipal general,Council,St George City Council,78,WA61,GREG ALDRED,0
2019,municipal general,Council,St George City Council,78,WA61,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,78,WA61,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,79,WA62,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,79,WA62,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,79,WA62,ED BACA,0
2019,municipal general,Council,St George City Council,79,WA62,GREG ALDRED,0
2019,municipal general,Council,St George City Council,79,WA62,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,79,WA62,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,8,HU57,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,8,HU57,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,8,HU57,ED BACA,0
2019,municipal general,Council,St George City Council,8,HU57,GREG ALDRED,0
2019,municipal general,Council,St George City Council,8,HU57,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,8,HU57,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,80,WA63,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,80,WA63,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,80,WA63,ED BACA,0
2019,municipal general,Council,St George City Council,80,WA63,GREG ALDRED,0
2019,municipal general,Council,St George City Council,80,WA63,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,80,WA63,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,81,WA64,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,81,WA64,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,81,WA64,ED BACA,0
2019,municipal general,Council,St George City Council,81,WA64,GREG ALDRED,0
2019,municipal general,Council,St George City Council,81,WA64,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,81,WA64,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,82,WA65,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,82,WA65,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,82,WA65,ED BACA,0
2019,municipal general,Council,St George City Council,82,WA65,GREG ALDRED,0
2019,municipal general,Council,St George City Council,82,WA65,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,82,WA65,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,83,WA66,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,83,WA66,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,83,WA66,ED BACA,0
2019,municipal general,Council,St George City Council,83,WA66,GREG ALDRED,0
2019,municipal general,Council,St George City Council,83,WA66,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,83,WA66,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,84,WA67,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,84,WA67,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,84,WA67,ED BACA,0
2019,municipal general,Council,St George City Council,84,WA67,GREG ALDRED,0
2019,municipal general,Council,St George City Council,84,WA67,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,84,WA67,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,85,WA68,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,85,WA68,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,85,WA68,ED BACA,0
2019,municipal general,Council,St George City Council,85,WA68,GREG ALDRED,0
2019,municipal general,Council,St George City Council,85,WA68,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,85,WA68,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,86,WA69,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,86,WA69,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,86,WA69,ED BACA,0
2019,municipal general,Council,St George City Council,86,WA69,GREG ALDRED,0
2019,municipal general,Council,St George City Council,86,WA69,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,86,WA69,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,87,WA70,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,87,WA70,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,87,WA70,ED BACA,0
2019,municipal general,Council,St George City Council,87,WA70,GREG ALDRED,0
2019,municipal general,Council,St George City Council,87,WA70,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,87,WA70,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,88,WA71,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,88,WA71,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,88,WA71,ED BACA,0
2019,municipal general,Council,St George City Council,88,WA71,GREG ALDRED,0
2019,municipal general,Council,St George City Council,88,WA71,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,88,WA71,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,89,WA72,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,89,WA72,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,89,WA72,ED BACA,0
2019,municipal general,Council,St George City Council,89,WA72,GREG ALDRED,0
2019,municipal general,Council,St George City Council,89,WA72,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,89,WA72,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,9,HU58,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,9,HU58,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,9,HU58,ED BACA,0
2019,municipal general,Council,St George City Council,9,HU58,GREG ALDRED,0
2019,municipal general,Council,St George City Council,9,HU58,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,9,HU58,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,90,WA73,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,90,WA73,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,90,WA73,ED BACA,0
2019,municipal general,Council,St George City Council,90,WA73,GREG ALDRED,0
2019,municipal general,Council,St George City Council,90,WA73,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,90,WA73,JIMMIE B HUGHES,0
2019,municipal general,Council,St George City Council,91,CODAV,BETTE O ARIAL,0
2019,municipal general,Council,St George City Council,91,CODAV,DANNIELLE LARKIN,0
2019,municipal general,Council,St George City Council,91,CODAV,ED BACA,0
2019,municipal general,Council,St George City Council,91,CODAV,GREG ALDRED,0
2019,municipal general,Council,St George City Council,91,CODAV,GREGG MCARTHUR,0
2019,municipal general,Council,St George City Council,91,CODAV,JIMMIE B HUGHES,0
2021,municipal general,Council,St George City Council,0001,AV51,GREG ALDRED,0
2021,municipal general,Council,St George City Council,0001,AV51,MICHELLE TANNER,0
2021,municipal general,Council,St George City Council,0001,AV51,NATALIE LARSEN,0
2021,municipal general,Council,St George City Council,0001,AV51,VARDELL H CURTIS,0
2021,municipal general,Council,St George City Council,0002,COCNBR,GREG ALDRED,0
2021,municipal general,Council,St George City Council,0002,COCNBR,MICHELLE TANNER,0
2021,municipal general,Council,St George City Council,0002,COCNBR,NATALIE LARSEN,0
2021,municipal general,Council,St George City Council,0002,COCNBR,VARDELL H CURTIS,0
2021,municipal general,Council,St George City Council,0003,CODXDR,GREG ALDRED,0
2021,municipal general,Council,St George City Council,0003,CODXDR,MICHELLE TANNER,0
2021,municipal general,Council,St George City Council,0003,CODXDR,NATALIE LARSEN,0
2021,municipal general,Council,St George City Council,0003,CODXDR,VARDELL H CURTIS,0
2021,municipal general,Council,St George City Council,0004,COGL,GREG ALDRED,0
2021,municipal general,Council,St George City Council,0004,COGL,MICHELLE TANNER,0
2021,municipal general,Council,St George City Council,0004,COGL,NATALIE LARSEN,0
2021,municipal general,Council,St George City Council,0004,COGL,VARDELL H CURTIS,0
2021,municipal general,Council,St George City Council,0005,CONH,GREG ALDRED,0
2021,municipal general,Council,St George City Council,0005,CONH,MICHELLE TANNER,0
