source_file,scope,contest,parsed_sum,printed_total,match
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct UIN001,COUNTY COMMISSION SEAT C,739,739,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct UIN001,COUNTY ASSESSOR,671,671,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct UIN001,COUNTY RECORDER/SURVEYOR,719,719,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct UIN001,COUNTY TREASURER,584,584,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY001,COUNTY COMMISSION SEAT C,886,886,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY001,COUNTY ASSESSOR,780,780,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY001,COUNTY RECORDER/SURVEYOR,876,876,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY001,COUNTY TREASURER,659,659,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY002,COUNTY COMMISSION SEAT C,1210,1210,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY002,COUNTY ASSESSOR,1017,1017,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY002,COUNTY RECORDER/SURVEYOR,1184,1184,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY002,COUNTY TREASURER,865,865,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY003,COUNTY COMMISSION SEAT C,860,860,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY003,COUNTY ASSESSOR,730,730,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY003,COUNTY RECORDER/SURVEYOR,860,860,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY003,COUNTY TREASURER,615,615,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY004,COUNTY COMMISSION SEAT C,1323,1323,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY004,COUNTY ASSESSOR,1111,1111,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY004,COUNTY RECORDER/SURVEYOR,1298,1298,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct VLY004,COUNTY TREASURER,939,939,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT001,COUNTY COMMISSION SEAT C,626,626,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT001,COUNTY ASSESSOR,546,546,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT001,COUNTY RECORDER/SURVEYOR,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT001,COUNTY TREASURER,406,406,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT002,COUNTY COMMISSION SEAT C,584,584,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT002,COUNTY ASSESSOR,493,493,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT002,COUNTY RECORDER/SURVEYOR,576,576,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT002,COUNTY TREASURER,349,349,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT003,COUNTY COMMISSION SEAT C,492,492,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT003,COUNTY ASSESSOR,414,414,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT003,COUNTY RECORDER/SURVEYOR,484,484,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT003,COUNTY TREASURER,306,306,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT004,COUNTY COMMISSION SEAT C,656,656,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT004,COUNTY ASSESSOR,570,570,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT004,COUNTY RECORDER/SURVEYOR,645,645,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT004,COUNTY TREASURER,399,399,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT005,COUNTY COMMISSION SEAT C,543,543,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT005,COUNTY ASSESSOR,470,470,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT005,COUNTY RECORDER/SURVEYOR,534,534,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT005,COUNTY TREASURER,360,360,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT006,COUNTY COMMISSION SEAT C,808,808,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT006,COUNTY ASSESSOR,707,707,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT006,COUNTY RECORDER/SURVEYOR,793,793,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WAT006,COUNTY TREASURER,527,527,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCP001,COUNTY COMMISSION SEAT C,179,179,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCP001,COUNTY ASSESSOR,158,158,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCP001,COUNTY RECORDER/SURVEYOR,179,179,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCP001,COUNTY TREASURER,146,146,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU001,COUNTY COMMISSION SEAT C,776,776,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU001,COUNTY ASSESSOR,652,652,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU001,COUNTY RECORDER/SURVEYOR,760,760,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU001,COUNTY TREASURER,511,511,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU002,COUNTY COMMISSION SEAT C,865,865,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU002,COUNTY ASSESSOR,761,761,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU002,COUNTY RECORDER/SURVEYOR,841,841,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCU002,COUNTY TREASURER,648,648,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW001,COUNTY COMMISSION SEAT C,604,604,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW001,COUNTY ASSESSOR,563,563,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW001,COUNTY RECORDER/SURVEYOR,601,601,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW001,COUNTY TREASURER,519,519,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW002,COUNTY COMMISSION SEAT C,541,541,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW002,COUNTY ASSESSOR,503,503,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW002,COUNTY RECORDER/SURVEYOR,535,535,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW002,COUNTY TREASURER,465,465,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW003,COUNTY COMMISSION SEAT C,49,49,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW003,COUNTY ASSESSOR,44,44,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW003,COUNTY RECORDER/SURVEYOR,47,47,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW003,COUNTY TREASURER,44,44,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW004,COUNTY COMMISSION SEAT C,250,250,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW004,COUNTY ASSESSOR,235,235,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW004,COUNTY RECORDER/SURVEYOR,246,246,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WCW004,COUNTY TREASURER,214,214,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV001,COUNTY COMMISSION SEAT C,1447,1447,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV001,COUNTY ASSESSOR,1331,1331,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV001,COUNTY RECORDER/SURVEYOR,1434,1434,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV001,COUNTY TREASURER,1180,1180,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV002,COUNTY COMMISSION SEAT C,784,784,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV002,COUNTY ASSESSOR,712,712,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV002,COUNTY RECORDER/SURVEYOR,782,782,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV002,COUNTY TREASURER,637,637,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV003,COUNTY COMMISSION SEAT C,1064,1064,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV003,COUNTY ASSESSOR,946,946,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV003,COUNTY RECORDER/SURVEYOR,1057,1057,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV003,COUNTY TREASURER,804,804,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV004,COUNTY COMMISSION SEAT C,1870,1870,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV004,COUNTY ASSESSOR,1686,1686,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV004,COUNTY RECORDER/SURVEYOR,1867,1867,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV004,COUNTY TREASURER,1316,1316,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV005,COUNTY COMMISSION SEAT C,373,373,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV005,COUNTY ASSESSOR,332,332,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV005,COUNTY RECORDER/SURVEYOR,361,361,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV005,COUNTY TREASURER,284,284,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV006,COUNTY COMMISSION SEAT C,458,458,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV006,COUNTY ASSESSOR,428,428,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV006,COUNTY RECORDER/SURVEYOR,455,455,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV006,COUNTY TREASURER,408,408,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV007,COUNTY COMMISSION SEAT C,802,802,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV007,COUNTY ASSESSOR,722,722,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV007,COUNTY RECORDER/SURVEYOR,791,791,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV007,COUNTY TREASURER,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV008,COUNTY COMMISSION SEAT C,343,343,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV008,COUNTY ASSESSOR,296,296,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV008,COUNTY RECORDER/SURVEYOR,341,341,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WHV008,COUNTY TREASURER,223,223,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO002,COUNTY COMMISSION SEAT C,15,15,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO002,COUNTY ASSESSOR,15,15,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO002,COUNTY RECORDER/SURVEYOR,15,15,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO002,COUNTY TREASURER,15,15,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO003,COUNTY COMMISSION SEAT C,47,47,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO003,COUNTY ASSESSOR,42,42,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO003,COUNTY RECORDER/SURVEYOR,47,47,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct WNO003,COUNTY TREASURER,34,34,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP02,COMMISSIONER SEAT A,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP02,COMMISSIONER SEAT B,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP02,CLERK/AUDITOR,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP04,COMMISSIONER SEAT A,21,21,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP04,COMMISSIONER SEAT B,21,21,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CNP04,CLERK/AUDITOR,20,20,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV01,COMMISSIONER SEAT A,287,287,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV01,COMMISSIONER SEAT B,278,278,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV01,CLERK/AUDITOR,281,281,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV02,COMMISSIONER SEAT A,282,282,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV02,COMMISSIONER SEAT B,267,267,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV02,CLERK/AUDITOR,255,255,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV03,COMMISSIONER SEAT A,304,304,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV03,COMMISSIONER SEAT B,284,284,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV03,CLERK/AUDITOR,289,289,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV04,COMMISSIONER SEAT A,332,332,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV04,COMMISSIONER SEAT B,319,319,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV04,CLERK/AUDITOR,320,320,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV05,COMMISSIONER SEAT A,76,76,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV05,COMMISSIONER SEAT B,73,73,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV05,CLERK/AUDITOR,75,75,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV06,COMMISSIONER SEAT A,327,327,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV06,COMMISSIONER SEAT B,303,303,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct COV06,CLERK/AUDITOR,304,304,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU01,COMMISSIONER SEAT A,330,330,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU01,COMMISSIONER SEAT B,317,317,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU01,CLERK/AUDITOR,321,321,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU02,COMMISSIONER SEAT A,280,280,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU02,COMMISSIONER SEAT B,270,270,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CSU02,CLERK/AUDITOR,268,268,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS01,COMMISSIONER SEAT A,91,91,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS01,COMMISSIONER SEAT B,91,91,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS01,CLERK/AUDITOR,91,91,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS02,COMMISSIONER SEAT A,191,191,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS02,COMMISSIONER SEAT B,190,190,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS02,CLERK/AUDITOR,192,192,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS03,COMMISSIONER SEAT A,92,92,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS03,COMMISSIONER SEAT B,90,90,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS03,CLERK/AUDITOR,90,90,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS04,COMMISSIONER SEAT A,143,143,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS04,COMMISSIONER SEAT B,140,140,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS04,CLERK/AUDITOR,141,141,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS05,COMMISSIONER SEAT A,220,220,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS05,COMMISSIONER SEAT B,221,221,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS05,CLERK/AUDITOR,220,220,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS06,COMMISSIONER SEAT A,145,145,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS06,COMMISSIONER SEAT B,141,141,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS06,CLERK/AUDITOR,143,143,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS07,COMMISSIONER SEAT A,63,63,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS07,COMMISSIONER SEAT B,63,63,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS07,CLERK/AUDITOR,63,63,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS08,COMMISSIONER SEAT A,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS08,COMMISSIONER SEAT B,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS08,CLERK/AUDITOR,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS09,COMMISSIONER SEAT A,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS09,COMMISSIONER SEAT B,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct CWS09,CLERK/AUDITOR,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW01,COMMISSIONER SEAT A,221,221,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW01,COMMISSIONER SEAT B,218,218,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW01,CLERK/AUDITOR,219,219,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW02,COMMISSIONER SEAT A,211,211,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW02,COMMISSIONER SEAT B,211,211,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW02,CLERK/AUDITOR,211,211,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW03,COMMISSIONER SEAT A,223,223,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW03,COMMISSIONER SEAT B,221,221,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW03,CLERK/AUDITOR,218,218,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW04,COMMISSIONER SEAT A,273,273,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW04,COMMISSIONER SEAT B,270,270,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW04,CLERK/AUDITOR,270,270,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW05,COMMISSIONER SEAT A,295,295,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW05,COMMISSIONER SEAT B,287,287,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct FRW05,CLERK/AUDITOR,291,291,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR01,COMMISSIONER SEAT A,49,49,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR01,COMMISSIONER SEAT B,48,48,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR01,CLERK/AUDITOR,52,52,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR02,COMMISSIONER SEAT A,257,257,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR02,COMMISSIONER SEAT B,254,254,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR02,CLERK/AUDITOR,254,254,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR03,COMMISSIONER SEAT A,187,187,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR03,COMMISSIONER SEAT B,183,183,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR03,CLERK/AUDITOR,182,182,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR04,COMMISSIONER SEAT A,294,294,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR04,COMMISSIONER SEAT B,288,288,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HAR04,CLERK/AUDITOR,287,287,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR11,COMMISSIONER SEAT A,258,258,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR11,COMMISSIONER SEAT B,254,254,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR11,CLERK/AUDITOR,254,254,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR12,COMMISSIONER SEAT A,203,203,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR12,COMMISSIONER SEAT B,198,198,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR12,CLERK/AUDITOR,196,196,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR20,COMMISSIONER SEAT A,89,89,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR20,COMMISSIONER SEAT B,87,87,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR20,CLERK/AUDITOR,88,88,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR21,COMMISSIONER SEAT A,241,241,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR21,COMMISSIONER SEAT B,241,241,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR21,CLERK/AUDITOR,238,238,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR22,COMMISSIONER SEAT A,168,168,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR22,COMMISSIONER SEAT B,166,166,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR22,CLERK/AUDITOR,168,168,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR30,COMMISSIONER SEAT A,207,207,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR30,COMMISSIONER SEAT B,208,208,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR30,CLERK/AUDITOR,206,206,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR31,COMMISSIONER SEAT A,133,133,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR31,COMMISSIONER SEAT B,132,132,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HPR31,CLERK/AUDITOR,134,134,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HUN01,COMMISSIONER SEAT A,154,154,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HUN01,COMMISSIONER SEAT B,143,143,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct HUN01,CLERK/AUDITOR,146,146,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC01,COMMISSIONER SEAT A,190,190,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC01,COMMISSIONER SEAT B,183,183,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC01,CLERK/AUDITOR,186,186,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC02,COMMISSIONER SEAT A,115,115,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC02,COMMISSIONER SEAT B,116,116,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC02,CLERK/AUDITOR,115,115,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC03,COMMISSIONER SEAT A,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC03,COMMISSIONER SEAT B,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct MSC03,CLERK/AUDITOR,0,0,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG01,COMMISSIONER SEAT A,197,197,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG01,COMMISSIONER SEAT B,198,198,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG01,CLERK/AUDITOR,196,196,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG02,COMMISSIONER SEAT A,143,143,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG02,COMMISSIONER SEAT B,142,142,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG02,CLERK/AUDITOR,142,142,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG03,COMMISSIONER SEAT A,227,227,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG03,COMMISSIONER SEAT B,223,223,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG03,CLERK/AUDITOR,220,220,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG04,COMMISSIONER SEAT A,248,248,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG04,COMMISSIONER SEAT B,243,243,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG04,CLERK/AUDITOR,244,244,True
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,precinct NOG05,COMMISSIONER SEAT A,263,263,True
