session,bill_no,title,sponsor,relevance,bill_url
2015GS,HB0218,Nurse Practice Act Amendments,"Rep. DiCaro, S.",,https://le.utah.gov/~2015/bills/static/HB0218.html
2015GS,HB0219,Election Day Voter Registration Pilot Project Amendments,"Rep. Chavez-Houck, R.",,https://le.utah.gov/~2015/bills/static/HB0219.html
2015GS,HB0220,Vote by Mail Amendments,"Rep. Chavez-Houck, R.",,https://le.utah.gov/~2015/bills/static/HB0220.html
2015GS,HB0221,Assessment Foreclosure Amendments,"Rep. Webb, R. C.",,https://le.utah.gov/~2015/bills/static/HB0221.html
2015GS,HB0222,Farmland Assessment Act Amendments,"Rep. Noel, M.",,https://le.utah.gov/~2015/bills/static/HB0222.html
2015GS,HB0223,Little Sahara State Park Designation,"Rep. Eliason, S.",,https://le.utah.gov/~2015/bills/static/HB0223.html
2015GS,HB0224,Beekeeping Amendments,"Rep. Roberts, M.",,https://le.utah.gov/~2015/bills/static/HB0224.html
2015GS,HB0225,Goblin Valley State Park Expansion,"Rep. Eliason, S.",,https://le.utah.gov/~2015/bills/static/HB0225.html
2015GS,HB0226,Air Quality Revisions,"Rep. Edwards, R.",,https://le.utah.gov/~2015/bills/static/HB0226.html
2015GS,HB0227,Real Estate Amendments,"Rep. Froerer, G.",,https://le.utah.gov/~2015/bills/static/HB0227.html
2015GS,HB0228,Appellate Bond Amendments,"Rep. Sagers, D.",,https://le.utah.gov/~2015/bills/static/HB0228.html
2015GS,HB0229,Air Quality Modifications,"Rep. Edwards, R.",,https://le.utah.gov/~2015/bills/static/HB0229.html
2015GS,HB0230,Coverage for Eosinophilic Disorders,"Rep. Moss, C.",,https://le.utah.gov/~2015/bills/static/HB0230.html
2015GS,HB0231,School Board Levy Amendments,"Rep. Powell, K.",,https://le.utah.gov/~2015/bills/static/HB0231.html
2015GS,HB0232,Veteran Employment Protection Act,"Rep. McKell, M.",,https://le.utah.gov/~2015/bills/static/HB0232.html
2015GS,HB0233,Military Education Amendments,"Rep. Oda, C.",,https://le.utah.gov/~2015/bills/static/HB0233.html
2015GS,HB0234,Lobbyist Disclosure and Regulation Act Modifications,"Rep. McKell, M.",,https://le.utah.gov/~2015/bills/static/HB0234.html
2015GS,HB0235,Occupational Licensing Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0235.html
2015GS,HB0236,Tipped Employee Wage Amendments,"Rep. Miller, J.",,https://le.utah.gov/~2015/bills/static/HB0236.html
2015GS,HB0237,Vision Screening Amendments,"Rep. Brown, M.",,https://le.utah.gov/~2015/bills/static/HB0237.html
2015GS,HB0238,License Plate Obstruction Amendments,"Rep. Redd, E.",,https://le.utah.gov/~2015/bills/static/HB0238.html
2015GS,HB0239,Human Resource Management Market Research Amendments,"Rep. Hutchings, E.",,https://le.utah.gov/~2015/bills/static/HB0239.html
2015GS,HB0240,Judicial Discretion in Sentencing Amendments,"Rep. McIff, K.",,https://le.utah.gov/~2015/bills/static/HB0240.html
2015GS,HB0241,Nonprofit Limited-service Retailer Amendments,"Rep. Powell, K.",,https://le.utah.gov/~2015/bills/static/HB0241.html
2015GS,HB0242,State and Local Government Employee Policies,"Rep. Miller, J.",,https://le.utah.gov/~2015/bills/static/HB0242.html
2015GS,HB0243,Vintage Vehicle Amendments,"Rep. Cox, F.",,https://le.utah.gov/~2015/bills/static/HB0243.html
2015GS,HB0244,Alimony Support Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2015/bills/static/HB0244.html
2015GS,HB0245,Incorporation Process for Cities and Towns,"Rep. Brown, M.",incorporation,https://le.utah.gov/~2015/bills/static/HB0245.html
2015GS,HB0246,Amendments to Fire Code,"Rep. Kennedy, M.",,https://le.utah.gov/~2015/bills/static/HB0246.html
2015GS,HB0247,Daylight Saving Time Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0247.html
2015GS,HB0248,Campaign Finance Reporting Revisions,"Rep. Hall, C.",,https://le.utah.gov/~2015/bills/static/HB0248.html
2015GS,HB0249,Rights of Children Conceived Through Artificial Insemination,"Rep. Pitcher, D.",,https://le.utah.gov/~2015/bills/static/HB0249.html
2015GS,HB0250,Special Service Districts Amendments,"Rep. Kennedy, M.",,https://le.utah.gov/~2015/bills/static/HB0250.html
2015GS,HB0251,Amendments to the Interlocal Act,"Rep. Anderson, Johnny",,https://le.utah.gov/~2015/bills/static/HB0251.html
2015GS,HB0252,Human Trafficking Amendments,"Rep. King, Brian S.",,https://le.utah.gov/~2015/bills/static/HB0252.html
2015GS,HB0253,Sampling Amendments,"Rep. Froerer, G.",,https://le.utah.gov/~2015/bills/static/HB0253.html
2015GS,HB0254,Livestock Branding Amendments,"Rep. Noel, M.",,https://le.utah.gov/~2015/bills/static/HB0254.html
2015GS,HB0255,State Employee Health Plan Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0255.html
2015GS,HB0256,Revenue Reviews for Certain Funds,"Rep. Eliason, S.",,https://le.utah.gov/~2015/bills/static/HB0256.html
2015GS,HB0257,Educator Licensing Modifications,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0257.html
2015GS,HB0258,Employee Classification Amendments,"Rep. Chew, S.",,https://le.utah.gov/~2015/bills/static/HB0258.html
2015GS,HB0259,Amendments to Powers and Duties of State Parks,"Rep. Powell, K.",,https://le.utah.gov/~2015/bills/static/HB0259.html
2015GS,HB0260,Concealed Firearm Permit Amendments,"Rep. Oda, C.",,https://le.utah.gov/~2015/bills/static/HB0260.html
2015GS,HB0261,Horse Tripping Amendments,"Rep. Ivory, K.",,https://le.utah.gov/~2015/bills/static/HB0261.html
2015GS,HB0262,Prison Relocation Commission Modifications,"Rep. Nelson, M.",,https://le.utah.gov/~2015/bills/static/HB0262.html
2015GS,HB0263,State School Board Powers Modifications,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0263.html
2015GS,HB0264,Competency Licensing for Educators,"Rep. Lifferth, D.",,https://le.utah.gov/~2015/bills/static/HB0264.html
2015GS,HB0265,Tire Fee Amendments,"Rep. Chavez-Houck, R.",,https://le.utah.gov/~2015/bills/static/HB0265.html
2015GS,HB0266,Vehicle Towing Amendments,"Rep. Coleman, K.",,https://le.utah.gov/~2015/bills/static/HB0266.html
2015GS,HB0267,Municipal Government Changes,"Rep. Westwood, J.",,https://le.utah.gov/~2015/bills/static/HB0267.html
2015GS,HB0268,Good Landlord Program Amendments,"Rep. Froerer, G.",,https://le.utah.gov/~2015/bills/static/HB0268.html
2015GS,HB0269,Tourist-oriented Highway Signing Program,"Rep. Noel, M.",,https://le.utah.gov/~2015/bills/static/HB0269.html
2015GS,HB0270,Building Certification Standards,"Rep. Barlow, S.",,https://le.utah.gov/~2015/bills/static/HB0270.html
2015GS,HB0271,Fuel Tax Revisions,"Rep. Lifferth, D.",,https://le.utah.gov/~2015/bills/static/HB0271.html
2015GS,HB0272,Forensic Mental Health Coordinating Council Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0272.html
2015GS,HB0273,Interest Rate Swap Amendments,"Rep. Knotwell, J.",,https://le.utah.gov/~2015/bills/static/HB0273.html
2015GS,HB0274,Jury Duty Exemption Modifications,"Rep. Miller, J.",,https://le.utah.gov/~2015/bills/static/HB0274.html
2015GS,HB0275,Highway Designation Amendments,"Rep. Fawson, J.",,https://le.utah.gov/~2015/bills/static/HB0275.html
2015GS,HB0276,Agriculture Structure Amendments,"Rep. McKell, M.",,https://le.utah.gov/~2015/bills/static/HB0276.html
2015GS,HB0277,Statute of Limitations for Civil Actions,"Rep. Ivory, K.",,https://le.utah.gov/~2015/bills/static/HB0277.html
2015GS,HB0278,Justice Court Judge Compensation,"Rep. Cox, J.",,https://le.utah.gov/~2015/bills/static/HB0278.html
2015GS,HB0279,Prescription Notification Amendments,"Rep. Gibson, F.",,https://le.utah.gov/~2015/bills/static/HB0279.html
2015GS,HB0280,Utah National Guard Command Structure Amendments,"Rep. Peterson, V.",,https://le.utah.gov/~2015/bills/static/HB0280.html
2015GS,HB0281,Revisions to Elections Law,"Rep. Cox, F.",,https://le.utah.gov/~2015/bills/static/HB0281.html
2015GS,HB0282,Online Education Program Amendments,"Rep. Daw, B.",,https://le.utah.gov/~2015/bills/static/HB0282.html
2015GS,HB0283,Media Production Vehicle Exemption,"Rep. McCay, D.",,https://le.utah.gov/~2015/bills/static/HB0283.html
2015GS,HB0284,Minor Alcohol or Drug Related Offenses and Driving Privileges,"Rep. Redd, E.",,https://le.utah.gov/~2015/bills/static/HB0284.html
2015GS,HB0285,Building Code Review and Adoption Amendments,"Rep. Wilson, B.",building,https://le.utah.gov/~2015/bills/static/HB0285.html
2015GS,HB0286,Building Code Amendments,"Rep. Cox, F.",building,https://le.utah.gov/~2015/bills/static/HB0286.html
2015GS,HB0287,Transferable Development Agreements,"Rep. Powell, K.",development,https://le.utah.gov/~2015/bills/static/HB0287.html
2015GS,HB0288,Line-of-duty Death Benefits for Peace Officers and Firefighters,"Rep. Ray, P.",,https://le.utah.gov/~2015/bills/static/HB0288.html
2015GS,HB0289,Highway Special Event Permitting,"Rep. Froerer, G.",,https://le.utah.gov/~2015/bills/static/HB0289.html
2015GS,HB0290,New Car Dealership Franchise Amendments,"Rep. McKell, M.",,https://le.utah.gov/~2015/bills/static/HB0290.html
2015GS,HB0291,Procurement Changes,"Rep. Stratton, K.",,https://le.utah.gov/~2015/bills/static/HB0291.html
2015GS,HB0292,Emergency Medical Service Providers Amendments,"Rep. McCay, D.",,https://le.utah.gov/~2015/bills/static/HB0292.html
2015GS,HB0293,"Science, Technology, Engineering, and Mathematics Education Program Amendments","Rep. Peterson, V.",,https://le.utah.gov/~2015/bills/static/HB0293.html
2015GS,HB0294,School Transportation Amendments,"Rep. Ipson, D.",,https://le.utah.gov/~2015/bills/static/HB0294.html
2015GS,HB0295,Motor Vehicle Business Regulation Amendments,"Rep. Roberts, M.",,https://le.utah.gov/~2015/bills/static/HB0295.html
2015GS,HB0296,Government Use of Unmanned Aerial Vehicles - Amendments,"Rep. Sandall, S.",,https://le.utah.gov/~2015/bills/static/HB0296.html
2015GS,HB0297,State School Board Elections Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0297.html
2015GS,HB0298,Exemptions Act Amendments,"Rep. Ivory, K.",,https://le.utah.gov/~2015/bills/static/HB0298.html
2015GS,HB0299,Attorneys Lien Amendments,"Rep. Hawkes, T.",,https://le.utah.gov/~2015/bills/static/HB0299.html
2015GS,HB0300,Firearm and Dangerous Weapons Amendments,"Rep. Greene, B.",,https://le.utah.gov/~2015/bills/static/HB0300.html
2015GS,HB0301,Pesticide Application Notification Amendments,"Rep. King, Brian S.",,https://le.utah.gov/~2015/bills/static/HB0301.html
2015GS,HB0302,Traffic Safety Lights on Vehicles,"Rep. Perry, L.",,https://le.utah.gov/~2015/bills/static/HB0302.html
2015GS,HB0303,Legislative Approval of Land Transfers,"Rep. Stratton, K.",,https://le.utah.gov/~2015/bills/static/HB0303.html
2015GS,HB0304,Homeowner Association Utilities Amendments,"Rep. Pitcher, D.",,https://le.utah.gov/~2015/bills/static/HB0304.html
2015GS,HB0305,State Board of Education Membership Amendments,"Rep. McCay, D.",,https://le.utah.gov/~2015/bills/static/HB0305.html
2015GS,HB0306,Fees for Government Records Requests,"Rep. King, Brian S.",,https://le.utah.gov/~2015/bills/static/HB0306.html
2015GS,HB0307,Medicaid Expansion Provisions,"Rep. Spendlove, R.",,https://le.utah.gov/~2015/bills/static/HB0307.html
2015GS,HB0308,Search Warrant Amendments,"Rep. Snow, V. L.",,https://le.utah.gov/~2015/bills/static/HB0308.html
2015GS,HB0309,Living Wage,"Rep. Miller, J.",,https://le.utah.gov/~2015/bills/static/HB0309.html
2015GS,HB0310,Vintage Motorcycle Amendments,"Rep. Peterson, J.",,https://le.utah.gov/~2015/bills/static/HB0310.html
2015GS,HB0311,Private Investigator and Bail Recovery Licensure Amendments,"Rep. Oda, C.",,https://le.utah.gov/~2015/bills/static/HB0311.html
2015GS,HB0312,Reporting and Expenditure of Public Funds Amendments,"Rep. DiCaro, S.",,https://le.utah.gov/~2015/bills/static/HB0312.html
2015GS,HB0313,Primary Elections Modifications,"Rep. Roberts, M.",,https://le.utah.gov/~2015/bills/static/HB0313.html
2015GS,HB0314,Money Management Act Amendments,"Rep. Cunningham, R.",,https://le.utah.gov/~2015/bills/static/HB0314.html
2015GS,HB0315,Building Permit Amendments,"Rep. Schultz, M.",building,https://le.utah.gov/~2015/bills/static/HB0315.html
2015GS,HB0316,Parental Leave for State Employees,"Rep. Miller, J.",,https://le.utah.gov/~2015/bills/static/HB0316.html
2015GS,HB0317,Destruction of Livestock,"Rep. Nelson, M.",,https://le.utah.gov/~2015/bills/static/HB0317.html
2015GS,HB0318,Domestic Asset Protection Trust Amendments,"Rep. Tanner, E.",,https://le.utah.gov/~2015/bills/static/HB0318.html
2015GS,HB0319,Jail Contracting Treatment Rate Amendments,"Rep. Noel, M.",,https://le.utah.gov/~2015/bills/static/HB0319.html
2015GS,HB0320,Private Investigator Modifications,"Rep. Ray, P.",,https://le.utah.gov/~2015/bills/static/HB0320.html
2015GS,HB0321,Vote by Mail Revisions,"Rep. Westwood, J.",,https://le.utah.gov/~2015/bills/static/HB0321.html
2015GS,HB0322,Religious Liberty Act,"Rep. Christensen, L.",,https://le.utah.gov/~2015/bills/static/HB0322.html
2015GS,HB0323,Resource Management Planning by Local Governments,"Rep. Stratton, K.",,https://le.utah.gov/~2015/bills/static/HB0323.html
2015GS,HB0324,Search and Rescue Financial Assistance Amendments,"Rep. DiCaro, S.",,https://le.utah.gov/~2015/bills/static/HB0324.html
2015GS,HB0325,Utah Law Enforcement Memorial Special Group License Plate,"Rep. Perry, L.",,https://le.utah.gov/~2015/bills/static/HB0325.html
2015GS,HB0326,Federal Funds Commission Extension,"Rep. Ivory, K.",,https://le.utah.gov/~2015/bills/static/HB0326.html
2015GS,HB0327,Personal Property Tax Amendments,"Rep. Anderson, Johnny",,https://le.utah.gov/~2015/bills/static/HB0327.html
2015GS,HB0328,Tax Changes,"Rep. McCay, D.",,https://le.utah.gov/~2015/bills/static/HB0328.html
2015GS,HB0329,Western States Presidential Primary Amendments,"Rep. Cox, J.",,https://le.utah.gov/~2015/bills/static/HB0329.html
2015GS,HB0330,Interlocal Entities Revisions,"Rep. Anderson, Johnny",,https://le.utah.gov/~2015/bills/static/HB0330.html
2015GS,HB0331,Professional Learning Grant Program,"Rep. Last, B.",,https://le.utah.gov/~2015/bills/static/HB0331.html
2015GS,HB0332,Local Transportation Corridor Preservation Fund Amendments,"Rep. Kennedy, M.",,https://le.utah.gov/~2015/bills/static/HB0332.html
2015GS,HB0333,Budget Reserve Account Amendments,"Rep. Sanpei, D.",,https://le.utah.gov/~2015/bills/static/HB0333.html
2015GS,HB0334,Child and Family Amendments,"Rep. Christensen, L.",,https://le.utah.gov/~2015/bills/static/HB0334.html
2015GS,HB0335,Southern Utah Stem Initiative,"Rep. Stanard, J.",,https://le.utah.gov/~2015/bills/static/HB0335.html
2015GS,HB0336,Insurance Adjuster Amendments,"Rep. Oda, C.",,https://le.utah.gov/~2015/bills/static/HB0336.html
2015GS,HB0337,Career and Technical Education Comprehensive Study,"Rep. Cunningham, R.",,https://le.utah.gov/~2015/bills/static/HB0337.html
2015GS,HB0338,Resolving Government Record Disputes,"Rep. Chavez-Houck, R.",,https://le.utah.gov/~2015/bills/static/HB0338.html
2015GS,HB0339,Alcoholic Beverage Service Amendments,"Rep. Powell, K.",,https://le.utah.gov/~2015/bills/static/HB0339.html
2015GS,HB0340,Voter Preregistration Amendments,"Rep. Cox, J.",,https://le.utah.gov/~2015/bills/static/HB0340.html
2015GS,HB0341,Constitutional Debt,"Rep. Knotwell, J.",,https://le.utah.gov/~2015/bills/static/HB0341.html
2015GS,HB0342,Amendments to State School Board Election Process,"Rep. Powell, K.",,https://le.utah.gov/~2015/bills/static/HB0342.html
2015GS,HB0343,Utah Communication Authority Emergency Radio and 911 Amendments,"Rep. Dee, B.",,https://le.utah.gov/~2015/bills/static/HB0343.html
2015GS,HB0344,Longitudinal Data Management Act,"Rep. Anderegg, J.",,https://le.utah.gov/~2015/bills/static/HB0344.html
2015GS,HB0345,Education Abuse Policy,"Rep. McCay, D.",,https://le.utah.gov/~2015/bills/static/HB0345.html
2015GS,HB0346,School Building Costs Reporting Amendments,"Rep. Knotwell, J.",,https://le.utah.gov/~2015/bills/static/HB0346.html
2015GS,HB0347,Retirement Window Amendments,"Rep. Cunningham, R.",,https://le.utah.gov/~2015/bills/static/HB0347.html
2015GS,HB0348,Criminal Justice Programs and Amendments,"Rep. Hutchings, E.",,https://le.utah.gov/~2015/bills/static/HB0348.html
2015GS,HB0349,School and Institutional Trust Lands Budget Amendments,"Rep. Brown, M.",,https://le.utah.gov/~2015/bills/static/HB0349.html
2015GS,HB0350,Weapons on Public Transportation,"Rep. Thurston, N.",,https://le.utah.gov/~2015/bills/static/HB0350.html
2015GS,HB0351,Planning District Amendments,"Rep. Dee, B.",,https://le.utah.gov/~2015/bills/static/HB0351.html
2015GS,HB0352,Title Insurance Reporting and Assessment Amendments,"Rep. Roberts, M.",,https://le.utah.gov/~2015/bills/static/HB0352.html
2015GS,HB0353,Probation Amendments,"Rep. Schultz, M.",,https://le.utah.gov/~2015/bills/static/HB0353.html
2015GS,HB0354,State Vehicle Amendments,"Rep. Cutler, B. R.",,https://le.utah.gov/~2015/bills/static/HB0354.html
2015GS,HB0355,Utah Agricultural Code Amendments,"Rep. Handy, S.",,https://le.utah.gov/~2015/bills/static/HB0355.html
2015GS,HB0356,Parent and Child Amendments,"Rep. Christensen, L.",,https://le.utah.gov/~2015/bills/static/HB0356.html
2015GS,HB0357,Emergency Services Account Loan Amendments,"Rep. Oda, C.",,https://le.utah.gov/~2015/bills/static/HB0357.html
2015GS,HB0358,Voted and Board Levy Amendments,"Rep. Briscoe, J.",,https://le.utah.gov/~2015/bills/static/HB0358.html
2015GS,HB0359,Driver Training Revisions,"Rep. Spendlove, R.",,https://le.utah.gov/~2015/bills/static/HB0359.html
2015GS,HB0360,Utah Education Amendments,"Rep. Christensen, L.",,https://le.utah.gov/~2015/bills/static/HB0360.html
2015GS,HB0361,Investigation Protocols for Peace Officer Use of Force,"Rep. Roberts, M.",,https://le.utah.gov/~2015/bills/static/HB0361.html
2015GS,HB0362,Transportation Infrastructure Funding,"Rep. Anderson, Johnny",,https://le.utah.gov/~2015/bills/static/HB0362.html
2015GS,HB0363,School Land Trust Program Amendments,"Rep. Cunningham, R.",,https://le.utah.gov/~2015/bills/static/HB0363.html
2015GS,HB0364,Suicide Prevention Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2015/bills/static/HB0364.html
2015GS,HB0365,Local Elections Amendments,"Rep. Nelson, M.",,https://le.utah.gov/~2015/bills/static/HB0365.html
2015GS,HB0366,Statute of Limitations for Sexual Offenses,"Rep. Christofferson, K.",,https://le.utah.gov/~2015/bills/static/HB0366.html
2015GS,HB0367,Education Ethics Training Requirement,"Rep. Briscoe, J.",,https://le.utah.gov/~2015/bills/static/HB0367.html
2015GS,HB0368,Executive Office Compensation,"Rep. Wilson, B.",,https://le.utah.gov/~2015/bills/static/HB0368.html
2015GS,HB0369,Sales and Use Taxes for Transportation Amendments,"Rep. Briscoe, J.",,https://le.utah.gov/~2015/bills/static/HB0369.html
