rollcall_id,session,bill_no,date,chamber,committee,body_name,vote_type,motion_desc,action,result,yeas,nays,absent,recorded,source_url
120,2016GS,SB0099,2/18/2016 (2:38:07 PM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 2,Senate/ substituted from # 0 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=371&house=S
121,2016GS,SB0099,2/18/2016 (2:42:03 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,24,1,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=372&house=S
122,2016GS,SB0099,2/22/2016 (11:23:01 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=435&house=S
123,2016GS,SB0099,3/8/2016 (4:33:16 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1004&house=H
124,2016GS,SB0099,3/9/2016 (11:37:40 AM),Senate,,Senate,floor,Substitute 2,Senate/ concurs with House amendment,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1368&house=S
125,2016GS,SB0150,2/29/2016 (11:44:56 AM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=701&house=S
126,2016GS,SB0150,2/29/2016 (11:49:12 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=702&house=S
127,2016GS,SB0150,3/1/2016 (10:26:47 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=777&house=S
128,2016GS,SB0150,3/1/2016 (2:32:31 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=829&house=S
129,2016GS,SB0150,3/1/2016 (2:35:05 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,23,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=830&house=S
130,2016GS,SB0150,3/10/2016 (11:40:55 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,71,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1308&house=H
131,2016GS,SB0151,2/26/2016 (2:14:52 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=659&house=S
132,2016GS,SB0151,2/26/2016 (3:55:33 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=666&house=S
133,2016GS,SB0151,2/26/2016 (3:56:42 PM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=667&house=S
134,2016GS,SB0151,2/26/2016 (4:02:43 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,21,0,8,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=668&house=S
135,2016GS,SB0151,2/29/2016 (11:29:40 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=697&house=S
136,2016GS,SB0151,3/10/2016 (10:57:37 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,52,16,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1160&house=H
137,2016GS,SB0151,3/10/2016 (2:51:59 PM),Senate,,Senate,floor,Substitute 1,Senate/ concurs with House amendment,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1526&house=S
138,2016GS,SB0169,2/29/2016 (2:55:45 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=722&house=S
139,2016GS,SB0169,3/1/2016 (10:55:18 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,23,1,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=787&house=S
140,2016GS,SB0169,3/1/2016 (11:28:59 AM),Senate,,Senate,floor,Senate/ motion to reconsider,Senate/ motion to reconsider,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=806&house=S
141,2016GS,SB0169,3/1/2016 (11:36:47 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=811&house=S
142,2016GS,SB0169,3/2/2016 (10:37:32 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=888&house=S
143,2016GS,SB0169,3/2/2016 (10:38:45 AM),Senate,,Senate,floor,Senate/ substituted from # 1 to # 2,Senate/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=889&house=S
144,2016GS,SB0169,3/2/2016 (10:43:28 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=890&house=S
145,2016GS,SB0169,3/10/2016 (9:56:14 PM),House,,House,floor,House/ substituted from # 2 to # 5,House/ substituted from # 2 to # 5,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1282&house=H
146,2016GS,SB0169,3/10/2016 (10:06:19 PM),House,,House,floor,Substitute 5,House/ passed 3rd reading,Pass,62,10,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1283&house=H
147,2016GS,SB0169,3/10/2016 (11:27:13 PM),Senate,,Senate,floor,Substitute 5,Senate/ concurs with House amendment,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1634&house=S
148,2016GS,SB0175,3/4/2016 (11:45:32 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1065&house=S
149,2016GS,SB0175,3/7/2016 (10:23:59 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1141&house=S
150,2016GS,SB0175,3/7/2016 (10:35:09 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1142&house=S
151,2016GS,SB0219,3/4/2016 (10:29:45 AM),Senate,,Senate,floor,Fair Housing Act Amendments,Senate/ passed 3rd reading,Pass,23,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1043&house=S
152,2016GS,SB0219,3/10/2016 (9:46:31 PM),House,,House,floor,Fair Housing Act Amendments,House/ passed 3rd reading,Pass,69,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2016GS&voteid=1277&house=H
153,2017GS,HB0036,1/24/2017,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,7,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=859
154,2017GS,HB0036,1/24/2017,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=862
155,2017GS,HB0036,1/26/2017 (11:40:43 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,50,22,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=38&house=H
156,2017GS,HB0036,1/31/2017,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=1222
157,2017GS,HB0036,2/1/2017 (11:40:00 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,26,3,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=122&house=S
158,2017GS,HB0036,3/8/2017 (10:04:58 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1368&house=S
159,2017GS,HB0036,3/8/2017 (12:01:08 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1395&house=S
160,2017GS,HB0036,3/8/2017 (12:01:40 PM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1396&house=S
161,2017GS,HB0036,3/8/2017 (12:04:10 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,25,2,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1397&house=S
162,2017GS,HB0036,3/9/2017 (9:36:11 AM),House,,House,floor,House/ refuse to concur with Senate amendment,House/ refuse to concur with Senate amendment,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1143&house=H
163,2017GS,HB0036,3/9/2017 (10:04:30 AM),Senate,,Senate,floor,Senate/ refused to recede from Senate amendments,Senate/ refused to recede from Senate amendments,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1472&house=S
164,2017GS,HB0036,3/9/2017 (2:31:17 PM),Senate,,Senate,floor,Senate Motion to Adopt Joint Conference Comm Rpt,Senate Motion to Adopt Joint Conference Comm Rpt,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1504&house=S
165,2017GS,HB0036,3/9/2017 (2:32:59 PM),Senate,,Senate,floor,Substitute 2,Senate Conference Committee - Final Passage,Pass,25,1,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1505&house=S
166,2017GS,HB0036,3/9/2017 (2:49:13 PM),House,,House,floor,House Motion to Adopt Joint Conference Comm Rpt,House Motion to Adopt Joint Conference Comm Rpt,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1198&house=H
167,2017GS,HB0036,3/9/2017 (2:51:52 PM),House,,House,floor,Substitute 2,House Conference Committee - Final Passage,Pass,62,9,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1199&house=H
168,2017GS,HB0037,1/30/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,13,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=1160
169,2017GS,HB0037,1/30/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,13,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=1162
170,2017GS,HB0037,2/7/2017 (11:45:36 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=156&house=H
171,2017GS,HB0037,2/13/2017,Senate,Senate Business and Labor Committee,Senate Business and Labor Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=2418
172,2017GS,HB0037,2/15/2017 (2:29:29 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=374&house=S
173,2017GS,HB0037,2/16/2017 (11:26:14 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=426&house=S
174,2017GS,HB0089,1/24/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=853
175,2017GS,HB0089,1/27/2017 (11:39:14 AM),House,,House,floor,3rd Reading,House/ passed 3rd reading,Pass,71,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=47&house=H
176,2017GS,HB0089,2/3/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1761
177,2017GS,HB0089,2/3/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Consent Calendar Recommendation - PASSED,Senate Comm - Consent Calendar Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1762
178,2017GS,HB0089,2/9/2017 (12:03:07 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=250&house=S
179,2017GS,HB0089,2/10/2017 (11:40:54 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=259&house=S
180,2017GS,HB0089,2/10/2017 (11:42:06 AM),Senate,,Senate,floor,Final Passage,Senate/ passed 3rd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=260&house=S
181,2017GS,HB0120,1/27/2017,House,House Government Operations Committee,House Government Operations Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1092
182,2017GS,HB0120,2/6/2017 (3:21:12 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=145&house=H
183,2017GS,HB0232,2/15/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=2780
184,2017GS,HB0232,2/27/2017 (2:24:54 PM),House,,House,floor,Land Use Amendments,House/ passed 3rd reading,Pass,74,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=604&house=H
185,2017GS,HB0232,3/2/2017,Senate,"Senate Transportation, Public Utilities, Energy, and Technology Committee","Senate Transportation, Public Utilities, Energy, and Technology Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=4113
186,2017GS,HB0232,3/2/2017,Senate,"Senate Transportation, Public Utilities, Energy, and Technology Committee","Senate Transportation, Public Utilities, Energy, and Technology Committee",committee,Consent Calendar Recommendation - PASSED,Senate Comm - Consent Calendar Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=4116
187,2017GS,HB0232,3/8/2017 (9:06:26 AM),Senate,,Senate,floor,Land Use Amendments,Senate/ passed 3rd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1358&house=S
188,2017GS,HB0243,2/8/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,8,0,5,1,https://le.utah.gov/mtgvotes.jsp?voteid=2097
189,2017GS,HB0243,2/8/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=2100
190,2017GS,HB0243,2/22/2017 (2:24:49 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=440&house=H
191,2017GS,HB0243,2/23/2017 (11:05:03 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=474&house=H
192,2017GS,HB0243,2/23/2017 (11:05:50 AM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=475&house=H
193,2017GS,HB0243,2/23/2017 (11:09:42 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,71,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=476&house=H
194,2017GS,HB0243,2/28/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=3777
195,2017GS,HB0243,3/8/2017 (3:43:22 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd & 3rd readings/ suspension,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1417&house=S
196,2017GS,HB0253,2/13/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,14,0,0,1,https://le.utah.gov/mtgvotes.jsp?voteid=2517
197,2017GS,HB0253,2/13/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,13,1,0,1,https://le.utah.gov/mtgvotes.jsp?voteid=2518
198,2017GS,HB0253,2/24/2017 (2:34:43 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=557&house=H
199,2017GS,HB0253,2/27/2017 (3:19:22 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=613&house=H
200,2017GS,HB0253,2/27/2017 (3:20:11 PM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=614&house=H
201,2017GS,HB0253,2/27/2017 (3:20:41 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=615&house=H
202,2017GS,HB0253,2/27/2017 (3:26:51 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,71,1,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=616&house=H
203,2017GS,HB0253,3/1/2017,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 2,Pass,3,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=4014
204,2017GS,HB0253,3/1/2017,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=4016
205,2017GS,HB0253,3/9/2017 (9:43:27 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1465&house=S
206,2017GS,HB0253,3/9/2017 (9:51:01 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1468&house=S
207,2017GS,HB0253,3/9/2017 (9:52:20 AM),Senate,,Senate,floor,Senate/ floor amendment # 3,Senate/ floor amendment # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1469&house=S
208,2017GS,HB0253,3/9/2017 (9:54:49 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd & 3rd readings/ suspension,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1470&house=S
209,2017GS,HB0270,2/17/2017,House,House Law Enforcement and Criminal Justice Committee,House Law Enforcement and Criminal Justice Committee,committee,Held - PASSED,House Comm - Held,Pass,10,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=3080
210,2017GS,HB0279,2/15/2017,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=2783
211,2017GS,HB0279,2/27/2017 (2:25:40 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=605&house=H
212,2017GS,HB0279,2/27/2017 (2:27:37 PM),House,,House,floor,Impact Fee Amendments,House/ passed 3rd reading,Pass,75,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=606&house=H
213,2017GS,HB0279,3/2/2017,Senate,"Senate Transportation, Public Utilities, Energy, and Technology Committee","Senate Transportation, Public Utilities, Energy, and Technology Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=4151
214,2017GS,HB0279,3/2/2017,Senate,"Senate Transportation, Public Utilities, Energy, and Technology Committee","Senate Transportation, Public Utilities, Energy, and Technology Committee",committee,Consent Calendar Recommendation - PASSED,Senate Comm - Consent Calendar Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=4153
215,2017GS,HB0279,3/8/2017 (9:07:47 AM),Senate,,Senate,floor,Impact Fee Amendments,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1359&house=S
216,2017GS,HB0290,2/13/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=2437
217,2017GS,HB0290,2/24/2017 (2:18:52 PM),House,,House,floor,Community Reinvestment Agency Amendments,House/ passed 3rd reading,Pass,68,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=552&house=H
