ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,linkage_note,minutes_source
2024-48,2024-08-13,2024-08-13,"approving a Zone Change on 17.6 acres located at approximately 2500 West Main Street, changing the zoning from A-5 to Public Facility.",meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-13,7,high,zone_change,1,,meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md
2024-49,2024-08-13,2024-08-13,"adopting Lehi City Municipal Code Title 5 Chapter 6 (Hyperbaric Facilities) establishing requirements for the operation of a hyperbaric facility. Garion Rowett, Fire Marshal, presented this item to the Council. He stated that this Ordinance",meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2024-08-13,2,high,other,1,,meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md
2024-50,2024-08-27,2024-08-27,granting approval of the Draper Addition Zone Designation of Planned Community on 877.46 acres located at approximately 4400 North Horton Way.,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-27,3,high,zone_change,1,,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md
2024-51,2024-08-27,2024-08-27,"granting approval of an amendment to the Skye Area Plan adding design requirements for Civic Land Uses. Curtis Minor with Core Architecture presented the proposed amendment to the Skye Area Plan. The amendment includes design standards for civic properties, specifically outdoor",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-27,4,high,area_plan_amendment,1,,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md
2024-52,2024-08-27,2024-08-27,"Consideration Ordinance #52-2024 granting approval of the TI LFAB2 Zone Change 2, changing 16-acres from Planned Community to Technical Manufacturing and another16-acres from Technical Manufacturing to Planned Community. Jake Berry was representing TI.",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-27,5,high,zone_change,1,,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md
2024-53,2024-08-27,2024-08-27,granting approval for an amendment to the Skye Area Plan adjusting the location of the area plan boundaries by adding 16-acres and removing another 16-acres.,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-27,6,high,area_plan_amendment,1,,meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council-meeting.md
2024-54,2024-09-10,2024-09-10,the Triple B zone change located at 1630 South 500 East changing the zoning on 33.17 acres from A-5 (agriculture) to R-1-22 (residential/agriculture). Tony Trane was representing the applicant.,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-09-10,3,high,zone_change,1,,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md
2024-55,2024-09-10,2024-09-10,the Diane Downs zone change located at 211 South 500 West changing the zoning on 0.73 acres from RA-1 (residential/agriculture) to R-1-Flex (residential). Tony Trane was representing the applicant.,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-09-10,4,high,zone_change,1,,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md
2024-56,2024-09-10,2024-09-10,"the Village Overlay General Plan amendment, removing the Village Overlay designation at the southwest corner of 1100 West and Pioneer Crossing. Kim Struthers stated that this is being removed at the Council’s direction.",meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-09-10,5,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md
2024-57,2024-09-10,2024-09-10,the Pioneer Village zone change located at 1200 West 1450 South changing the zoning on 14.19 acres from TH-5 (transitional holding) to R-1-22 (residential/agriculture). Tony Trane was representing the applicant.,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-09-10,6,high,zone_change,1,,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting_clip697.md
2024-58,2024-10-08,2024-10-08,"the Tronson General Plan Amendment on 0.66 acres located at 635 West State Street, changing the designation from Commercial to Heavy Commercial. Brad Tronson was the applicant. Tronson explained he purchased the property a few years",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,5,high,general_plan_amendment,2,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-59,2024-10-08,2024-10-08,"a Development Code Amendment to Chapter 26, Accessory Uses, revising the required side yard setback for accessory buildings on a corner lot. Planning Director Kim Struthers explained the amendment aims to provide more flexibility",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,6,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-60,2024-10-08,2024-10-08,"a Development Code Amendment to Table 05.030B, Nonresidential Uses, and Chapter 39, Definitions, adding data centers. Tony The Council had an extensive discussion about adding data centers to the table of uses and definitions. Concerns were raised about power and water usage, noise impacts, and",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,8,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-61,2024-10-08,2024-10-08,"a Development Code Amendment to Chapters 12- A and 12-B, adding some additional requirements to grading. The amendment addressed grading issues by adding requirements for slopes over 30%, including geotechnical reports and retaining wall plans. It also established penalties for",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,9,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-62,2024-10-08,2024-10-08,"a Development Code Amendment to Table 05.040A, revising the allowed side yard setback on corner lots from 20 to 15 for remodels. Mr. Struthers stated that this provides homeowners more flexibility to expand.",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,7,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-63,2024-10-08,2024-10-08,"a Development Code Amendment to Chapter 20, Home Occupations, adding provisions for micro schools. Kim Struthers stated that this addressed state legislation allowing micro schools as home occupations. The amendment permits up to 16 students with specific square footage",meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-08,10,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-10-07/2024-10-08_city-council-meeting.md
2024-64,2024-10-22,2024-10-22,"the Bowden General Plan Amendment on 5.18 acres located at 9861 West 9600 North changing the land use designation from VLDRA to LDR. The applicant, Corey Bowden, was not present at the meeting. Four residents spoke in",meeting_minutes/minutes/2024/2024-10-21/2024-10-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-10-22,2,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-10-21/2024-10-22_city-council-meeting.md
2024-65,2024-11-12,2024-11-12,"an Amendment to the Development Code Table 05.040A, revising the allowed rear yard setback on corner lots from 30' to 15' for remodels. Kim Struthers, Community Development Director, explained that this change will help",meeting_minutes/minutes/2024/2024-11-11/2024-11-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-11-12,5,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-11-11/2024-11-12_city-council-meeting.md
2024-67,2024-12-10,2024-12-10,"a Development Code Amendment to Chapter 37, adding an exception to the connectivity standards for vehicular safety Rick Magnus from AWA Engineering presented the development code amendment to allow an exception to the connectivity standards. This was related to a new grocery store",meeting_minutes/minutes/2024/2024-12-09/2024-12-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-12-10,5,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-12-09/2024-12-10_city-council-meeting.md
2025-01,2025-01-14,2025-01-14,the Gordon Zone Change on 1.63-acres located at 860 North 2300 West changing the zoning from A-1 to R-1-22 and Neighborhood Commercial. Kevin and Sarah Gordan presented their application to the Council. The zone change would,meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-01-14,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council-meeting.md
2025-02,2025-01-14,2025-01-14,"the Public Facility Rezone 2024 located at various locations. Kim Struthers presented the public facility rezone for several city-owned properties, including the Family Park property. Struthers explained that this rezone helps ensure these",meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-01-14,10,high,zone_change,1,,meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council-meeting.md
2025-04,2025-01-28,2025-01-28,the Garden Park Zone Change on 1.29 acres located at 515 South 100 West changing the zoning from A-1 to R-1-Flex. Adam Albrecht was the applicant. He noted that there will be a deed restriction limiting the development to four single-family lots.,meeting_minutes/minutes/2025/2025-01-27/2025-01-28_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-01-28,6,high,zone_change,1,,meeting_minutes/minutes/2025/2025-01-27/2025-01-28_city-council-meeting.md
2025-05,2025-01-28,2025-01-28,"a Development Code Amendment to Chapter 12, to update standards regarding barbed wire fencing. Kim Struthers, Community Development Director, explained the update that includes clarification of allowed uses for barbed wire and the prohibition of razor wire unless required",meeting_minutes/minutes/2025/2025-01-27/2025-01-28_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-01-28,8,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-01-27/2025-01-28_city-council-meeting.md
2025-06,2025-02-11,2025-02-11,"approval of a comprehensive Development Code amendment to Table 05.030.A, the residential table of uses. Kim Struthers presented the ordinance. While in the process of looking at the nonresidential table, the planning division took the opportunity to clarify and simplify the residential table.",meeting_minutes/minutes/2025/2025-02-10/2025-02-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-02-11,4,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-02-10/2025-02-11_city-council-meeting.md
2025-07,2025-03-18,2025-03-18,"approving the Cardenas Zone Change on 0.16 acres located at 610 East State Street changing the zoning from R-2 to Commercial. (Tabled from the January 28, 2025 meeting) The applicant was present.",meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,4,high,zone_change,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-08,2025-03-18,2025-03-18,approving the Heaton Zone Change on 0.73 acres from RA-1 to R-1-Flex located at 285 South 500 West. Travis Heaton was the applicant.,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,6,high,zone_change,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-09,2025-03-18,2025-03-18,"approving the Holbrook Farms Area Plan Amendment and concept plan to add 7.15 acres of property to the area plan at approximately 2100 North Miller Campus Drive. Spencer Moffat from Boyer Company presented the proposal, explaining they wanted a",meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,11,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-11,2025-03-18,2025-03-18,"approving a Development Code amendment to Chapter 12-B, removing the requirement that property owners cannot purchase property from the City. Mr. Struthers noted that the provision was added less than a year ago as a restrictive measure,",meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,9,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-12,2025-03-18,2025-03-18,"adopting the Morning Vista Community Reinvestment Project Area Plan, as approved by the Redevelopment Agency of Lehi City.",meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,14,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-13,2025-03-18,2025-03-18,approving the KAZ Design Build Zone Change on 0.99 acres from RA-1 to R-1-Flex located at 850 North 1200 East. Lyndon Dangerfield was the applicant.,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,7,high,zone_change,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-14,2025-03-18,2025-03-18,"approving a Development Code Amendment to Chapter 12 to update buffer and screening requirements for non-residential zones adjacent to residential zones. Kim Struthers presented the proposed amendments that would alter existing regulations,",meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-03-18,10,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-03-17/2025-03-18_city-council-meeting.md
2025-10,2025-04-08,2025-04-08,"approval of a Development Code Amendment, amending Table 05.030-B to allow auto sales and rental on parcels larger than an acre in the Commercial zone. (Tabled from the March 18, 2025 meeting.) Kim Struthers noted that the development agreement resolves the issue.",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-08,5,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2025-03-18,2025-04-08); chose last passing as adoption",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md
2025-16,2025-04-08,2025-04-08,"amending Lehi City Code Title 4 Chapter 1, for general Business License provisions. This amendment was discussed in a previous pre council meeting.",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-04-08,8,high,other,1,,meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md
2025-17,2025-04-08,2025-04-08,"approval of the North Lehi Station Area Plan, including areas half a mile around the future Trax station at approximately 3200 West Traverse Mountain Blvd. Christine Richmond presented the North Lehi Station Area Plan. She noted that this is a",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-08,10,high,area_plan_amendment,2,,meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md
2025-18,2025-04-08,2025-04-08,"approval of the Whitmore General Plan Amendment on 2.41-acres located at approximately 4150 North Digital Drive, changing the land use designation from Commercial to Light Industrial. Jim Whitmore was the applicant. He requested that the Council consider a development",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-08,11,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md
2025-19,2025-04-08,2025-04-08,"approving the Skye Area Plan Amendment, adding two uses to the Table of Uses. Howard Cook was representing the Gardner Group. The amendment aims to explicitly list uses that were previously implied, making potential anchor tenants more comfortable.",meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-08,13,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-04-07/2025-04-08_city-council-meeting.md
2025-20,2025-04-22,2025-04-22,"approving a Development Code Amendment to Chapter 39, clarifying dwelling units are to be occupied by one family and that townhomes and condos can only have one kitchen facility. (Tabled at the 04.08.25) The discussion centered on preventing illegal accessory dwelling units in townhomes and",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,6,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2025-04-08,2025-04-22); chose last passing as adoption",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-21,2025-04-22,2025-04-22,approving the Hospital and 2100 North Station Area Plan. The Hospital and 2100 North Station Area Plan is a state-required visionary document outlining potential transit stations for future development. Kim Struthers explained that the,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,7,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-22,2025-04-22,2025-04-22,"approving the Tronson Zone Change on 0.91 acres of property located at 901 West State Street, changing the zoning from R-1-8 (residential) to Heavy Commercial. Brad Tronson was present and available for questions.",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-23,2025-04-22,2025-04-22,"approving the Webb Zone Change on .51 acres of property located at 1312 North 600 East, changing the zoning from RA-1 (residential/agriculture) to R-1-Flex (residential). Taylor Butterfield stated that they want to split the lot.",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,9,high,zone_change,1,,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-24,2025-04-22,2025-04-22,"approving the Warner Zone Change on 7.70 acres of property located at approximately 7491 W 8179 N (750 E 800 S), changing the zoning from A-5 (agriculture) to Light Industrial. Brent Ault was present and available for questions.",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,10,high,zone_change,1,,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-25,2025-04-22,2025-04-22,"Consolidated Ordinance #25-2025 approving the Fisher Main Street General Plan amendment on 0.3 acres of property located at 1680 West Main Street, changing the designation from NC (neighborhood commercial) to MDR (medium density residential). Peggy Fisher was present and available for questions.",meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-04-22,11,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-04-21/2025-04-22_city-council-meeting.md
2025-27,2025-05-13,2025-05-13,"approving the Anderson Zone Change located at 206 North 1100 West, changing the zoning on 0.60 acres from A-1 (agriculture) to R-1- 22 (residential/agriculture). Caden Hazard presented the Anderson zone change, which involved rezoning a 0.6-acre parcel",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-13,5,high,zone_change,1,,meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md
2025-28,2025-05-13,2025-05-13,"approving a Development Code amendment to Chapter 20, Home Occupations, to address landscape and construction companies. The petitioners were BreAnn and Mitchell Beckstrom.",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-13,11,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md
2025-29,2025-05-13,2025-05-13,"approving the Barron Zone Change located at 61 East 2200 North, changing the zoning on 1-acre of property from A-1 (agriculture) to R-1-15 (residential). Natalie Barron presented a zone change request for her one-acre property, seeking to rezone",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-13,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md
2025-31,2025-05-13,2025-05-13,"approving a Development Code Amendment to Table 37.080, Off Street Parking. Mr. Struthers noted that currently, the parking table defines parking stall requirements for various uses, but for parks, playgrounds, open space, and trails, it simply states ""as approved",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-13,13,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md
2025-32,2025-05-13,2025-05-13,"approving the Salt Spring General Plan amendment on 13.32 acres of property located at approximately 500 East 950 South, changing the land use designation from VLDRA to HDR. Randy Smith began his presentation by emphasizing that the proposed development aligned",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-13,10,high,general_plan_amendment,1,,meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council-meeting.md
2025-30,2025-05-27,2025-05-27,"a Development Code Amendment to Table 05.040-B, removing the side and rear yard setbacks from the Neighborhood Commercial zone. (Continued from the May 13th meeting.) Kim Struthers, Community Development Director, stated that this version requires a 25-foot",meeting_minutes/minutes/2025/2025-05-26/2025-05-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-05-27,10,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2025-05-13,2025-05-27); chose last passing as adoption",meeting_minutes/minutes/2025/2025-05-26/2025-05-27_city-council-meeting.md
2025-33,2025-06-10,2025-06-10,"approving a Development Code amendment to Chapter 11, Concept Plans, clarifying the purpose of concept plans and when a public hearing is required. Mike West presented the item. The amendment would clarify when public hearing are",meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-06-10,15,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md
2025-38,2025-06-10,2025-06-10,Impact Fees Facilities Plan Amendment a. Public Hearing b. Consideration of Ordinance #38-2025 amending the Impact Fees Facilities Plan for projects.,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2025-06-10,9,high,impact_fee,1,,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md
2025-39,2025-06-10,2025-06-10,"approval of a comprehensive amendment to Chapter 5, Zoning Districts and Table 05-404-A Bulk and Intensity Agricultural and Residential Districts. Mike West presented the item. The goal of the amendment is to make the chapter shorter and",meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-06-10,14,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md
2025-40,2025-06-10,2025-06-10,"approval of a Development Code amendment to Chapter 39, Definitions, clarifying a few definitions. Mike West presented the item. The main purpose of the amendment is to clarify ADU legislation for duplexes, but there are minor clarifications of definitions and a re-",meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-06-10,16,high,development_code_amendment,1,,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council-meeting.md
2025-41,2025-07-08,2025-07-08,"Re-Approve the Hadco-Pacific Annexation, Ordinance #41-2025.",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-07-08,1,high,annexation,1,,meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md
2025-42,2025-07-08,2025-07-08,"approval of the Traverse Mountain Area Plan Amendment allowing the manufacturing, processing, or packing of food and beverage products as a permitted use.",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-07-08,2,high,area_plan_amendment,1,,meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md
2025-43,2025-07-08,2025-07-08,"approval of the Morgan Zone Change located at 105 South 1100 West, changing the zoning on 1.13 acres from RA-1 (residential/agriculture) to R-2 (medium density residential).",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-07-08,3,high,zone_change,1,,meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md
2025-45,2025-08-26,2025-08-26,"approving the Hammond Zone Change on 0.83 acres, located at approximately 600 West State Street, changing the zoning from Mixed Use to Heavy Commercial.",meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2025-08-26,8,high,zone_change,1,,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-meeting.md
