ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,motion_type,doc_type
2025-105,2025-12-04,2025-12-04,amending the City Zoning Map by changing the zone from C-4 (Central Business District ) to PD-MU (Planned Development Mixed Use) on approximately 3.76 acres located at the northwest and northeast corners of St. George Boulevard and 100 West Street,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,11,high,Land-Use/Zoning,ordinance
2025-106,2025-12-04,2025-12-04,amending the City Zoning Map by changing the zone from C-4 (Central Business District) to PD-MU (Planned Development Mixed Use) on approximately 1.28 acres located at 311 West St George Boulevard,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,12,high,Land-Use/Zoning,ordinance
2025-107,2025-12-04,2025-12-04,amending portions of Title 10 of City Code and modifying the TNZ Design Manual as it pertains to setbacks along alleyways and frontage on open space,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,13,high,Ordinance,ordinance
2025-108,2025-12-04,2025-12-04,"amending City Code Title 1, Chapter 13 Disposal of City-Owned Real Property, to add a paragraph titled ""1-13-6: Disposal of Police Department-Owned Firearms""",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,14,high,Ordinance,ordinance
2025-109,2025-12-18,2025-12-18,to add the name 'Tech Ridge Parkway' to the existing numbered street '250 West Street' from 1190 South to 1300 South,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.18  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-12-18,5,high,Ordinance,ordinance
2025-110,2025-12-18,2025-12-18,amending Section 4 - Construction Standards in the St. George City Standard and Specifications to address an overall update to Section 4,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.18  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-12-18,8,high,Ordinance,ordinance
2025-111,2025-12-18,2025-12-18,approving a development agreement amendment for Kachina Cliffs Phase 1 Lot 24 and Kachina Cliffs Phase 2 Lot 38,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.18  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-12-18,9,high,Land-Use/Zoning,ordinance
2025-112,2025-12-18,2025-12-18,amending the City's General Plan to adopt an Annexation Policy Plan as an Element of the General Plan,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.18%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.18  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-12-18,11,high,Land-Use/Zoning,ordinance
2026-001,2026-01-15,2026-01-15,"to amend the Green Valley Mall and Professional Plaza PD-C (Planned Development Commercial) permitted uses list, generally located at the corner of Valley View Drive and Dixie Drive",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.01.15%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.01.15  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-01-15,4,high,Land-Use/Zoning,ordinance
2026-002,2026-01-15,2026-01-15,"amending the City Zoning Map by changing the zone from AVI (Airport Vicinity Industrial), ASBP (Airport Supporting Business Park), and S (Open Space) to C-2 (Highway Commercial) on approximately 27 acres generally located directly north of Southern Parkway at approximately 2600 East",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.01.15%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.01.15  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-01-15,5,high,Land-Use/Zoning,ordinance
2026-003,2026-01-15,2026-01-15,"amending the City Zoning Map by changing the zone from RE-12.5 (Residential Estates, 12,500 ft² minimum lot size) and G&G (Gravel and Grazing) to PD-TNZ (Planned Development Traditional Neighborhood Zone) on approximately 49.3 acres generally located on the east side of Highway 18 between 4100 North",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.01.15%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.01.15  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-01-15,6,high,Land-Use/Zoning,ordinance
2026-004,2026-02-05,2026-02-05,amending Title 10-2 abd 10-7B of City Code adding “County Trail Park” as an allowed use in the R-1-10 rezone and defining the use,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.02.05  Ordinances Approved and Adopted by the City Council.pdf,,,2026-02-05,,medium,,ordinance
2026-005,2026-02-19,2026-02-19,"vacating a municipal utility easement, located on Lots 104 and 105 of Desert Canyons Town Center West Commercial Subdivision",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,,2026-02-19,,medium,,ordinance
2026-006,2026-02-19,2026-02-19,"vacating an easement for utility and drainage purposes, located at the rear of Lot 18 of River’s Edge at Sunbrook",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,4,high,Land-Use/Zoning,ordinance
2026-007,2026-02-19,2026-02-19,"vacating of a right-of-way easement for sewer pipeline, located on the south side of Riverside Drive between the Comfort Inn and Culver’s",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,5,high,Land-Use/Zoning,ordinance
2026-008,2026-02-19,2026-02-19,"vacating a utilities, drainage, and irrigation easement, located between Lots 56 & 57, Lots 57 & 58, Lots 58 & 59, Southgate Hills Subdivision Phase 5",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,6,high,Land-Use/Zoning,ordinance
2026-009,2026-02-19,2026-02-19,"vacating a municipal utility easement, located in common area between Lot 216 and Diamondbacks Drive, Suniva Phase 2",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,,2026-02-19,,medium,,ordinance
2026-010,2026-02-19,2026-02-19,"vacating a Sewer Easement in Santa Clara, UT",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,8,high,Land-Use/Zoning,ordinance
2026-011,2026-04-02,2026-04-02,amending the City's General Plan by changing the land-use map from COM (Commercial) to MHDR (Medium-High Density Residential) on approximately 8.91 acres generally located west of Dixie Drive and south of Canyon View Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,8,high,Land-Use/Zoning,ordinance
2026-012,2026-02-19,2026-02-19,amending the City's General Plan by changing the land-use map from LDR (Low Density Residential) to MDR (Medium Density Residential) on approximately 17.64 acres generally located west of Mesa Palms Drive and north of Curly Hollow Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,10,high,Land-Use/Zoning,ordinance
2026-013,2026-02-19,2026-02-19,amending the City's General Plan by changing the land-use map from AE (Agricultural Estates) to MDR (Medium Density Residential) on approximately 1.95 acres generally located at the northwest corner of 1800 North and 2100 West,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,,2026-02-19,,medium,,ordinance
2026-014,2026-02-19,2026-02-19,amending the City’s General Plan from AE (Agriculture Estates) to LDR (Low Density Residential) on approximately 11.97 acres generally located on the northwest corner of 2450 South and 3210 East,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,,2026-02-19,,medium,,ordinance
2026-015,2026-02-19,2026-02-19,amending the City Zoning Map by changing the zone from A-1 (Agricultural) to PD-C (Planned Development Commercial) on approximately 8.46 acres located on the northeast corner of 2450 South and 3000 East,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,13,high,Land-Use/Zoning,ordinance
2026-016,2026-02-19,2026-02-19,"amending the Desert Color Planned Development Commercial zone on approximately 0.65 acres located east of Desert Color Parkway, between Southern Parkway and Black Mountain Drive",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,14,high,Land-Use/Zoning,ordinance
2026-017,2026-02-19,2026-02-19,amending the Black Ridge Planned Development Commercial zone on approximately 3.44 acres located on the northeast corner of Black Ridge Drive and 250 West,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.02.19%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.02.19  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-02-19,15,high,Land-Use/Zoning,ordinance
2026-018,2026-03-05,2026-03-05,amending the City’s General Plan by adding the R-1 zone to the Responsible Growth Element of the General Plan,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.03.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.03.05  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-03-05,3,high,Land-Use/Zoning,ordinance
2026-019,2026-03-05,2026-03-05,amending portions of Title 10 of City Code to create a new single-family zone to be known as the R-1 zone and amend the requirement for minimum floor area for a home,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.03.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.03.05  Ordinances Approved and Adopted by the City Council.pdf,,,2026-03-05,,medium,,ordinance
2026-020,2026-03-05,2026-03-05,"amending the City’s General Plan from LDR (Low Density Residential) to COM (Commercial) on approximately 109 acres located generally on the east side of Highway 18, between approximately 3000 North and 3800 North",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.03.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.03.05  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-03-05,5,high,Land-Use/Zoning,ordinance
2026-021,2026-03-05,2026-03-05,"amending the Desert Color Planned Development TNZ zone on approximately 58.68 acres located southwest of Painted Ridge Parkway, west of Desert Sage Parkway and west of the previously approved Sage Haven phases to develop the next residential phases of Sage Haven",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.03.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.03.05  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-03-05,6,high,Land-Use/Zoning,ordinance
2026-022,2026-03-05,2026-03-05,amending Titles 1 and 2 of the City Code,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.03.05%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.03.05  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2026-03-05,8,high,Appointment,ordinance
2026-023,2026-04-02,2026-04-02,"vacating portions of a platted roadway located at 200 East Street and 300 East Street, south of 700 South Street at the driveway entrances servicing Dixie High School",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,4,high,Land-Use/Zoning,ordinance
2026-024,2026-04-02,2026-04-02,"vacating a portion of a 7.50-foot-wide public utility and drainage easement along with a 10-foot-wide ingress/egress easement for maintenance, located along Lots 78 and 79, Twin Creeks at Stone Bridge Phase 2 Amended and Extended",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,5,high,Land-Use/Zoning,ordinance
2026-025,2026-04-02,2026-04-02,"vacating a portion of a platted roadway, located at the intersection of 400 South Street and 1000 East Street",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,6,high,Land-Use/Zoning,ordinance
2026-026,2026-04-02,2026-04-02,"to amend the White Dome Apartments PD-R (Planned Development Residential), generally located east of River Road and North of White Dome Drive for the purpose of adding signage",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,9,high,Land-Use/Zoning,ordinance
2026-027,2026-04-02,2026-04-02,"to amend the Hidden Valley Master Plan PD-R (Planned Development Residential) zone on approximately 11.7 acres, generally located south of Hidden Valley Drive and west of Rio Road",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-04-02,10,high,Land-Use/Zoning,ordinance
2026-028,2026-04-02,2026-04-02,"amending the Atkinville Interchange Area Commercial Planned Development Commercial zone on approximately 5.06 acres located at Pioneer Road, south of Nighthawk Drive, in order to modify the previously approved Mojave Crossing Development",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.04.02%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council%20UPDATED.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.04.02  Ordinances Approved and Adopted by the City Council UPDATED.pdf,,3-2 Pass (The motion carried.),2026-04-02,11,high,Land-Use/Zoning,ordinance
2026-029,2026-05-07,2026-05-07,"vacating a reuse water line easement located on Lot 1, Milepost 2 East Parcel (South St. George Costco)",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,2,high,Land-Use/Zoning,ordinance
2026-030,2026-05-07,2026-05-07,vacating a portion of a municipal utility easement located along the O north lot line of Lot 121 of the White Hills Subdivision,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,3,high,Land-Use/Zoning,ordinance
2026-031,2026-05-07,2026-05-07,vacating a portion of the Vista Ridge Estates Phase II Subdivision located at 1331 North Dixie Downs Road,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,,2026-05-07,,medium,,ordinance
2026-032,2026-05-07,2026-05-07,amending the prohibited use of ignition sources/fireworks map,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,7,high,Ordinance,ordinance
2026-033,2026-05-07,2026-05-07,"amending City Code, Sections 10-13E-4 Landmark Sites, 10-17B-9 Requirements for Specific Conditional Use Permits, and 10-19-5 Off - Street Parking Requirements",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,8,high,Land-Use/Zoning,ordinance
2026-034,2026-05-07,2026-05-07,amending the City Zoning Map by changing the zone from G&G (Gravel and Grazing) to PD-R (Planned Development Residential) on approximately 214 acres generally located on the east side of Highway 18 between approximately 3400 North and 4200 North,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,,2026-05-07,,medium,,ordinance
2026-035,2026-05-07,2026-05-07,amending the City Zoning Map by changing the zone from G&G (Gravel and Grazing) to PD-TNZ (Planned Development Traditional Neighborhood Zone) on approximately 10 acres generally located on the east side of Highway 18 at approximately 4100 North,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,,2026-05-07,,medium,,ordinance
2026-036,2026-05-07,2026-05-07,for a development agreement to address parking calculations for O the Crimson Heights Behavioral Health Planned Development,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,13,high,Land-Use/Zoning,ordinance
2026-037,2026-05-07,2026-05-07,amending the City Zoning Map by changing the zone from R-3 (Multiple-Family Residential) to PD-C (Planned Development Commercial) on approximately 0.80 acres located at 691 South 300 East Street,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2026/Notices/2026.05.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2026.05.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2026-05-07,14,high,Land-Use/Zoning,ordinance
