legistar_matter_id,matter_file,name,title,matter_type,status,intro_body,intro_date,agenda_date,passed_date,enactment_number,application_id
3936,20-179,,"Approval of the June 2, 2020 City Council Meeting Minutes",Minutes,Consent Agenda,City Council,2020-06-03,2020-06-09,,,
3938,20-181,,Administration introducing and proposing a scooter ordinance for Sandy City.,Informational Report,Agenda Ready,City Council,2020-06-04,2020-06-23,,,
3939,CODE-04-20-5845_CC,,"Solar Carports - Proposed Amendment to the SD(Harada) Zone Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 14 - SD(Harada), of the Sandy Municipal Code",Planning Item,Agenda Ready,City Council,2020-06-04,2020-06-09,,,
3940,20-183,,"Possible Closed Session to discuss the purchase, exchange or lease of real property and/or pending or immanent litigation.",Resolution,Agenda Ready,City Council,2020-06-05,2020-06-09,,,
3941,20-184,,Update from federal lobbyist Bill Simmons.,Informational Report,Agenda Ready,City Council,2020-06-05,2020-06-09,,,
3942,20-185,,"Community Development, Public Works, and Public Utilities presenting their FY 2020-21 Tentative department budgets.",Informational Report,Agenda Ready,City Council,2020-06-05,2020-06-09,,,
3943,20-186,,Council Member Robinson requesting conversation on potential amendments to the FY 2020-21 Tentative Budget.,Resolution,Agenda Ready,City Council,2020-06-05,2020-06-09,,,
3944,20-187,,Council Member Christensen introducing proposed amendments to the FY 2020-21 Tentative Budget.,Resolution,Agenda Ready,City Council,2020-06-05,2020-06-09,,,
3945,20-188,,"Council Members Nicholl, Houseman, and Stroud introducing proposed amendments to the FY 2020-21 Tentative Budget.",Resolution,Agenda Ready,City Council,2020-06-08,2020-06-09,,,
3946,CUP-05-20-5856,,Tasso Accessory Apartment (Conditional Use Permit) 2235 E. 9800 S. [Community #20 - Little Cottonwood],Planning Item,Passed,Planning Commission,2020-06-08,2020-06-18,2020-06-18,,3946
3947,CUP-05-20-5858,,Willow Canyon Living LLC (Category II Home Occupation) 9853 S. Glendover Way [Community #17 - Willow Canyon],Planning Item,Passed,Planning Commission,2020-06-08,2020-06-18,2020-06-18,,3947
3948,SUB-05-20-5853,,Sandy Rehabilitation Subdivision (Preliminary Review) 50 E. 9000 S [Community #4 - Historic Sandy],Planning Item,Passed,Planning Commission,2020-06-11,2020-06-18,2020-06-18,,3948
3949,20-192,,"Community Arts, Economic Development, Council Office, Administrative Services, Mayors Office, and CAO's Office presenting their FY 2020-21 Tentative department budgets.",Informational Report,Agenda Ready,City Council,2020-06-11,2020-06-16,,,
3950,20-193,,UDOT requesting the Council receive an update on the Little Cottonwood EIS study,Informational Report,Agenda Ready,City Council,2020-06-11,2020-06-16,,,
3951,20-194,,Field Trip Map,Informational Report,Agenda Ready,Planning Commission,2020-06-11,2020-06-18,,,
3952,20-195,,Planning Commission minutes from 6.4.2020,Minutes,Passed,Planning Commission,2020-06-11,2020-06-18,2020-06-18,,
3953,20-196,,Council Member Christensen presenting FY 2020-21 Budget Proposal Option 2.,Resolution,Agenda Ready,City Council,2020-06-11,2020-06-16,,,
3954,20-197,,Administrative Services recommending the Council set property tax rates equal to the certified tax rates,Resolution,Agenda Ready,City Council,2020-06-12,2020-06-16,,,
3955,20-198,,"Administrative Services recommending the Council increase FY 2020 appropriations in the Golf Fund, Risk Management Fund, and Debt Service Fund",Resolution,Public Hearing,City Council,2020-06-12,2020-06-16,,,
3956,CODE-04-20-5845_CC_2,,"Solar Carports - Proposed Amendment to the SD(Harada) Zone Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 14 - SD(Harada), of the Sandy Municipal Code",Planning Item,Agenda Ready,City Council,2020-06-12,2020-06-16,,,3956
3957,20-200,,"Council Member Sharkey recommending the City Council provide a $500, six-month retention bonuses to sworn Police and Fire Department personnel.",Resolution,Agenda Ready,City Council,2020-06-12,2020-06-16,,,
3958,20-201,,Sandy City Fire Department would like to update the City Council on fireworks restrictions and provide information regarding fireworks.,Resolution,Agenda Ready,City Council,2020-06-18,2020-06-23,,,
3959,20-202,,Council Member Zoltanski presenting budget option #4,Resolution,Agenda Ready,City Council,2020-06-18,2020-06-23,,,
3960,20-203,,"Approval of the June 9, 2020 City Council meeting minutes.",Minutes,Consent Agenda,City Council,2020-06-18,2020-06-23,,,
3961,20-204,,"Approval of the June 16, 2020 City Council meeting minutes.",Minutes,Consent Agenda,City Council,2020-06-18,2020-06-23,,,
3963,20-206,,Recess of the City Council meeting and convene a meeting of the Redevelopment agency of Sandy City.,Resolution,Agenda Ready,City Council,2020-06-18,2020-06-23,,,
3967,20-211,,"Council Members Nicholl, Houseman, and Stroud presenting revised budget proposal.",Resolution,Agenda Ready,City Council,2020-06-22,2020-06-23,,,
3968,20-212,,Public Hearing to consider the adoption of the FY 2020-21 Sandy City Budget.,Resolution,Agenda Ready,City Council,2020-06-22,2020-06-23,,,
3969,20-213,,Recess of City Council to convene a meeting of the Redevelopment Agency of Sandy City.,Resolution,Agenda Ready,City Council,2020-06-24,2020-06-25,,,
3970,20-214,,"Public Hearing to consider the adoption of the FY 2020-21 Sandy City Budget (continued from June 23, 2020). This item include: Resolution 20-23C of Sandy City, adopting the annual budget for Sandy City and the Alta Canyon Recreation District for the fiscal year commencing July 1, 2020 and ending June 30, 2021; also establishing certain fees and charges in Sandy City for said fiscal year, and Resolution 20-22C authorizing City pick up of public safety and firefighter employee retirement contributions.",Resolution,Agenda Ready,City Council,2020-06-24,2020-06-25,,,
3971,20-215,,Administration recommending that the Council adopt a scooter ordinance for Sandy City.,Informational Report,Agenda Ready,City Council,2020-06-25,2020-06-30,,,
3972,20-216,,Public Works Department recommending that the Council receive a presentation from Waste Management regarding proposed changes to the recycling program,Informational Report,Agenda Ready,City Council,2020-06-25,2020-06-30,,,
3973,20-217,,Approval of the June 23 City Council meeting minutes.,Minutes,Passed,City Council,2020-06-25,2020-06-30,2020-06-30,,
3974,20-218,,Reconsideration of the Mayor's veto of Resolution 20-23C.,Informational Report,Agenda Ready,City Council,2020-06-29,2020-06-30,,,
3975,CODE-04-20-5844_CC,,"Jolley Pharmacy - Proposed Amendments to the SD(Carnation) Zone Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 20 - SD(Carnation), of the Sandy Municipal Code",Planning Item,Agenda Ready,City Council,2020-06-30,2020-07-07,,,3975
3976,20-220,,City Council Office recommending that the Council reappoint Greg Wilson as a regular member of the Community Development Block Grant (CDBG) Special Committee,Resolution,Passed,City Council,2020-07-01,2020-07-07,2020-07-07,,
3977,20-221,,City Council Office recommending that the Council reappoint Wade Greenwood as a regular member of the Community Development Block Grant (CDBG) Special Committee,Resolution,Passed,City Council,2020-07-01,2020-07-07,2020-07-07,,
3978,20-222,,Council Member Christensen is recommending that the Council appoint Rebekah Cowdell as a regular member of the Community Development Block Grant (CDBG) Special Committee,Appointment,Agenda Ready,City Council,2020-07-01,2020-07-07,,,
3979,20-223,,Council Member Christensen is recommending that the Council appoint Jillian Gallard as an alternate member of the Community Development Block Grant (CDBG) Special Committee,Appointment,Agenda Ready,City Council,2020-07-01,2020-07-07,,,
3980,20-224,,"Parks and Recreation Department recommending that the Council receive a presentation on the Bell Canyon Preservation Trail Head Bid Results, Site Plan Review, & Funding Recommendation",Informational Report,Agenda Ready,City Council,2020-07-01,2020-07-07,,,
3981,20-225,,"Election of City Council Chair and Vice Chair for July 7, 2020 through the first regularly scheduled City Council meeting in January of 2021.",Appointment,Agenda Ready,City Council,2020-07-01,2020-07-07,,,
3982,20-226,,Council to receive public comment on Administration's proposed changes to the weekly recycling program.,Resolution,Agenda Ready,City Council,2020-07-02,2020-07-07,,,
3983,20-227,,Election of Chair and Vice Chair,Informational Report,Agenda Ready,Planning Commission,2020-07-06,2020-07-16,,,
3984,20-228,,"Field trip for July 16, 2020",Informational Report,Agenda Ready,Planning Commission,2020-07-06,2020-07-16,,,
3985,20-229,,Planning Commission minutes from 6.18.2020 (Draft),Minutes,Passed,Planning Commission,2020-07-06,2020-07-16,2020-07-16,,
3986,SPR-02-20-5810,,American Loans Office Site Plan (Preliminary Review) 8800 S. Harrison Street [Community #1 - Northwest Exposure],Planning Item,Passed,Planning Commission,2020-07-06,2020-07-16,2020-07-16,,3986
3987,SUB-02-20-5811,,American Loans Subdivision (Preliminary Review) 8800 S. Harrison Street [Community #1 - Northwest Exposure],Planning Item,Passed,Planning Commission,2020-07-06,2020-07-16,2020-07-16,,3987
3988,MISC-07-20-5878,,Partial Street Vacation of 9270 South Approximately 9270 South State Street [Community #4 - HIstoric Sandy],Planning Item,Reported to Council,Planning Commission,2020-07-07,2020-07-16,,,3988
3989,CUP-06-20-5862,,Kair Accessory Apartment (Conditional Use Permit) 8161 S. 865 E. [Community #6- High Point],Planning Item,Passed,Planning Commission,2020-07-08,2020-07-16,2020-07-16,,3989
3990,CUP-06-20-5870,,Bourdos Accessory Apartment (Conditional Use Permit) 11257 S. Crescent Vista Ln. [Community #11- Crescent],Planning Item,Passed,Planning Commission,2020-07-08,2020-07-16,2020-07-16,,3990
3991,SPEX-06-20-5873,,Taft Retaining Wall Height (Special Exception) 1797 E. Plata Way [Community #16 - Falcon Park],Planning Item,Passed,Planning Commission,2020-07-08,2020-07-16,2020-07-16,,3991
3992,SUB-06-20-5861,,Tolman Farms 3 Subdivision (Preliminary Review) 372 E. 9000 S. [Community #4 - Historic Sandy],Planning Item,Passed,Planning Commission,2020-07-08,2020-07-16,2020-07-16,,3992
3993,20-237,,"Approval of the July 7, 2020 City Council meeting minutes.",Minutes,Consent Agenda,City Council,2020-07-09,2020-07-14,,,
3994,20-238,,"Approval of the June 30, 2020 City Council meeting minutes.",Minutes,Consent Agenda,City Council,2020-07-09,2020-07-14,,,
3995,20-239,,Administration recommending that the Council adopt a scooter ordinance for Sandy City.,Ordinance,Agenda Ready,City Council,2020-07-09,2020-07-14,,,
3996,20-240,,"Possible Closed Session: character, professional competence, or physical or mental health of an individual.",Informational Report,Tabled,City Council,2020-07-09,2020-07-14,,,
3997,20-241,,Approval of the June 25 Special City Council meeting minutes.,Minutes,Consent Agenda,City Council,2020-07-09,2020-07-14,,,
3998,20-242,,Pubic Works Department and Waste Management recommending the Council adopt resolution 20-29C authorizing changes to Waste Management recycling service in Sandy City,Resolution,Agenda Ready,City Council,2020-07-09,2020-07-14,,,
3999,20-243,,Council Office requesting discussion and direction on legal services contract.,Resolution,Agenda Ready,City Council,2020-07-10,2020-07-14,,,
4000,20-244,,Council Member Zoltanski proposing Site Sign Posting Requirements for Public Meetings on rezoning and other land-use decisions.,Resolution,Passed,City Council,2020-07-16,2020-07-21,2020-07-21,,
4001,20-245,,Salt Lake County Recorder Rashelle Hobbs presenting on the free “Property Watch” service for SLCo property owners.,Informational Report,Agenda Ready,City Council,2020-07-16,2020-07-21,,,
4002,MISC-07-20-5878 CC,,Partial Street Vacation of 9270 South Approximately 9270 South State Street [Community #4 - Historic Sandy],Planning Item,Agenda Ready,City Council,2020-07-22,2020-07-28,,,4002
4005,20-249,,"Consideration for adoption of a resolution authorizing the issuance and sale of not more than $8,500,000 aggregate principal amount of water revenue refunding bonds; and related matters",Resolution,Agenda Ready,City Council,2020-07-22,2020-07-28,,,
4006,20-250,,"Approval of the July 14, 2020 Minutes",Minutes,Consent Agenda,City Council,2020-07-27,2020-08-11,,,
4007,20-251,,"Approval of the July 21, 2020 Minutes",Minutes,Consent Agenda,City Council,2020-07-27,2020-08-11,,,
4008,20-252,,Field trip map for Planning Commission members,Informational Report,Agenda Ready,Planning Commission,2020-07-29,2020-08-06,,,
4009,20-253,,Planning Commission minutes from 7.16.2020 (Draft),Minutes,Passed,Planning Commission,2020-07-29,2020-08-06,2020-08-06,,
4010,SUB-06-20-5859,,Cottonwood Place Annex A Subdivision (Preliminary Review) 543 E. 10735 S. [Community #11 - Crescent],Planning Item,Passed,Planning Commission,2020-07-29,2020-08-06,2020-08-06,,4010
4011,SPR-06-20-5869,,Challenger School Sandy (Preliminary Site Plan Review) 10670 S. 700 E. [Community #11 - Crescent],Planning Item,Passed,Planning Commission,2020-07-29,2020-08-20,2020-08-20,,4011
4012,CUP-07-20-5883,,Challenger School Sandy (Conditional Use Permit) 10670 S. 700 E. [Community #11 - Crescent],Planning Item,Passed,Planning Commission,2020-07-29,2020-08-20,2020-08-20,,4012
4013,CODE-07-20-5879_PC,,"KLM Endeavors - Heavy Commercial Use in RD Zone Amend Title 21, Chapter 8 - Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District of the Sandy Municipal Code",Planning Item,Reported to Council,Planning Commission,2020-07-29,2020-08-06,,,4013
4014,20-258,,"Approval of the July 28, 2020 Meeting minutes",Minutes,Consent Agenda,City Council,2020-07-31,2020-08-11,,,
4021,20-265,,The South Valley Chamber of Commerce providing the Council with an update on the status of small businesses in Sandy City,Informational Report,Agenda Ready,City Council,2020-08-06,2020-08-11,,,
4022,20-266,,Council Chair requesting a discussion on the future of virtual/in-person City Council meetings,Informational Report,Agenda Ready,City Council,2020-08-06,2020-08-11,,,
4023,MISC-07-20-5878 CC2,,Partial Street Vacation of 9270 South Approximately 9270 South State Street [Community #4 - Historic Sandy],Planning Item,Agenda Ready,City Council,2020-08-06,2020-08-11,,,4023
