ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,date_basis,lu_basis,n_motions,origin,audit_flag
22-31,2022-08-02,2022-08-02,Resolution 22-31 — American Rescue Plan Act,https://www.loganutah.gov/departments/admin/council/22-31%20American%20Rescue%20Plan%20Act.pdf?t=20220803114748813,,na,recorder_listing,,no,4-0 Pass,2022-08-02,9,high,Resolution,council_motion,,5,archive,
22-32,2022-08-16,2022-08-16,Resolution 22-32 — Revised Light and Power Rate Schedules,https://www.loganutah.gov/22-32%20Revised%20Light%20and%20Power%20Rate%20Schedules.pdf?t=20220817120405739,,na,recorder_listing,,no,5-0 Pass,2022-08-16,4,high,Resolution,council_motion,,10,archive,
22-33,2022-08-02,2022-08-02,Resolution 22-33 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-33%20Budget%20Adjustments.pdf?t=20220803114822485,,na,recorder_listing,,no,4-0 Pass,2022-08-02,8,high,Resolution,council_motion,,5,archive,
22-34,2022-08-02,2022-08-02,Resolution 22-34 — Commercial and Residential Incentive Program,https://www.loganutah.gov/departments/admin/council/22-34%20Commercial%20and%20Residential%20Incentive%20Program.pdf?t=20220803114854657,,na,recorder_listing,,no,4-0 Pass,2022-08-02,4,high,Resolution,council_motion,,5,archive,
22-35,2022-08-16,2022-08-16,Resolution 22-35 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-35%20Budget%20Adjustments.pdf?t=20220817120455552,,na,recorder_listing,,no,5-0 Pass,2022-08-16,3,high,Resolution,council_motion,,5,archive,
22-36,2022-08-16,2022-08-16,Resolution 22-36 — UAMPS Red Mesa Tapaha Solar Project Amended,https://www.loganutah.gov/departments/admin/council/22-36%20UAMPS%20Red%20Mesa%20Tapaha%20Solar%20Project%20Amended.pdf?t=20220912113308898,,na,recorder_listing,,no,5-0 Pass,2022-08-16,5,high,Resolution,council_motion,,5,archive,
22-37,2022-09-06,2022-09-06,Resolution 22-37 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-37%20Budget%20Adjustments.pdf?t=2022090712580996,,na,recorder_listing,,no,4-0 Pass,2022-09-06,4,high,Resolution,council_motion,,5,archive,
22-38,2022-09-06,2022-09-06,Resolution 22-38 — Carry Forwards,https://www.loganutah.gov/departments/admin/council/22-38%20Carry%20Forwards.pdf?t=2022090712583907,,na,recorder_listing,,no,4-0 Pass,2022-09-06,5,high,Resolution,council_motion,,5,archive,
22-39,2022-09-06,2022-09-06,Resolution 22-39 — Budget Adjustment Fire Station 70,https://www.loganutah.gov/departments/admin/council/22-39%20Budget%20Adjustment%20Fire%20Station%2070.pdf?t=20221209104827833,,na,recorder_listing,,no,4-0 Pass,2022-09-06,6,high,Resolution,council_motion,,5,archive,
22-40,2022-09-20,2022-09-20,Resolution 22-40 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-40%20Budget%20Adjustments.pdf?t=20220920210648803,,na,recorder_listing,,no,5-0 Pass,2022-09-20,3,high,Resolution,council_motion,,5,archive,
22-41,2022-10-04,2022-10-04,Resolution 22-41 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-41%20Budget%20Adjustments.pdf?t=20221005122512054,,na,recorder_listing,,no,5-0 Pass,2022-10-04,2,high,Resolution,council_motion,,5,archive,
22-42,2022-10-18,2022-10-18,Resolution 22-42 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-42%20Budget%20Adjustments.pdf?t=20221019102954537,,na,recorder_listing,,no,5-0 Pass,2022-10-18,2,high,Resolution,council_motion,,5,archive,
22-43,2022-11-01,2022-11-01,Resolution 22-43 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-43%20Budget%20Adjustments.pdf?t=20221116104643102,,na,recorder_listing,,no,5-0 Pass,2022-11-01,3,high,Resolution,council_motion,,5,archive,
22-44,2022-11-15,2022-11-15,Resolution 22-44 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-44%20Budget%20Adjustments.pdf?t=20221116104357499,,na,recorder_listing,,no,5-0 Pass,2022-11-15,3,high,Resolution,council_motion,,5,archive,
22-45,2022-11-15,2022-11-15,Resolution 22-45 — RDA Budget Adjustment Center Block Project,https://www.loganutah.gov/departments/admin/council/22-45%20RDA%20Budget%20Adjustment%20Center%20Block%20Project.pdf?t=20221116104436485,,na,recorder_listing,,no,5-0 Pass,2022-11-15,1,high,Resolution,council_motion,,5,archive,
22-46,2022-11-15,2022-11-15,Resolution 22-46 — Amended 2022 Moderate Income Housing Plan,https://www.loganutah.gov/departments/admin/council/22-46%20Amended%202022%20Moderate%20Income%20Housing%20Plan.pdf?t=20221116104523193,2026-07-05,scanned,recorder_pdf,raw/res_22-46_Amended_2022_Moderate_Income_Housing_Plan.pdf,yes,5-0 Pass,2022-11-15,2,high,Resolution,council_motion,keyword,5,archive,
22-47,2022-12-06,2022-12-06,Resolution 22-47 — CDBG CAPER Report,https://www.loganutah.gov/departments/admin/council/22-47%20CDBG%20CAPER%20Report.pdf?t=20221207111218419,,na,recorder_listing,,no,5-0 Pass,2022-12-06,6,high,Resolution,council_motion,,5,archive,
22-48,2022-12-06,2022-12-06,Resolution 22-48 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-48%20Budget%20Adjustments.pdf?t=20221207111255397,,na,recorder_listing,,no,5-0 Pass,2022-12-06,9,high,Resolution,council_motion,,5,archive,
22-49,2023-01-03,2023-01-03,Resolution 22-49 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-49%20Budget%20Adjustments.pdf?t=20230104113913064,,na,recorder_listing,,no,4-0 Pass,2023-01-03,2,high,Resolution,council_motion,,5,archive,
22-50,2023-01-03,2023-01-03,"Resolution 22-50 — Fee Increases in Parks and Reccreation Golf Course , Basketball Fast Pitch",https://www.loganutah.gov/departments/admin/council/22-50%20Fee%20Increases%20in%20Parks%20and%20Reccreation%20Golf%20Course%20%2C%20Basketball%20Fast%20Pitch.pdf?t=2023010411395133,,na,recorder_listing,,no,4-0 Pass,2023-01-03,3,high,Resolution,council_motion,,5,archive,
23-01,2023-01-17,2023-01-17,Resolution 23-01 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-01%20Budget%20Adjustments.pdf?t=20230118121849476,,na,recorder_listing,,no,5-0 Pass,2023-01-17,3,high,Resolution,council_motion,,5,archive,
23-02,2023-02-07,2023-02-07,Resolution 23-02 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-02%20Budget%20Adjustments.pdf?t=2023020811384616,,na,recorder_listing,,no,5-0 Pass,2023-02-07,4,high,Resolution,council_motion,,5,archive,
23-03,2023-02-21,2023-02-21,Resolution 23-03 — Fee Waiver Guidelines for Moderate Income Housing,https://www.loganutah.gov/departments/admin/council/23-03%20Fee%20Waiver%20Guidelines%20for%20Moderate%20Income%20Housing.pdf?t=2023022211224493,2026-07-05,scanned,recorder_pdf,raw/res_23-03_Fee_Waiver_Guidelines_for_Moderate_Income_Housing.pdf,yes,5-0 Pass,2023-02-21,4,high,Resolution,council_motion,keyword,5,archive,
23-04,2023-02-21,2023-02-21,Resolution 23-04 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-04%20Budget%20Adjustments.pdf?t=20230222112314349,,na,recorder_listing,,no,5-0 Pass,2023-02-21,5,high,Resolution,council_motion,,5,archive,
23-05,2023-03-21,2023-03-21,Resolution 23-05 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/23-05%20Budget%20Adjustment.pdf?t=20230321215153016,,na,recorder_listing,,no,5-0 Pass,2023-03-21,4,high,Resolution,council_motion,,5,archive,
23-06,2023-04-04,2023-04-04,Resolution 23-06 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-06%20Budget%20Adjustments.pdf?t=20230405102506909,,na,recorder_listing,,no,5-0 Pass,2023-04-04,4,high,Resolution,council_motion,,5,archive,
23-07,2023-04-04,2023-04-04,Resolution 23-07 — Parks and Recreation Fees,https://www.loganutah.gov/departments/admin/council/23-07%20Parks%20and%20Recreation%20Fees.pdf?t=20230405102537472,,na,recorder_listing,,no,5-0 Pass,2023-04-04,3,high,Resolution,council_motion,,5,archive,
23-08,2023-04-18,2023-04-18,Resolution 23-08 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-08%20Budget%20Adjustments.pdf?t=20230420170812394,,na,recorder_listing,,no,4-0 Pass,2023-04-18,6,high,Resolution,council_motion,,5,archive,
23-09,2023-04-18,2023-04-18,Resolution 23-09 — Right of Way Permit Fee Schedule Amendments,https://www.loganutah.gov/departments/admin/council/23-09%20Right%20of%20Way%20Permit%20Fee%20Schedule%20Amendments.pdf?t=20230420170846591,2026-07-05,scanned,recorder_pdf,raw/res_23-09_Right_of_Way_Permit_Fee_Schedule_Amendments.pdf,yes,4-0 Pass,2023-04-18,5,high,Resolution,council_motion,keyword,5,archive,
23-10,,2023-05-24,Resolution 23-10 — Establishing a Fund Balance and Operating Reserve Policy,https://www.loganutah.gov/departments/admin/council/23-10%20Establishing%20a%20Fund%20Balance%20and%20Operating%20Reserve%20Policy.pdf?t=20230524100119062,2026-07-05,scanned,recorder_pdf,raw/res_23-10_Establishing_a_Fund_Balance_and_Operating_Reserve_Policy.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
23-11,2023-05-02,2023-05-02,Resolution 23-11 — Municipal Wastewater Planning Program MWPP Annual Report,https://www.loganutah.gov/departments/admin/council/23-11%20Municipal%20Wastewater%20Planning%20Program%20MWPP%20Annual%20Report.pdf?t=2023050315114612,,na,recorder_listing,,no,5-0 Pass,2023-05-02,2,high,Resolution,council_motion,,5,archive,
23-12,2023-05-16,2023-05-16,Resolution 23-12 — CDBG Annual Action Plan 2023,https://www.loganutah.gov/departments/admin/council/23-12%20CDBG%20Annual%20Action%20Plan%202023.pdf?t=20230517113230629,,na,recorder_listing,,no,5-0 Pass,2023-05-16,2,high,Resolution,council_motion,,5,archive,
23-13,,2023-05-03,Resolution 23-13 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-13%20Budget%20Adjustments.pdf?t=20230503151225057,2026-07-05,scanned,recorder_pdf,raw/res_23-13_Budget_Adjustments.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
23-14,2023-05-02,2023-05-02,Resolution 23-14 — Fire Prevention Inspection Fees,https://www.loganutah.gov/departments/admin/council/23-14%20Fire%20Prevention%20Inspection%20Fees.pdf?t=20230503151527581,,na,recorder_listing,,no,5-0 Pass,2023-05-02,3,high,Resolution,council_motion,,5,archive,
23-15,2023-05-16,2023-05-16,Resolution 23-15 — Amendment to CDBG Program Year 2019 Annual Action Plan Cares Act,https://www.loganutah.gov/departments/admin/23-15%20Amendment%20to%20CDBG%20Program%20Year%202019%20Annual%20Action%20Plan%20Cares%20Act.pdf?t=20230517113345764,,na,recorder_listing,,no,5-0 Pass,2023-05-16,3,high,Resolution,council_motion,,5,archive,
23-16,2023-06-06,2023-06-06,Resolution 23-16 — Designating a Closed Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/council/23-16%20Designating%20a%20Closed%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20230607113946582,,na,recorder_listing,,no,4-0 Pass,2023-06-06,4,high,Resolution,council_motion,,5,archive,
23-17,2023-06-20,2023-06-20,Resolution 23-17 — RDA Mill Creek Phase 2,https://www.loganutah.gov/departments/admin/council/23-17%20RDA%20Mill%20Creek%20Phase%202.pdf?t=20230517113426603,,na,recorder_listing,,no,3-0 Pass,2023-06-20,9,high,Resolution,council_motion,,10,archive,
23-18,2023-05-16,2023-05-16,Resolution 23-18 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/23-18%20Budget%20Adjustment.pdf?t=20230517113459509,,na,recorder_listing,,no,5-0 Pass,2023-05-16,6,high,Resolution,council_motion,,5,archive,
23-19,2023-07-18,2023-07-18,Resolution 23-19 — Master Transportation Plan 2023,https://www.loganutah.gov/departments/admin/council/23-19%20Master%20Transportation%20Plan%202023.pdf?t=20230719161404099,,na,recorder_listing,,no,5-0 Pass,2023-07-18,6,high,Resolution,council_motion,,10,archive,
23-20,2023-06-06,2023-06-06,Resolution 23-20 — RDA 1400 North Main Reinvestment Project Cache Valley Mall,https://www.loganutah.gov/departments/admin/council/23-20%20RDA%201400%20North%20Main%20Reinvestment%20Project%20Cache%20Valley%20Mall.pdf?t=20230802172656803,,na,recorder_listing,,no,3-0 Pass,2023-06-06,1,high,Resolution,council_motion,,5,archive,
23-21,2023-06-06,2023-06-06,Resolution 23-21 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-21%20Budget%20Adjustments.pdf?t=20230607114100052,,na,recorder_listing,,no,4-0 Pass,2023-06-06,5,high,Resolution,council_motion,,5,archive,
23-22,2023-06-20,2023-06-20,Resolution 23-22 — URS Contributory Retirement System,https://www.loganutah.gov/departments/admin/council/23-22%20URS%20Contributory%20Retirement%20System.pdf?t=20230621114410288,,na,recorder_listing,,no,3-0 Pass,2023-06-20,8,high,Resolution,council_motion,,5,archive,
23-23,2023-06-20,2023-06-20,Resolution 23-23 — Property Line Adjustment Fee Schedule,https://www.loganutah.gov/departments/admin/council/23-23%20Property%20Line%20Adjustment%20Fee%20Schedule.pdf?t=20230621114439158,,na,recorder_listing,,no,3-0 Pass,2023-06-20,5,high,Resolution,council_motion,,5,archive,
23-24,2023-06-20,2023-06-20,Resolution 23-24 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-24%20Budget%20Adjustments.pdf?t=20230621114509096,,na,recorder_listing,,no,3-0 Pass,2023-06-20,7,high,Resolution,council_motion,,5,archive,
23-25,2023-06-20,2023-06-20,Resolution 23-25 — FY24 Certified Tax Rate,https://www.loganutah.gov/departments/admin/council/23-25%20FY24%20Certified%20Tax%20Rate.pdf?t=20230621114539225,,na,recorder_listing,,no,3-0 Pass,2023-06-20,10,high,Resolution,council_motion,,5,archive,
23-26,2023-06-20,2023-06-20,Resolution 23-26 — FINAL FY23-24 Budget Adoption,https://www.loganutah.gov/departments/admin/council/23-26%20FINAL%20FY23-24%20Budget%20Adoption.pdf?t=20230621114629896,,na,recorder_listing,,no,3-0 Pass,2023-06-20,11,high,Resolution,council_motion,,5,archive,
23-27,2023-06-20,2023-06-20,Resolution 23-27 — RDA FINAL FY23-24 Budget,https://www.loganutah.gov/departments/admin/council/23-27%20RDA%20FINAL%20FY23-24%20Budget.pdf?t=20230621114709032,,na,recorder_listing,,no,3-0 Pass,2023-06-20,1,high,Resolution,council_motion,,5,archive,
23-28,2023-07-18,2023-07-18,Resolution 23-28 — RDA 1400 North Main Community Reinvestment Project Area Plan,https://www.loganutah.gov/departments/admin/council/23-28%20RDA%201400%20North%20Main%20Community%20Reinvestment%20Project%20Area%20Plan.pdf?t=20230802172616288,2026-07-05,scanned,recorder_pdf,raw/res_23-28_RDA_1400_North_Main_Community_Reinvestment_Project_Area_Plan.pdf,yes,5-0 Pass,2023-07-18,1,high,Resolution,council_motion,keyword,5,archive,
23-29,2023-08-01,2023-08-01,Resolution 23-29 — Revised Light and Power Electrical Rate Schedule,https://www.loganutah.gov/departments/admin/council/23-29%20Revised%20Light%20and%20Power%20Electrical%20Rate%20Schedule.pdf?t=20230802163548717,,na,recorder_listing,,no,5-0 Pass,2023-08-01,3,high,Resolution,council_motion,,5,archive,
23-30,2023-08-01,2023-08-01,Resolution 23-30 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-30%20Budget%20Adjustments.pdf?t=20230802163620207,,na,recorder_listing,,no,5-0 Pass,2023-08-01,7,high,Resolution,council_motion,,5,archive,
23-32,2023-08-15,2023-08-15,Resolution 23-32 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-32%20Budget%20Adjustments.pdf?t=20230816115714078,,na,recorder_listing,,no,4-0 Pass,2023-08-15,5,high,Resolution,council_motion,,5,archive,
23-33,2023-08-15,2023-08-15,Resolution 23-33 — Consenting to 1400 North Main Community Reinvestment Project Area Budget,https://www.loganutah.gov/departments/admin/council/23-33%20Consenting%20to%201400%20North%20Main%20Community%20Reinvestment%20Project%20Area%20Budget.pdf?t=20230816115747771,2026-07-05,scanned,recorder_pdf,raw/res_23-33_Consenting_to_1400_North_Main_Community_Reinvestment_Project_Area_Budget.pdf,yes,4-0 Pass,2023-08-15,2,high,Resolution,council_motion,keyword,5,archive,
23-34,2023-09-05,2023-09-05,Resolution 23-34 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/23-34%20Budget%20Adjustment.pdf?t=20230906111059701,,na,recorder_listing,,no,5-0 Pass,2023-09-05,5,high,Resolution,council_motion,,5,archive,
23-35,2023-09-05,2023-09-05,Resolution 23-35 — Carry Forwards,https://www.loganutah.gov/departments/admin/council/23-35%20Carry%20Forwards.pdf?t=2023090611114486,,na,recorder_listing,,no,5-0 Pass,2023-09-05,6,high,Resolution,council_motion,,5,archive,
23-36,2023-09-05,2023-09-05,Resolution 23-36 — RDA Adopting the Project Area Budget for 1400 North Main Community Reinvestment Project Area,https://www.loganutah.gov/departments/admin/council/23-36%20RDA%20Adopting%20the%20Project%20Area%20Budget%20for%201400%20North%20Main%20Community%20Reinvestment%20Project%20Area.pdf?t=20230906111221838,2026-07-05,scanned,recorder_pdf,raw/res_23-36_RDA_Adopting_the_Project_Area_Budget_for_1400_North_Main_Community_Reinves.pdf,yes,5-0 Pass,2023-09-05,1,high,Resolution,council_motion,keyword,5,archive,
23-37,2023-09-05,2023-09-05,Resolution 23-37 — Community Impact Board General Plan Grant,https://www.loganutah.gov/departments/admin/council/23-37%20Community%20Impact%20Board%20General%20Plan%20Grant.pdf?t=2023090611125793,2026-07-05,scanned,recorder_pdf,raw/res_23-37_Community_Impact_Board_General_Plan_Grant.pdf,yes,5-0 Pass,2023-09-05,2,high,Resolution,council_motion,keyword,5,archive,
23-38,2023-09-19,2023-09-19,Resolution 23-38 — Steel Solar 1B Second Amended UAMPS,https://www.loganutah.gov/departments/admin/council/23-38%20Steel%20Solar%201B%20Second%20Amended%20UAMPS.pdf?t=20231010131517586,,na,recorder_listing,,no,5-0 Pass,2023-09-19,3,high,Resolution,council_motion,,5,archive,
23-39,2023-09-19,2023-09-19,Resolution 23-39 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-39%20Budget%20Adjustments.pdf?t=20230925152952556,,na,recorder_listing,,no,5-0 Pass,2023-09-19,4,high,Resolution,council_motion,,5,archive,
23-40,2023-09-19,2023-09-19,Resolution 23-40 — Cache Valley Mall 1400 North Main Tax Increment,https://www.loganutah.gov/departments/admin/council/23-40%20Cache%20Valley%20Mall%201400%20North%20Main%20Tax%20Increment.pdf?t=20230925153028445,,na,recorder_listing,,no,5-0 Pass,2023-09-19,2,high,Resolution,council_motion,,5,archive,
23-41,2023-10-17,2023-10-17,Resolution 23-41 — CVTD Board Apportionment,https://www.loganutah.gov/departments/admin/council/23-41%20CVTD%20Board%20Apportionment.pdf?t=20231018123218159,,na,recorder_listing,,no,5-0 Pass,2023-10-17,3,high,Resolution,council_motion,,5,archive,
23-42,2023-10-03,2023-10-03,Resolution 23-42 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-42%20Budget%20Adjustments.pdf?t=20231004103754888,,na,recorder_listing,,no,5-0 Pass,2023-10-03,3,high,Resolution,council_motion,,5,archive,
23-43,2023-10-17,2023-10-17,Resolution 23-43 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-43%20Budget%20Adjustments.pdf?t=20231018123254779,,na,recorder_listing,,no,5-0 Pass,2023-10-17,5,high,Resolution,council_motion,,5,archive,
23-44,2023-10-17,2023-10-17,Resolution 23-44 — (from motion) approve Resolution 23-44 RDA as presented,meeting_minutes/minutes/2023/2023-10-16/2023-10-17_redevelopment-agency-meeting.md,,na,minutes_motion_text,,no,5-0 Pass,2023-10-17,1,within_source,Resolution,council_motion,,5,votes,no_archive_pdf
23-45,2023-11-07,2023-11-07,Resolution 23-45 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-45%20Budget%20Adjustments.pdf?t=20231108123454365,,na,recorder_listing,,no,4-0 Pass,2023-11-07,5,high,Resolution,council_motion,,5,archive,
23-46,2023-11-07,2023-11-07,Resolution 23-46 — RDA Agency Assistance Woodsonia 1400 North Main,https://www.loganutah.gov/departments/admin/council/23-46%20RDA%20Agency%20Assistance%20Woodsonia%201400%20North%20Main.pdf?t=20231108123543075,,na,recorder_listing,,no,4-0 Pass,2023-11-07,1,high,Resolution,council_motion,,5,archive,
23-47,2023-11-21,2023-11-21,Resolution 23-47 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-47%20Budget%20Adjustments.pdf?t=20231122115445182,,na,recorder_listing,,no,5-0 Pass,2023-11-21,3,high,Resolution,council_motion,,5,archive,
23-48,2023-11-21,2023-11-21,Resolution 23-48 — RDA Budget Adjustment Woodsonia,https://www.loganutah.gov/departments/admin/council/23-48%20RDA%20Budget%20Adjustment%20Woodsonia.pdf?t=20231122115518643,,na,recorder_listing,,no,4-0 Pass,2023-11-21,1,high,Resolution,council_motion,,5,archive,
23-49,2023-11-21,2023-11-21,Resolution 23-49 — Parks and Recreation Fees for Plaza Ice Rink and Golf Course,https://www.loganutah.gov/departments/admin/council/23-49%20Parks%20and%20Recreation%20Fees%20for%20Plaza%20Ice%20Rink%20and%20Golf%20Course.pdf?t=2023112217311784,,na,recorder_listing,,no,5-0 Pass,2023-11-21,2,high,Resolution,council_motion,,5,archive,
23-50,2023-12-05,2023-12-05,Resolution 23-50 — CDBG CAPER PY2022,https://www.loganutah.gov/departments/admin/council/23-50%20CDBG%20CAPER%20PY2022.pdf?t=2023120612191833,,na,recorder_listing,,no,5-0 Pass,2023-12-05,3,high,Resolution,council_motion,,5,archive,
23-51,2023-11-21,2023-11-21,Resolution 23-51 — Recertification of the Logan Municipal Justice Court,https://www.loganutah.gov/departments/admin/council/23-51%20Recertification%20of%20the%20Logan%20Municipal%20Justice%20Court.pdf?t=20231122115550856,,na,recorder_listing,,no,5-0 Pass,2023-11-21,5,high,Resolution,council_motion,,5,archive,
23-52,2023-12-05,2023-12-05,Resolution 23-52 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-52%20Budget%20Adjustments.pdf?t=20231206122001367,,na,recorder_listing,,no,5-0 Pass,2023-12-05,6,high,Resolution,council_motion,,5,archive,
23-53,2024-01-02,2024-01-02,Resolution 23-53 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/23-53%20Budget%20Adjustments.pdf?t=20240103132157003,,na,recorder_listing,,no,5-0 Pass,2024-01-02,6,high,Resolution,council_motion,,5,archive,
23-54,2024-01-02,2024-01-02,Resolution 23-54 — UAMPS Tax Certificate and Agreement Payson Power Project,https://www.loganutah.gov/departments/admin/council/23-54%20UAMPS%20Tax%20Certificate%20and%20Agreement%20Payson%20Power%20Project.pdf?t=20240103132241597,,na,recorder_listing,,no,5-0 Pass,2024-01-02,7,high,Resolution,council_motion,,5,archive,
24-01,2024-01-16,2024-01-16,Resolution 24-01 — Library Fees,https://www.loganutah.gov/departments/admin/council/24-01%20Library%20Fees.pdf?t=20240117123739564,,na,recorder_listing,,no,4-0 Pass,2024-01-16,2,high,Resolution,council_motion,,5,archive,
24-02,2024-01-16,2024-01-16,Resolution 24-02 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-02%20Budget%20Adjustments.pdf?t=20240117123814205,,na,recorder_listing,,no,4-0 Pass,2024-01-16,3,high,Resolution,council_motion,,5,archive,
24-03,2024-02-06,2024-02-06,Resolution 24-03 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-03%20Budget%20Adjustments.pdf?t=20240207105434712,,na,recorder_listing,,no,5-0 Pass,2024-02-06,4,high,Resolution,council_motion,,5,archive,
24-04,2024-02-20,2024-02-20,Resolution 24-04 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-04%20Budget%20Adjustments.pdf?t=20240221115021992,,na,recorder_listing,,no,5-0 Pass,2024-02-20,2,high,Resolution,council_motion,,5,archive,
24-05,2024-03-05,2024-03-05,Resolution 24-05 — Temporary Justice Court Judges,https://www.loganutah.gov/departments/admin/council/24-05%20Temporary%20Justice%20Court%20Judges.pdf?t=20240306113250942,,na,recorder_listing,,no,5-0 Pass,2024-03-05,10,high,Resolution,council_motion,,5,archive,
24-06,2024-03-05,2024-03-05,Resolution 24-06 — Revised Water Division Classification Rates Fines and Fees,https://www.loganutah.gov/departments/admin/council/24-06%20Revised%20Water%20Division%20Classification%20Rates%20Fines%20and%20Fees.pdf?t=20240306113334431,,na,recorder_listing,,no,5-0 Pass,2024-03-05,6,high,Resolution,council_motion,,5,archive,
24-07,2024-03-19,2024-03-19,Resolution 24-07 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-07%20Budget%20Adjustments.pdf?t=20240306113549918,,na,recorder_listing,,no,4-0 Pass,2024-03-19,2,high,Resolution,council_motion,,10,archive,
24-08,,2024-03-20,Resolution 24-08 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-08%20Budget%20Adjustments.pdf?t=2024032012231194,2026-07-05,scanned,recorder_pdf,raw/res_24-08_Budget_Adjustments.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
24-09,2024-04-16,2024-04-16,Resolution 24-09 — Library Meeting Fees,https://www.loganutah.gov/departments/admin/council/24-09%20Library%20Meeting%20Fees.pdf?t=20240419115759161,,na,recorder_listing,,no,5-0 Pass,2024-04-16,3,high,Resolution,council_motion,,5,archive,
24-10,2024-05-07,2024-05-07,"Resolution 24-10 — Revised Light and Power Residential, Commercial and Industrial Electrical Rate Schedule",https://www.loganutah.gov/departments/admin/council/24-10%20Revised%20Light%20and%20Power%20Residential%2C%20Commercial%20and%20Industrial%20Electrical%20Rate%20Schedule.pdf?t=20240508103125096,,na,recorder_listing,,no,5-0 Pass,2024-05-07,5,high,Resolution,council_motion,,5,archive,
24-11,2024-05-07,2024-05-07,Resolution 24-11 — Tax Certificate and Agreement for UAMPS Firm Power Supply Project,https://www.loganutah.gov/departments/admin/council/24-11%20Tax%20Certificate%20and%20Agreement%20for%20UAMPS%20Firm%20Power%20Supply%20Project.pdf?t=20240508103204098,,na,recorder_listing,,no,5-0 Pass,2024-05-07,6,high,Resolution,council_motion,,5,archive,
24-12,2024-05-07,2024-05-07,Resolution 24-12 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-12%20Budget%20Adjustments.pdf?t=20240508103248494,,na,recorder_listing,,no,5-0 Pass,2024-05-07,2,high,Resolution,council_motion,,5,archive,
24-13,2024-05-07,2024-05-07,Resolution 24-13 — Electric Turbine Bond,https://www.loganutah.gov/departments/admin/council/24-13%20Electric%20Turbine%20Bond.pdf?t=20240522102907749,,na,recorder_listing,,no,5-0 Pass,2024-05-07,3,high,Resolution,council_motion,,5,archive,
24-14,2024-06-04,2024-06-04,Resolution 24-14 — CDBG Consolidated Plan and Annual Action Plan,https://www.loganutah.gov/departments/admin/council/24-14%20CDBG%20Consolidated%20Plan%20and%20Annual%20Action%20Plan.pdf?t=20240605104738469,,na,recorder_listing,,no,5-0 Pass,2024-06-04,3,high,Resolution,council_motion,,10,archive,
24-15,2024-05-21,2024-05-21,Resolution 24-15 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/24-15%20Budget%20Adjustments.pdf?t=20240522101444698,,na,recorder_listing,,no,5-0 Pass,2024-05-21,3,high,Resolution,council_motion,,5,archive,
